new_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,url
London Boy%:%Taylor Swift,0.695,0.71,1,-6.639,1,0.05,0.0246,0.000104,0.133,0.557,157.925,audio_features,1LLXZFeAHK9R4xUramtUKw,spotify:track:1LLXZFeAHK9R4xUramtUKw,https://api.spotify.com/v1/tracks/1LLXZFeAHK9R4xUramtUKw,https://api.spotify.com/v1/audio-analysis/1LLXZFeAHK9R4xUramtUKw,190240,4,https://open.spotify.com/track/1LLXZFeAHK9R4xUramtUKw
Soon You'll Get Better%:%Taylor Swift Featuring Dixie Chicks,0.433,0.182,0,-12.566,1,0.0641,0.907,0,0.123,0.421,207.476,audio_features,4AYtqFyFbX0Xkc2wtcygTr,spotify:track:4AYtqFyFbX0Xkc2wtcygTr,https://api.spotify.com/v1/tracks/4AYtqFyFbX0Xkc2wtcygTr,https://api.spotify.com/v1/audio-analysis/4AYtqFyFbX0Xkc2wtcygTr,201587,4,https://open.spotify.com/track/4AYtqFyFbX0Xkc2wtcygTr
Death By A Thousand Cuts%:%Taylor Swift,0.712,0.732,4,-6.754,1,0.0629,0.454,0,0.319,0.313,94.071,audio_features,2dgFqt3w9xIQRjhPtwNk3D,spotify:track:2dgFqt3w9xIQRjhPtwNk3D,https://api.spotify.com/v1/tracks/2dgFqt3w9xIQRjhPtwNk3D,https://api.spotify.com/v1/audio-analysis/2dgFqt3w9xIQRjhPtwNk3D,198533,4,https://open.spotify.com/track/2dgFqt3w9xIQRjhPtwNk3D
Afterglow%:%Taylor Swift,0.756,0.449,9,-8.746,1,0.0344,0.13,0,0.114,0.399,111.011,audio_features,1SymEzIT3H8UZfibCs3TYi,spotify:track:1SymEzIT3H8UZfibCs3TYi,https://api.spotify.com/v1/tracks/1SymEzIT3H8UZfibCs3TYi,https://api.spotify.com/v1/audio-analysis/1SymEzIT3H8UZfibCs3TYi,223293,4,https://open.spotify.com/track/1SymEzIT3H8UZfibCs3TYi
False God%:%Taylor Swift,0.739,0.32,11,-10.862,0,0.239,0.736,0.000147,0.111,0.351,79.97,audio_features,5hQSXkFgbxjZo9uCwd11so,spotify:track:5hQSXkFgbxjZo9uCwd11so,https://api.spotify.com/v1/tracks/5hQSXkFgbxjZo9uCwd11so,https://api.spotify.com/v1/audio-analysis/5hQSXkFgbxjZo9uCwd11so,200307,4,https://open.spotify.com/track/5hQSXkFgbxjZo9uCwd11so
Daylight%:%Taylor Swift,0.557,0.496,0,-9.602,1,0.0563,0.808,0.000173,0.0772,0.265,149.983,audio_features,1fzAuUVbzlhZ1lJAx9PtY6,spotify:track:1fzAuUVbzlhZ1lJAx9PtY6,https://api.spotify.com/v1/tracks/1fzAuUVbzlhZ1lJAx9PtY6,https://api.spotify.com/v1/audio-analysis/1fzAuUVbzlhZ1lJAx9PtY6,293453,4,https://open.spotify.com/track/1fzAuUVbzlhZ1lJAx9PtY6
Raised On Country%:%Chris Young,0.572,0.794,2,-3.224,1,0.0455,0.395,0,0.23,0.79,148.095,audio_features,6voi5xnLs9JKmWG2oLmgDU,spotify:track:6voi5xnLs9JKmWG2oLmgDU,https://api.spotify.com/v1/tracks/6voi5xnLs9JKmWG2oLmgDU,https://api.spotify.com/v1/audio-analysis/6voi5xnLs9JKmWG2oLmgDU,175595,4,https://open.spotify.com/track/6voi5xnLs9JKmWG2oLmgDU
It's Nice To Have A Friend%:%Taylor Swift,0.737,0.175,10,-9.912,1,0.0401,0.971,0.000337,0.171,0.545,70.008,audio_features,1SmiQ65iSAbPto6gPFlBYm,spotify:track:1SmiQ65iSAbPto6gPFlBYm,https://api.spotify.com/v1/tracks/1SmiQ65iSAbPto6gPFlBYm,https://api.spotify.com/v1/audio-analysis/1SmiQ65iSAbPto6gPFlBYm,150440,4,https://open.spotify.com/track/1SmiQ65iSAbPto6gPFlBYm
Never Really Over%:%Katy Perry,0.77,0.882,8,-4.792,1,0.0602,0.194,0,0.316,0.385,99.991,audio_features,5PYQUBXc7NYeI1obMKSJK0,spotify:track:5PYQUBXc7NYeI1obMKSJK0,https://api.spotify.com/v1/tracks/5PYQUBXc7NYeI1obMKSJK0,https://api.spotify.com/v1/audio-analysis/5PYQUBXc7NYeI1obMKSJK0,223523,4,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0
EARFQUAKE%:%Tyler,0.554,0.498,9,-8.866,1,0.0685,0.23,5.98e-06,0.795,0.413,79.635,audio_features,5hVghJ4KaYES3BFUATCYn0,spotify:track:5hVghJ4KaYES3BFUATCYn0,https://api.spotify.com/v1/tracks/5hVghJ4KaYES3BFUATCYn0,https://api.spotify.com/v1/audio-analysis/5hVghJ4KaYES3BFUATCYn0,190067,4,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0
Clout%:%Offset Featuring Cardi B,0.919,0.622,1,-7.384,1,0.0997,0.228,4.24e-06,0.122,0.424,140.022,audio_features,59ywHNwwchG4nZJMLyxSzd,spotify:track:59ywHNwwchG4nZJMLyxSzd,https://api.spotify.com/v1/tracks/59ywHNwwchG4nZJMLyxSzd,https://api.spotify.com/v1/audio-analysis/59ywHNwwchG4nZJMLyxSzd,205803,4,https://open.spotify.com/track/59ywHNwwchG4nZJMLyxSzd
What's The Move%:%Young Thug Featuring Lil Uzi Vert,0.961,0.438,7,-7.877,1,0.31,0.0431,0,0.139,0.412,124.018,audio_features,3pTScODwk9tggZzmuH6xDY,spotify:track:3pTScODwk9tggZzmuH6xDY,https://api.spotify.com/v1/tracks/3pTScODwk9tggZzmuH6xDY,https://api.spotify.com/v1/audio-analysis/3pTScODwk9tggZzmuH6xDY,251080,4,https://open.spotify.com/track/3pTScODwk9tggZzmuH6xDY
Just How It Is%:%Young Thug,0.611,0.539,7,-10.617,1,0.411,0.0485,0,0.127,0.627,82.766,audio_features,5KYhIFNTp4VQUqlsbLWTTu,spotify:track:5KYhIFNTp4VQUqlsbLWTTu,https://api.spotify.com/v1/tracks/5KYhIFNTp4VQUqlsbLWTTu,https://api.spotify.com/v1/audio-analysis/5KYhIFNTp4VQUqlsbLWTTu,207133,4,https://open.spotify.com/track/5KYhIFNTp4VQUqlsbLWTTu
Surf%:%Young Thug Featuring Gunna,0.93,0.561,0,-8.053,1,0.25,0.101,0,0.0992,0.596,140.987,audio_features,6igOR5QCn09zAVF2ikZjsV,spotify:track:6igOR5QCn09zAVF2ikZjsV,https://api.spotify.com/v1/tracks/6igOR5QCn09zAVF2ikZjsV,https://api.spotify.com/v1/audio-analysis/6igOR5QCn09zAVF2ikZjsV,184093,4,https://open.spotify.com/track/6igOR5QCn09zAVF2ikZjsV
Sup Mate%:%Young Thug Featuring Future,0.874,0.552,1,-7.951,1,0.271,0.000786,0.286,0.144,0.521,147.043,audio_features,0zNHMc1cGKe4MO5rtGtKRh,spotify:track:0zNHMc1cGKe4MO5rtGtKRh,https://api.spotify.com/v1/tracks/0zNHMc1cGKe4MO5rtGtKRh,https://api.spotify.com/v1/audio-analysis/0zNHMc1cGKe4MO5rtGtKRh,238027,4,https://open.spotify.com/track/0zNHMc1cGKe4MO5rtGtKRh
Won't Be Late%:%Swae Lee Featuring Drake,0.915,0.588,7,-6.302,0,0.0677,0.0824,0.000169,0.104,0.329,123.936,audio_features,2sqsNXfN0HtgDEgaHXiUTa,spotify:track:2sqsNXfN0HtgDEgaHXiUTa,https://api.spotify.com/v1/tracks/2sqsNXfN0HtgDEgaHXiUTa,https://api.spotify.com/v1/audio-analysis/2sqsNXfN0HtgDEgaHXiUTa,218710,4,https://open.spotify.com/track/2sqsNXfN0HtgDEgaHXiUTa
Light It Up%:%Young Thug,0.953,0.515,10,-8.546,1,0.0846,0.00389,0,0.11,0.351,138.039,audio_features,41mzryVlFLlz6b1BCtJAjx,spotify:track:41mzryVlFLlz6b1BCtJAjx,https://api.spotify.com/v1/tracks/41mzryVlFLlz6b1BCtJAjx,https://api.spotify.com/v1/audio-analysis/41mzryVlFLlz6b1BCtJAjx,209253,4,https://open.spotify.com/track/41mzryVlFLlz6b1BCtJAjx
Lil Baby%:%Young Thug,0.974,0.596,6,-8.888,1,0.184,0.0976,0,0.151,0.892,111.959,audio_features,1GeNui6m825V8jP4uKiIaH,spotify:track:1GeNui6m825V8jP4uKiIaH,https://api.spotify.com/v1/tracks/1GeNui6m825V8jP4uKiIaH,https://api.spotify.com/v1/audio-analysis/1GeNui6m825V8jP4uKiIaH,149040,4,https://open.spotify.com/track/1GeNui6m825V8jP4uKiIaH
Mac 10%:%Trippie Redd Featuring Lil Baby,0.787,0.619,9,-7.32,1,0.17,0.181,0,0.323,0.824,124.09,audio_features,2KEux6D75xjj6fdabXpeAu,spotify:track:2KEux6D75xjj6fdabXpeAu,https://api.spotify.com/v1/tracks/2KEux6D75xjj6fdabXpeAu,https://api.spotify.com/v1/audio-analysis/2KEux6D75xjj6fdabXpeAu,127843,4,https://open.spotify.com/track/2KEux6D75xjj6fdabXpeAu
Some Of It%:%Eric Church,0.56,0.736,0,-7.306,1,0.0446,0.341,9.81e-06,0.155,0.824,79.843,audio_features,3d1qN7AHge6BXuVPutcpI5,spotify:track:3d1qN7AHge6BXuVPutcpI5,https://api.spotify.com/v1/tracks/3d1qN7AHge6BXuVPutcpI5,https://api.spotify.com/v1/audio-analysis/3d1qN7AHge6BXuVPutcpI5,195147,4,https://open.spotify.com/track/3d1qN7AHge6BXuVPutcpI5
Ecstasy%:%Young Thug Featuring Machine Gun Kelly,0.826,0.691,1,-6.557,1,0.129,0.000541,0,0.157,0.603,162.966,audio_features,1yBbxDXEfr8boXM1ubvBHi,spotify:track:1yBbxDXEfr8boXM1ubvBHi,https://api.spotify.com/v1/tracks/1yBbxDXEfr8boXM1ubvBHi,https://api.spotify.com/v1/audio-analysis/1yBbxDXEfr8boXM1ubvBHi,178240,4,https://open.spotify.com/track/1yBbxDXEfr8boXM1ubvBHi
Uno%:%Ambjaay,0.978,0.477,8,-8.159,1,0.155,0.000143,0,0.133,0.196,110.002,audio_features,3AEgic4yp82NxMWUjHtxnO,spotify:track:3AEgic4yp82NxMWUjHtxnO,https://api.spotify.com/v1/tracks/3AEgic4yp82NxMWUjHtxnO,https://api.spotify.com/v1/audio-analysis/3AEgic4yp82NxMWUjHtxnO,109091,4,https://open.spotify.com/track/3AEgic4yp82NxMWUjHtxnO
Daddy%:%Blueface,0.869,0.59,11,-8.214,1,0.257,0.07,0,0.236,0.479,107.934,audio_features,4hanO6Du5J7QEguNHYZHmw,spotify:track:4hanO6Du5J7QEguNHYZHmw,https://api.spotify.com/v1/tracks/4hanO6Du5J7QEguNHYZHmw,https://api.spotify.com/v1/audio-analysis/4hanO6Du5J7QEguNHYZHmw,151147,4,https://open.spotify.com/track/4hanO6Du5J7QEguNHYZHmw
Takeaway%:%The Chainsmokers,0.528,0.511,3,-8.144,1,0.0324,0.126,0,0.101,0.351,100.1,audio_features,3g0mEQx3NTanacLseoP0Gw,spotify:track:3g0mEQx3NTanacLseoP0Gw,https://api.spotify.com/v1/tracks/3g0mEQx3NTanacLseoP0Gw,https://api.spotify.com/v1/audio-analysis/3g0mEQx3NTanacLseoP0Gw,209880,4,https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw
Happier%:%Marshmello,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,audio_features,2dpaYNEQHiRxtZbfNsse99,spotify:track:2dpaYNEQHiRxtZbfNsse99,https://api.spotify.com/v1/tracks/2dpaYNEQHiRxtZbfNsse99,https://api.spotify.com/v1/audio-analysis/2dpaYNEQHiRxtZbfNsse99,214290,4,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
Sweet But Psycho%:%Ava Max,0.72,0.706,1,-4.719,1,0.0473,0.0684,0,0.166,0.62,133.002,audio_features,7DnAm9FOTWE3cUvso43HhI,spotify:track:7DnAm9FOTWE3cUvso43HhI,https://api.spotify.com/v1/tracks/7DnAm9FOTWE3cUvso43HhI,https://api.spotify.com/v1/audio-analysis/7DnAm9FOTWE3cUvso43HhI,187436,4,https://open.spotify.com/track/7DnAm9FOTWE3cUvso43HhI
Better%:%Khalid,0.442,0.585,0,-10.332,0,0.0964,0.0984,0.391,0.14,0.116,97.565,audio_features,4T3fNx3CgwDRRYgmFCbD4J,spotify:track:4T3fNx3CgwDRRYgmFCbD4J,https://api.spotify.com/v1/tracks/4T3fNx3CgwDRRYgmFCbD4J,https://api.spotify.com/v1/audio-analysis/4T3fNx3CgwDRRYgmFCbD4J,229413,4,https://open.spotify.com/track/4T3fNx3CgwDRRYgmFCbD4J
Going Bad%:%Meek Mill Featuring Drake,0.889,0.496,4,-6.365,0,0.0905,0.259,0,0.252,0.544,86.003,audio_features,2IRZnDFmlqMuOrYOLnZZyc,spotify:track:2IRZnDFmlqMuOrYOLnZZyc,https://api.spotify.com/v1/tracks/2IRZnDFmlqMuOrYOLnZZyc,https://api.spotify.com/v1/audio-analysis/2IRZnDFmlqMuOrYOLnZZyc,180522,4,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
Talk You Out Of It%:%Florida Georgia Line,0.651,0.708,4,-4.791,1,0.0376,0.582,0,0.0796,0.558,119.964,audio_features,4qQwGRtGT7l6ckQtdPEFd4,spotify:track:4qQwGRtGT7l6ckQtdPEFd4,https://api.spotify.com/v1/tracks/4qQwGRtGT7l6ckQtdPEFd4,https://api.spotify.com/v1/audio-analysis/4qQwGRtGT7l6ckQtdPEFd4,202920,4,https://open.spotify.com/track/4qQwGRtGT7l6ckQtdPEFd4
Gold Roses%:%Rick Ross Featuring Drake,0.502,0.633,1,-5.8,1,0.419,0.00991,0,0.389,0.552,83.226,audio_features,1rX5L6pyl3rVWb55D8Cprr,spotify:track:1rX5L6pyl3rVWb55D8Cprr,https://api.spotify.com/v1/tracks/1rX5L6pyl3rVWb55D8Cprr,https://api.spotify.com/v1/audio-analysis/1rX5L6pyl3rVWb55D8Cprr,349600,4,https://open.spotify.com/track/1rX5L6pyl3rVWb55D8Cprr
Just Us%:%DJ Khaled Featuring SZA,0.639,0.859,9,-2.758,0,0.147,0.135,0,0.129,0.566,93.132,audio_features,0BnTBAGmr9FtYwkZrwKhwS,spotify:track:0BnTBAGmr9FtYwkZrwKhwS,https://api.spotify.com/v1/tracks/0BnTBAGmr9FtYwkZrwKhwS,https://api.spotify.com/v1/audio-analysis/0BnTBAGmr9FtYwkZrwKhwS,221379,4,https://open.spotify.com/track/0BnTBAGmr9FtYwkZrwKhwS
Small Talk%:%Katy Perry,0.846,0.631,5,-5.547,1,0.1,0.203,0,0.455,0.602,115.999,audio_features,4NmE2ytXI8S2svTRSmEdpO,spotify:track:4NmE2ytXI8S2svTRSmEdpO,https://api.spotify.com/v1/tracks/4NmE2ytXI8S2svTRSmEdpO,https://api.spotify.com/v1/audio-analysis/4NmE2ytXI8S2svTRSmEdpO,161963,4,https://open.spotify.com/track/4NmE2ytXI8S2svTRSmEdpO
Night Falls%:%Dove Cameron,0.72,0.87,3,-5.155,0,0.142,0.0682,0,0.144,0.802,160.039,audio_features,3doNvO8zrwzcM0PJrcn8Rb,spotify:track:3doNvO8zrwzcM0PJrcn8Rb,https://api.spotify.com/v1/tracks/3doNvO8zrwzcM0PJrcn8Rb,https://api.spotify.com/v1/audio-analysis/3doNvO8zrwzcM0PJrcn8Rb,188218,4,https://open.spotify.com/track/3doNvO8zrwzcM0PJrcn8Rb
Snake Skin%:%Trippie Redd,0.669,0.557,8,-8.835,0,0.0498,0.0574,0,0.0662,0.553,144.043,audio_features,1usK5eLBzpQTMwDt8SR2dr,spotify:track:1usK5eLBzpQTMwDt8SR2dr,https://api.spotify.com/v1/tracks/1usK5eLBzpQTMwDt8SR2dr,https://api.spotify.com/v1/audio-analysis/1usK5eLBzpQTMwDt8SR2dr,186944,4,https://open.spotify.com/track/1usK5eLBzpQTMwDt8SR2dr
24/7%:%Meek Mill Featuring Ella Mai,0.657,0.711,0,-5.355,1,0.374,0.0135,0,0.221,0.368,86.957,audio_features,6irE4Fbjbry3czv7mTxVSB,spotify:track:6irE4Fbjbry3czv7mTxVSB,https://api.spotify.com/v1/tracks/6irE4Fbjbry3czv7mTxVSB,https://api.spotify.com/v1/audio-analysis/6irE4Fbjbry3czv7mTxVSB,221522,4,https://open.spotify.com/track/6irE4Fbjbry3czv7mTxVSB
Love Ain't%:%Eli Young Band,0.6,0.851,11,-4.645,1,0.0388,0.00566,9.78e-06,0.0891,0.727,98.007,audio_features,6uVzeU47Qzg0rrMneP5BNg,spotify:track:6uVzeU47Qzg0rrMneP5BNg,https://api.spotify.com/v1/tracks/6uVzeU47Qzg0rrMneP5BNg,https://api.spotify.com/v1/audio-analysis/6uVzeU47Qzg0rrMneP5BNg,186119,4,https://open.spotify.com/track/6uVzeU47Qzg0rrMneP5BNg
Sanguine Paradise%:%Lil Uzi Vert,0.729,0.603,6,-6.736,0,0.0666,0.0948,0,0.113,0.207,134.972,audio_features,3XiNC94b4Tq1xwv70sQJGN,spotify:track:3XiNC94b4Tq1xwv70sQJGN,https://api.spotify.com/v1/tracks/3XiNC94b4Tq1xwv70sQJGN,https://api.spotify.com/v1/audio-analysis/3XiNC94b4Tq1xwv70sQJGN,243976,4,https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN
Tap%:%NAV Featuring Meek Mill,0.901,0.676,2,-7.033,1,0.251,0.0646,0,0.0863,0.452,85.018,audio_features,5rU6kDNXZLXIinFezpbWbO,spotify:track:5rU6kDNXZLXIinFezpbWbO,https://api.spotify.com/v1/tracks/5rU6kDNXZLXIinFezpbWbO,https://api.spotify.com/v1/audio-analysis/5rU6kDNXZLXIinFezpbWbO,148278,4,https://open.spotify.com/track/5rU6kDNXZLXIinFezpbWbO
La La Land%:%Bryce Vine Featuring YG,0.781,0.469,1,-5.107,0,0.0569,0.223,0,0.19,0.412,98.013,audio_features,3TpBefRZ1vFcOH6z57PQRI,spotify:track:3TpBefRZ1vFcOH6z57PQRI,https://api.spotify.com/v1/tracks/3TpBefRZ1vFcOH6z57PQRI,https://api.spotify.com/v1/audio-analysis/3TpBefRZ1vFcOH6z57PQRI,177118,4,https://open.spotify.com/track/3TpBefRZ1vFcOH6z57PQRI
Que Pretendes%:%J Balvin,0.639,0.791,10,-4.443,0,0.253,0.0275,0,0.362,0.939,92.603,audio_features,25ZAibhr3bdlMCLmubZDVt,spotify:track:25ZAibhr3bdlMCLmubZDVt,https://api.spotify.com/v1/tracks/25ZAibhr3bdlMCLmubZDVt,https://api.spotify.com/v1/audio-analysis/25ZAibhr3bdlMCLmubZDVt,222347,4,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt
Single Again%:%Big Sean,0.635,0.677,10,-5.548,1,0.0909,0.161,0,0.154,0.253,94.95,audio_features,7IP0lO9tHfNwBWZ9X6TJ84,spotify:track:7IP0lO9tHfNwBWZ9X6TJ84,https://api.spotify.com/v1/tracks/7IP0lO9tHfNwBWZ9X6TJ84,https://api.spotify.com/v1/audio-analysis/7IP0lO9tHfNwBWZ9X6TJ84,213733,4,https://open.spotify.com/track/7IP0lO9tHfNwBWZ9X6TJ84
Worth It%:%YK Osiris,0.749,0.535,5,-4.054,0,0.0638,0.517,0,0.0942,0.459,124.008,audio_features,0PQoUlzP7ILdcrzpajHXc0,spotify:track:0PQoUlzP7ILdcrzpajHXc0,https://api.spotify.com/v1/tracks/0PQoUlzP7ILdcrzpajHXc0,https://api.spotify.com/v1/audio-analysis/0PQoUlzP7ILdcrzpajHXc0,189253,5,https://open.spotify.com/track/0PQoUlzP7ILdcrzpajHXc0
Shallow%:%Lady Gaga,0.572,0.385,7,-6.362,1,0.0308,0.371,0,0.231,0.323,95.799,audio_features,2VxeLyX666F8uXCJ0dZF8B,spotify:track:2VxeLyX666F8uXCJ0dZF8B,https://api.spotify.com/v1/tracks/2VxeLyX666F8uXCJ0dZF8B,https://api.spotify.com/v1/audio-analysis/2VxeLyX666F8uXCJ0dZF8B,215733,4,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
Trust Issues%:%Drake,0.421,0.539,11,-5.456,0,0.274,0.779,0,0.111,0.523,89.177,audio_features,4Wjhj0WjkyECccfHVIgaTq,spotify:track:4Wjhj0WjkyECccfHVIgaTq,https://api.spotify.com/v1/tracks/4Wjhj0WjkyECccfHVIgaTq,https://api.spotify.com/v1/audio-analysis/4Wjhj0WjkyECccfHVIgaTq,281519,3,https://open.spotify.com/track/4Wjhj0WjkyECccfHVIgaTq
How About Now%:%Drake,0.789,0.404,1,-8.364,1,0.23,0.205,0,0.219,0.472,122.062,audio_features,4n4BflhWjCHIxrI4v7Xt9s,spotify:track:4n4BflhWjCHIxrI4v7Xt9s,https://api.spotify.com/v1/tracks/4n4BflhWjCHIxrI4v7Xt9s,https://api.spotify.com/v1/audio-analysis/4n4BflhWjCHIxrI4v7Xt9s,235566,4,https://open.spotify.com/track/4n4BflhWjCHIxrI4v7Xt9s
The Motion%:%Drake,0.676,0.717,11,-8.219,0,0.0874,0.29,0.000368,0.0974,0.558,157.628,audio_features,3t8pnImpBpOwxdtYBpKvA9,spotify:track:3t8pnImpBpOwxdtYBpKvA9,https://api.spotify.com/v1/tracks/3t8pnImpBpOwxdtYBpKvA9,https://api.spotify.com/v1/audio-analysis/3t8pnImpBpOwxdtYBpKvA9,241000,4,https://open.spotify.com/track/3t8pnImpBpOwxdtYBpKvA9
Dreams Money Can Buy%:%Drake,0.423,0.587,6,-6.635,1,0.529,0.765,0,0.114,0.33,180.331,audio_features,1qyFlfPREPbRcS2BNszdYI,spotify:track:1qyFlfPREPbRcS2BNszdYI,https://api.spotify.com/v1/tracks/1qyFlfPREPbRcS2BNszdYI,https://api.spotify.com/v1/audio-analysis/1qyFlfPREPbRcS2BNszdYI,253803,4,https://open.spotify.com/track/1qyFlfPREPbRcS2BNszdYI
Club Paradise%:%Drake,0.338,0.729,6,-6.419,0,0.102,0.758,3.24e-05,0.18,0.543,184.174,audio_features,6MR5IBSNfDmiwnrlQpVw4w,spotify:track:6MR5IBSNfDmiwnrlQpVw4w,https://api.spotify.com/v1/tracks/6MR5IBSNfDmiwnrlQpVw4w,https://api.spotify.com/v1/audio-analysis/6MR5IBSNfDmiwnrlQpVw4w,283816,4,https://open.spotify.com/track/6MR5IBSNfDmiwnrlQpVw4w
Antisocial%:%Ed Sheeran,0.716,0.823,5,-5.313,0,0.0495,0.132,0,0.361,0.91,151.957,audio_features,1DhRbox3xkceP64k3JeYfW,spotify:track:1DhRbox3xkceP64k3JeYfW,https://api.spotify.com/v1/tracks/1DhRbox3xkceP64k3JeYfW,https://api.spotify.com/v1/audio-analysis/1DhRbox3xkceP64k3JeYfW,161747,4,https://open.spotify.com/track/1DhRbox3xkceP64k3JeYfW
Fear Inoculum%:%Tool,0.31,0.584,7,-10.091,1,0.042,0.000827,0.512,0.0528,0.16,86.913,audio_features,39zWYYZStDgWi32sOU9AX4,spotify:track:39zWYYZStDgWi32sOU9AX4,https://api.spotify.com/v1/tracks/39zWYYZStDgWi32sOU9AX4,https://api.spotify.com/v1/audio-analysis/39zWYYZStDgWi32sOU9AX4,620101,4,https://open.spotify.com/track/39zWYYZStDgWi32sOU9AX4
Days In The East%:%Drake,0.733,0.361,1,-11.129,1,0.135,0.348,0.000285,0.0942,0.0361,94.902,audio_features,4czcw3NVLY0of5hTD7OufN,spotify:track:4czcw3NVLY0of5hTD7OufN,https://api.spotify.com/v1/tracks/4czcw3NVLY0of5hTD7OufN,https://api.spotify.com/v1/audio-analysis/4czcw3NVLY0of5hTD7OufN,353698,4,https://open.spotify.com/track/4czcw3NVLY0of5hTD7OufN
Before I Let Go%:%Beyonce,0.71,0.842,6,-5.424,0,0.0944,0.0686,0,0.337,0.435,102.994,audio_features,7LikBkHerFGZ58QHVOKp1t,spotify:track:7LikBkHerFGZ58QHVOKp1t,https://api.spotify.com/v1/tracks/7LikBkHerFGZ58QHVOKp1t,https://api.spotify.com/v1/audio-analysis/7LikBkHerFGZ58QHVOKp1t,240777,4,https://open.spotify.com/track/7LikBkHerFGZ58QHVOKp1t
High Hopes%:%Panic! At The Disco,0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.064,0.681,82.014,audio_features,1rqqCSm0Qe4I9rUvWncaom,spotify:track:1rqqCSm0Qe4I9rUvWncaom,https://api.spotify.com/v1/tracks/1rqqCSm0Qe4I9rUvWncaom,https://api.spotify.com/v1/audio-analysis/1rqqCSm0Qe4I9rUvWncaom,190947,4,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
Sicko Mode%:%Travis Scott,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,audio_features,2xLMifQCjDGFmkHkpNLD9h,spotify:track:2xLMifQCjDGFmkHkpNLD9h,https://api.spotify.com/v1/tracks/2xLMifQCjDGFmkHkpNLD9h,https://api.spotify.com/v1/audio-analysis/2xLMifQCjDGFmkHkpNLD9h,312820,4,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
Cross Me%:%Ed Sheeran Featuring Chance The Rapper,0.746,0.787,4,-6.373,1,0.12,0.214,0,0.0669,0.607,95.005,audio_features,543bCW2ruMPmxUBWirQ3MR,spotify:track:543bCW2ruMPmxUBWirQ3MR,https://api.spotify.com/v1/tracks/543bCW2ruMPmxUBWirQ3MR,https://api.spotify.com/v1/audio-analysis/543bCW2ruMPmxUBWirQ3MR,206187,4,https://open.spotify.com/track/543bCW2ruMPmxUBWirQ3MR
Leave Me Alone%:%NF,0.722,0.741,1,-3.72,1,0.19,0.249,0,0.151,0.46,162.11,audio_features,3EtyEzMpfKSaoVhPunvbRV,spotify:track:3EtyEzMpfKSaoVhPunvbRV,https://api.spotify.com/v1/tracks/3EtyEzMpfKSaoVhPunvbRV,https://api.spotify.com/v1/audio-analysis/3EtyEzMpfKSaoVhPunvbRV,308652,4,https://open.spotify.com/track/3EtyEzMpfKSaoVhPunvbRV
The Search%:%NF,0.789,0.789,2,-4.813,1,0.298,0.598,0,0.099,0.37,119.95,audio_features,3oLe5ZILASG8vU5dxIMfLY,spotify:track:3oLe5ZILASG8vU5dxIMfLY,https://api.spotify.com/v1/tracks/3oLe5ZILASG8vU5dxIMfLY,https://api.spotify.com/v1/audio-analysis/3oLe5ZILASG8vU5dxIMfLY,248053,4,https://open.spotify.com/track/3oLe5ZILASG8vU5dxIMfLY
MEGATRON%:%Nicki Minaj,0.893,0.641,1,-3.051,1,0.272,0.128,8.06e-05,0.086,0.771,94.017,audio_features,1ZDmxwg7Lywlx68b7SsJjj,spotify:track:1ZDmxwg7Lywlx68b7SsJjj,https://api.spotify.com/v1/tracks/1ZDmxwg7Lywlx68b7SsJjj,https://api.spotify.com/v1/audio-analysis/1ZDmxwg7Lywlx68b7SsJjj,190747,4,https://open.spotify.com/track/1ZDmxwg7Lywlx68b7SsJjj
All Day Long%:%Chance The Rapper Featuring John Legend,0.767,0.884,2,-3.674,1,0.161,0.028,0,0.103,0.717,123.01,audio_features,1g3ErLqysBJ5EIGdYYMWFZ,spotify:track:1g3ErLqysBJ5EIGdYYMWFZ,https://api.spotify.com/v1/tracks/1g3ErLqysBJ5EIGdYYMWFZ,https://api.spotify.com/v1/audio-analysis/1g3ErLqysBJ5EIGdYYMWFZ,208238,4,https://open.spotify.com/track/1g3ErLqysBJ5EIGdYYMWFZ
