new_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,url
Thats What I Want%:%Lil Nas X,0.737,0.846,1,-4.51,0,0.22,0.00614,0,0.0486,0.546,87.981,audio_features,0e8nrvls4Qqv5Rfa2UhqmO,spotify:track:0e8nrvls4Qqv5Rfa2UhqmO,https://api.spotify.com/v1/tracks/0e8nrvls4Qqv5Rfa2UhqmO,https://api.spotify.com/v1/audio-analysis/0e8nrvls4Qqv5Rfa2UhqmO,143901,4,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO
Pepas%:%Farruko,0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,audio_features,5fwSHlTEWpluwOM0Sxnh5k,spotify:track:5fwSHlTEWpluwOM0Sxnh5k,https://api.spotify.com/v1/tracks/5fwSHlTEWpluwOM0Sxnh5k,https://api.spotify.com/v1/audio-analysis/5fwSHlTEWpluwOM0Sxnh5k,287120,4,https://open.spotify.com/track/5fwSHlTEWpluwOM0Sxnh5k
Love Nwantiti (Ah Ah Ah)%:%CKay,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005,audio_features,2Xr1dTzJee307rmrkt8c0g,spotify:track:2Xr1dTzJee307rmrkt8c0g,https://api.spotify.com/v1/tracks/2Xr1dTzJee307rmrkt8c0g,https://api.spotify.com/v1/audio-analysis/2Xr1dTzJee307rmrkt8c0g,145800,4,https://open.spotify.com/track/2Xr1dTzJee307rmrkt8c0g
Take My Breath%:%The Weeknd,0.748,0.74,8,-6.01,1,0.0484,0.0107,2.18e-05,0.101,0.518,121.004,audio_features,6OGogr19zPTM4BALXuMQpF,spotify:track:6OGogr19zPTM4BALXuMQpF,https://api.spotify.com/v1/tracks/6OGogr19zPTM4BALXuMQpF,https://api.spotify.com/v1/audio-analysis/6OGogr19zPTM4BALXuMQpF,220196,4,https://open.spotify.com/track/6OGogr19zPTM4BALXuMQpF
Happier Than Ever%:%Billie Eilish,0.332,0.225,0,-8.697,1,0.0348,0.767,0.00349,0.128,0.297,81.055,audio_features,4RVwu0g32PAqgUiJoXsdF8,spotify:track:4RVwu0g32PAqgUiJoXsdF8,https://api.spotify.com/v1/tracks/4RVwu0g32PAqgUiJoXsdF8,https://api.spotify.com/v1/audio-analysis/4RVwu0g32PAqgUiJoXsdF8,298899,3,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
Wockesha%:%Moneybagg Yo,0.582,0.537,0,-9.229,1,0.619,0.129,0,0.0749,0.771,82.103,audio_features,0nqhKXDjsyBMvbeWmgijD0,spotify:track:0nqhKXDjsyBMvbeWmgijD0,https://api.spotify.com/v1/tracks/0nqhKXDjsyBMvbeWmgijD0,https://api.spotify.com/v1/audio-analysis/0nqhKXDjsyBMvbeWmgijD0,180930,4,https://open.spotify.com/track/0nqhKXDjsyBMvbeWmgijD0
Better Days%:%NEIKED X Mae Muller X Polo G,0.717,0.671,0,-5.077,0,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,audio_features,6f5ExP43esnvdKPddwKXJH,spotify:track:6f5ExP43esnvdKPddwKXJH,https://api.spotify.com/v1/tracks/6f5ExP43esnvdKPddwKXJH,https://api.spotify.com/v1/audio-analysis/6f5ExP43esnvdKPddwKXJH,160657,4,https://open.spotify.com/track/6f5ExP43esnvdKPddwKXJH
Buy Dirt%:%Jordan Davis Featuring Luke Bryan,0.586,0.559,4,-6.725,1,0.05,0.639,0,0.0872,0.437,177.945,audio_features,69AIpwGNLxr4qS1X5ynx60,spotify:track:69AIpwGNLxr4qS1X5ynx60,https://api.spotify.com/v1/tracks/69AIpwGNLxr4qS1X5ynx60,https://api.spotify.com/v1/audio-analysis/69AIpwGNLxr4qS1X5ynx60,167480,4,https://open.spotify.com/track/69AIpwGNLxr4qS1X5ynx60
Ghost%:%Justin Bieber,0.601,0.741,2,-5.569,1,0.0478,0.185,2.91e-05,0.415,0.441,153.96,audio_features,6I3mqTwhRpn34SLVafSH7G,spotify:track:6I3mqTwhRpn34SLVafSH7G,https://api.spotify.com/v1/tracks/6I3mqTwhRpn34SLVafSH7G,https://api.spotify.com/v1/audio-analysis/6I3mqTwhRpn34SLVafSH7G,153190,4,https://open.spotify.com/track/6I3mqTwhRpn34SLVafSH7G
Lets Go Brandon%:%Loza Alexander,0.693,0.54,1,-8.044,1,0.0519,0.00102,0.0261,0.128,0.0654,176.056,audio_features,36fpGAf7yaHajJP2QhHsPF,spotify:track:36fpGAf7yaHajJP2QhHsPF,https://api.spotify.com/v1/tracks/36fpGAf7yaHajJP2QhHsPF,https://api.spotify.com/v1/audio-analysis/36fpGAf7yaHajJP2QhHsPF,140980,4,https://open.spotify.com/track/36fpGAf7yaHajJP2QhHsPF
Cold As You%:%Luke Combs,0.598,0.846,6,-4.956,1,0.0355,0.0527,0,0.113,0.328,144.04,audio_features,7IWV29mryrqtO0JVgnPtfv,spotify:track:7IWV29mryrqtO0JVgnPtfv,https://api.spotify.com/v1/tracks/7IWV29mryrqtO0JVgnPtfv,https://api.spotify.com/v1/audio-analysis/7IWV29mryrqtO0JVgnPtfv,186107,4,https://open.spotify.com/track/7IWV29mryrqtO0JVgnPtfv
A-O-K%:%Tai Verdes,0.731,0.626,11,-6.919,1,0.0805,0.125,0,0.183,0.862,82.488,audio_features,1sx0XsWUusUoPstbvokZjP,spotify:track:1sx0XsWUusUoPstbvokZjP,https://api.spotify.com/v1/tracks/1sx0XsWUusUoPstbvokZjP,https://api.spotify.com/v1/audio-analysis/1sx0XsWUusUoPstbvokZjP,173640,4,https://open.spotify.com/track/1sx0XsWUusUoPstbvokZjP
You Should Probably Leave%:%Chris Stapleton,0.602,0.477,9,-8.425,1,0.032,0.268,3.1e-05,0.173,0.552,183.89,audio_features,2UikqkwBv7aIvlixeVXHWt,spotify:track:2UikqkwBv7aIvlixeVXHWt,https://api.spotify.com/v1/tracks/2UikqkwBv7aIvlixeVXHWt,https://api.spotify.com/v1/audio-analysis/2UikqkwBv7aIvlixeVXHWt,213493,4,https://open.spotify.com/track/2UikqkwBv7aIvlixeVXHWt
Leave The Door Open%:%Silk Sonic (Bruno Mars,0.586,0.616,5,-7.964,1,0.0324,0.182,0,0.0927,0.719,148.088,audio_features,02VBYrHfVwfEWXk5DXyf0T,spotify:track:02VBYrHfVwfEWXk5DXyf0T,https://api.spotify.com/v1/tracks/02VBYrHfVwfEWXk5DXyf0T,https://api.spotify.com/v1/audio-analysis/02VBYrHfVwfEWXk5DXyf0T,242096,4,https://open.spotify.com/track/02VBYrHfVwfEWXk5DXyf0T
Thinking 'Bout You%:%Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,0.394,0.747,8,-4.446,1,0.0627,0.13,0,0.0747,0.776,203.918,audio_features,6NebrV4ZigAoXIRbe11hxh,spotify:track:6NebrV4ZigAoXIRbe11hxh,https://api.spotify.com/v1/tracks/6NebrV4ZigAoXIRbe11hxh,https://api.spotify.com/v1/audio-analysis/6NebrV4ZigAoXIRbe11hxh,170560,4,https://open.spotify.com/track/6NebrV4ZigAoXIRbe11hxh
Memory I Don't Mess With%:%Lee Brice,0.617,0.704,6,-7.61,0,0.0258,0.171,0,0.0924,0.57,91.541,audio_features,1zYZs8Vbjhbzx5M3olcRnm,spotify:track:1zYZs8Vbjhbzx5M3olcRnm,https://api.spotify.com/v1/tracks/1zYZs8Vbjhbzx5M3olcRnm,https://api.spotify.com/v1/audio-analysis/1zYZs8Vbjhbzx5M3olcRnm,180617,4,https://open.spotify.com/track/1zYZs8Vbjhbzx5M3olcRnm
Bubbly%:%Young Thug With Drake,0.91,0.585,11,-7.572,0,0.257,0.0536,0,0.127,0.599,129.011,audio_features,4KDNRh9Oor80z3XIxdWlui,spotify:track:4KDNRh9Oor80z3XIxdWlui,https://api.spotify.com/v1/tracks/4KDNRh9Oor80z3XIxdWlui,https://api.spotify.com/v1/audio-analysis/4KDNRh9Oor80z3XIxdWlui,165067,4,https://open.spotify.com/track/4KDNRh9Oor80z3XIxdWlui
