"hitness","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","time_signature","sentiment","duration_min","tempo_div_100","popularity_div_1000"
TRUE,0.554,0.722,"11",-6.005,"1",0.034,0.119,0,0.0861,0.558,4,0.9967,3.616,1.34058,0.9685
FALSE,0.745,0.715,"1",-3.368,"0",0.246,0.128,0,0.182,0.342,4,-0.9889,2.2672,0.94511,11.865
TRUE,0.847,0.699,"0",-8.286,"1",0.0733,0.525,0,0.267,0.874,4,-0.9916,3.27778333333333,1.20002,1.0025
FALSE,0.885,0.641,"1",-4.455,"1",0.351,0.175,0,0.234,0.201,4,-0.9992,2.37636666666667,0.91167,6.168
FALSE,0.727,0.719,"11",-5.856,"0",0.049,0.0622,1.16e-06,0.229,0.589,4,0.9845,3.98155,1.4008,18.416
FALSE,0.793,0.344,"6",-9.757,"1",0.357,0.112,1.68e-06,0.15,0.45,4,-0.9292,3.898,1.66105,32.227
TRUE,0.736,0.604,"1",-7.357,"0",0.222,0.0652,6.43e-05,0.124,0.574,4,0.9918,4.40886666666667,1.55007,17.0165
FALSE,0.859,0.413,"1",-7.399,"1",0.182,0.132,0,0.334,0.697,4,0.9993,3.23716666666667,1.15035,1.597
FALSE,0.852,0.691,"6",-5.175,"0",0.139,0.0375,0,0.0517,0.658,4,0.9911,2.91088333333333,0.61115,0.036
TRUE,0.825,0.652,"1",-3.183,"0",0.0802,0.581,0,0.0931,0.931,4,0.9994,3.89521666666667,0.95977,57.786
TRUE,0.681,0.372,"5",-8.237,"1",0.0432,0.64,0,0.169,0.476,4,-0.7569,3.35,0.91873,27.342
TRUE,0.936,0.523,"5",-6.71,"1",0.0597,0.239,0,0.117,0.699,4,-0.9969,2.0676,1.19889,5.227
TRUE,0.89,0.633,"11",-5.475,"1",0.168,0.0232,0.000343,0.0993,0.425,4,0.0112,3.88478333333333,1.39948,19.779
TRUE,0.664,0.708,"8",-4.154,"1",0.0474,0.0337,0,0.0841,0.742,4,0.997,2.91333333333333,1.0307,25.729
FALSE,0.855,0.478,"1",-9.116,"1",0.193,0.00759,0,0.101,0.284,4,0.9978,3.69711666666667,1.30018,40.403
FALSE,0.578,0.726,"4",-5.845,"1",0.0326,0.0686,0,0.0914,0.225,4,0.9903,4.07445,1.12052,4.772
TRUE,0.746,0.528,"7",-6.304,"1",0.0449,0.000908,0.443,0.0713,0.0719,4,0.9041,4.06378333333333,1.59043,57.786
FALSE,0.582,0.822,"0",-4.861,"1",0.0365,0.00749,2.09e-06,0.818,0.471,4,0.9396,4.35621666666667,1.00025,0.262
FALSE,0.556,0.477,"8",-8.796,"0",0.034,0.163,6.86e-05,0.113,0.302,4,0.9817,3.23333333333333,0.84982,13.8265
TRUE,0.747,0.524,"10",-6.807,"0",0.245,0.0306,0,0.2,0.363,4,-0.9314,3.5522,1.40053,23.767
FALSE,0.745,0.579,"1",-5.771,"1",0.138,0.0354,0.0118,0.246,0.645,4,0.759,4.89911666666667,0.97002,5.802
FALSE,0.618,0.582,"1",-9.454,"1",0.297,0.625,3.84e-06,0.265,0.48,4,0.835,2.17688333333333,0.90035,40.403
FALSE,0.684,0.619,"10",-7.005,"1",0.0386,0.0716,0,0.122,0.284,4,-0.713,3.624,1.25046,0.054
TRUE,0.582,0.568,"1",-6.051,"1",0.0297,0.196,0,0.0841,0.64,4,0.9753,3.45311666666667,0.76025,13.799
TRUE,0.584,0.621,"1",-5.703,"1",0.0443,0.0715,1.68e-06,0.389,0.634,4,0.9049,2.97088333333333,0.92003,3.2475
FALSE,0.624,0.452,"0",-8.206,"1",0.0681,0.315,1.02e-05,0.311,0.724,4,0.9983,4.06645,1.99775,5.802
FALSE,0.654,0.839,"9",-5.076,"0",0.443,0.00531,0,0.308,0.549,4,0.9862,4.26445,0.74886,115.282
FALSE,0.808,0.771,"4",-5.719,"0",0.0645,0.0413,1.29e-06,0.18,0.471,4,-0.9999,4.19765,1.6194,26.877
FALSE,0.663,0.577,"11",-7.518,"0",0.0531,0.109,0,0.12,0.454,4,-0.9819,3.22,0.89996,16.783
FALSE,0.735,0.768,"5",-4.481,"1",0.0353,0.0197,0,0.0643,0.83,4,0.9984,3.63066666666667,1.04991,0.003
FALSE,0.793,0.554,"11",-6.624,"0",0.0451,0.00695,0,0.127,0.225,4,-0.9247,3.76,1.19993,5.802
TRUE,0.776,0.78,"10",-4.374,"0",0.128,0.0622,0,0.081,0.666,4,-0.9939,3.40578333333333,1.24949,49.9925
TRUE,0.749,0.671,"6",-5.151,"1",0.0599,0.68,0,0.167,0.756,4,-0.9505,4.48106666666667,0.81994,21.9235
FALSE,0.782,0.686,"1",-4.383,"1",0.0594,0.253,0,0.08,0.334,4,0.9995,4.88563333333333,0.75948,26.877
FALSE,0.827,0.591,"5",-7.504,"0",0.0744,0.0307,0,0.273,0.402,4,0.9962,3.38058333333333,1.42113,26.877
FALSE,0.731,0.627,"2",-9.76,"1",0.0754,0.261,0,0.112,0.5,4,-0.9842,3.02198333333333,0.9003,26.877
FALSE,0.825,0.547,"8",-3.938,"1",0.0859,0.0936,0,0.22,0.184,4,0.9883,4.26415,1.52007,26.877
FALSE,0.928,0.721,"11",-5.774,"1",0.15,0.0714,0,0.225,0.254,4,0.9043,4.79986666666667,1.29997,26.877
FALSE,0.894,0.324,"1",-8.24,"1",0.179,0.0399,0,0.126,0.407,4,0.9987,5.25308333333333,1.39972,26.877
TRUE,0.638,0.441,"2",-9.064,"1",0.0347,0.0422,1.33e-05,0.107,0.473,4,0.8699,3.57711666666667,0.76078,8.92
FALSE,0.85,0.731,"9",-6.705,"0",0.193,0.231,0,0.0886,0.822,4,-0.8841,4.32233333333333,1.34009,26.877
FALSE,0.612,0.841,"10",-4.332,"0",0.219,0.0157,0,0.23,0.644,4,-0.8822,3.97876666666667,1.69915,8.6655
TRUE,0.799,0.597,"5",-5.131,"0",0.0611,0.0788,5.66e-06,0.1,0.419,4,0.9947,3.33081666666667,1.10001,10.3985
TRUE,0.548,0.704,"11",-4.838,"0",0.0777,0.0168,2.25e-05,0.143,0.288,4,0.9445,3.084,1.04666,4.88
TRUE,0.884,0.347,"8",-8.227,"0",0.35,0.015,7e-06,0.0871,0.376,4,0.9938,3.67178333333333,0.75016,18.603
TRUE,0.775,0.613,"3",-4.586,"0",0.0542,0.109,2.33e-05,0.134,0.797,4,-0.3643,3.47978333333333,1.00066,12.9175
TRUE,0.728,0.676,"1",-5.131,"0",0.132,0.00692,2.53e-06,0.101,0.307,4,0.9312,3.28,0.99972,3.663
TRUE,0.82,0.696,"7",-4.918,"0",0.182,0.119,0,0.232,0.617,4,-0.9956,4.89058333333333,1.44981,17.0165
TRUE,0.669,0.617,"10",-8.72,"1",0.057,0.401,0,0.119,0.621,4,0.9973,3.70955,1.47992,1.346
FALSE,0.718,0.795,"0",-3.978,"0",0.142,0.223,0,0.12,0.292,4,-0.6864,3.06378333333333,1.3077,16.506
FALSE,0.659,0.849,"3",-10.774,"0",0.0991,0.0283,2.36e-05,0.11,0.533,5,-0.9502,4.03788333333333,0.88021,6.593
FALSE,0.417,0.824,"11",-7.36,"0",0.105,0.000239,0.0545,0.0725,0.4,4,0.9988,5.03578333333333,1.5792,0.054
FALSE,0.277,0.394,"8",-8.903,"1",0.0336,0.423,0,0.0952,0.227,3,-0.2869,3.46311666666667,0.86777,0.061
FALSE,0.943,0.544,"10",-6.292,"0",0.0642,0.0336,0,0.0954,0.515,4,0.9814,3.59038333333333,1.33012,8.368
TRUE,0.348,0.87,"4",-5.86,"1",0.137,0.171,4.4e-06,0.202,0.763,4,0.9889,3.06066666666667,0.83392,20.787
TRUE,0.775,0.573,"11",-4.933,"1",0.0585,0.495,0,0.126,0.667,4,0.9811,2.86343333333333,1.01925,10.3985
TRUE,0.52,0.761,"4",-3.093,"1",0.0853,0.256,4.96e-06,0.17,0.286,4,-0.9737,3.01371666666667,1.41971,16.562
FALSE,0.701,0.458,"1",-7.749,"1",0.0836,0.00407,0.000151,0.045,0.482,4,-0.9153,3.41211666666667,1.02967,1.223
FALSE,0.708,0.56,"9",-7.132,"1",0.129,0.0668,0,0.111,0.411,4,-0.9818,3.842,1.63043,0.017
TRUE,0.613,0.764,"2",-6.509,"1",0.136,0.0527,0,0.197,0.417,4,0.9812,3.46978333333333,1.60015,32.964
TRUE,0.655,0.797,"2",-4.787,"1",0.153,0.198,0,0.067,0.839,4,0.9075,3.82266666666667,1.77928,0.662
TRUE,0.853,0.56,"1",-4.961,"1",0.0406,0.013,0,0.0944,0.86,4,0.9986,3.44488333333333,1.34066,47.0643333333333
TRUE,0.638,0.634,"6",-6.474,"1",0.0468,0.214,0,0.0866,0.473,4,0.9968,3.2737,0.92097,9.382
FALSE,0.693,0.624,"0",-7.482,"0",0.0448,0.299,7.64e-06,0.0955,0.369,4,0.9742,3.43311666666667,1.05002,0.06
FALSE,0.443,0.533,"0",-6.548,"1",0.0396,0.371,0,0.128,0.201,4,0.9918,3.7174,0.77344,5.448
FALSE,0.653,0.718,"3",-5.232,"0",0.213,0.00413,0,0.0537,0.216,4,-0.9794,3.38008333333333,0.82034,7.716
FALSE,0.887,0.568,"2",-5.853,"1",0.323,0.00171,1.11e-05,0.0812,0.754,4,-0.5719,2.48736666666667,1.62038,2.597
TRUE,0.491,0.588,"1",-6.177,"1",0.0506,0.0281,2.01e-06,0.0906,0.193,4,0.9932,4.49333333333333,1.13608,9.538
TRUE,0.766,0.709,"9",-6.471,"0",0.123,0.204,1.41e-05,0.126,0.506,4,0,3.53088333333333,1.2807,32.964
TRUE,0.608,0.928,"6",-2.724,"0",0.0883,0.133,0,0.103,0.738,4,0.9535,2.9551,1.30012,25.8515
FALSE,0.797,0.731,"9",-4.443,"0",0.0479,0.229,0,0.224,0.623,4,-0.9189,3.80645,1.4693,21.9235
TRUE,0.766,0.606,"9",-6.064,"1",0.456,0.00266,0,0.166,0.352,4,0,2.33333333333333,1.60223,1.04
FALSE,0.818,0.65,"2",-4.328,"1",0.148,0.00122,0,0.104,0.163,4,0.9592,3.17798333333333,1.46015,25.51
FALSE,0.765,0.733,"4",-3.509,"0",0.165,0.00186,0,0.297,0.495,4,0.9891,2.476,1.33966,25.51
FALSE,0.439,0.681,"0",-5.516,"1",0.15,0.101,0.000232,0.395,0.3,4,-0.9994,4.18806666666667,1.68082,56.375
FALSE,0.668,0.844,"1",-4.151,"1",0.0956,0.00389,0.00879,0.119,0.33,4,0.9894,2.86695,1.59108,25.51
FALSE,0.774,0.529,"5",-4.479,"0",0.0532,0.0674,0,0.0814,0.227,4,0.9577,3.80718333333333,1.38072,25.51
FALSE,0.793,0.574,"5",-3.509,"0",0.0435,0.011,0,0.156,0.0601,4,0.9938,3.32045,1.36982,25.51
FALSE,0.868,0.657,"8",-4.853,"1",0.113,0.0158,0,0.0995,0.436,4,0.9932,3.19016666666667,1.62867,25.51
FALSE,0.866,0.648,"1",-3.675,"1",0.0543,0.009,0,0.0967,0.0798,4,0.9957,2.34655,1.50058,25.51
FALSE,0.483,0.439,"9",-10.212,"0",0.238,0.805,0,0.637,0.618,4,-0.9469,5.06066666666667,0.81986,66.3525
TRUE,0.908,0.621,"1",-6.638,"0",0.102,0.000282,5.39e-05,0.0958,0.421,4,0,2.95,1.50011,45.3495
TRUE,0.866,0.813,"11",-4.063,"0",0.0554,0.38,0,0.0779,0.969,4,0.9368,3.324,1.21998,26.4015
FALSE,0.656,0.564,"1",-8.925,"0",0.0883,0.0167,1.39e-06,0.165,0.25,4,0.9993,4.48245,1.50014,20.598
TRUE,0.551,0.801,"6",-5.069,"1",0.0303,0.013,6.03e-06,0.265,0.625,4,0.9765,4.01266666666667,1.28027,12.6125
TRUE,0.71,0.657,"7",-8.934,"1",0.0438,0.375,0,0.106,0.801,4,0.9886,2.64168333333333,1.29982,23.8555
FALSE,0.49,0.44,"10",-7.76,"1",0.353,0.00806,0.00103,0.186,0.091,4,-0.9878,3.79221666666667,1.73095,18.603
FALSE,0.814,0.743,"9",-2.968,"1",0.159,0.152,0,0.163,0.367,4,-0.9988,3.57645,1.07996,19.779
FALSE,0.554,0.887,"7",-3.367,"1",0.503,0.0803,0,0.15,0.648,4,-0.9989,6.16888333333333,1.72233,66.3525
FALSE,0.782,0.435,"2",-7.033,"1",0.156,0.333,1.31e-05,0.342,0.242,4,-0.9683,4.48221666666667,0.82996,20.598
FALSE,0.78,0.579,"9",-4.709,"0",0.0609,0.124,0,0.111,0.417,4,-0.9895,3.79795,1.20036,5.3335
TRUE,0.808,0.581,"11",-5.43,"1",0.07,0.0053,1.19e-05,0.0828,0.758,4,0.9996,2.87378333333333,1.30012,3.819
TRUE,0.804,0.66,"10",-4.86,"0",0.0726,0.0319,0,0.103,0.257,4,-0.9146,2.82241666666667,0.94052,17.0165
FALSE,0.635,0.713,"11",-6.909,"1",0.0937,0.228,0,0.0506,0.749,4,0.5386,3.41168333333333,1.79864,3.014
TRUE,0.813,0.528,"6",-6.305,"0",0.313,0.0715,0,0.125,0.131,4,-0.9961,3.45065,0.79532,21.9235
TRUE,0.91,0.444,"1",-8.126,"0",0.344,0.022,0,0.137,0.53,4,-0.9997,4.60555,1.49953,6.6175
TRUE,0.543,0.39,"10",-7.202,"1",0.0322,0.489,0,0.111,0.303,4,0.9965,3.83778333333333,0.73415,4.637
TRUE,0.873,0.495,"6",-5.446,"1",0.0518,0.199,0,0.0805,0.546,4,0.9998,3.3677,1.06033,1.3475
TRUE,0.745,0.593,"8",-6.35,"1",0.0524,0.00522,5.06e-06,0.123,0.17,3,0.8977,3.53378333333333,1.11001,6.351
TRUE,0.735,0.425,"0",-6.648,"1",0.0464,0.011,0,0.055,0.848,4,0.9773,3.13623333333333,0.85896,5.448
TRUE,0.561,0.887,"1",-5.013,"1",0.0889,0.0297,0,0.352,0.792,4,0.9948,3.14888333333333,1.58032,0.4715
FALSE,0.665,0.498,"5",-8.185,"1",0.0832,0.228,0,0.0757,0.127,4,-6e-04,2.99355,0.81967,15.7423333333333
FALSE,0.431,0.723,"8",-5.887,"1",0.0568,0.145,0,0.374,0.19,4,0,4.456,1.30141,0.021
FALSE,0.75,0.76,"1",-4.836,"1",0.198,0.187,0,0.0548,0.893,4,-0.9672,3.25355,1.83817,3.014
FALSE,0.366,0.797,"1",-4.923,"0",0.0812,0.0157,0,0.0694,0.181,4,0.9926,3.57378333333333,1.69986,2.559
TRUE,0.842,0.597,"2",-6.336,"1",0.0627,0.00252,0,0.124,0.298,4,-0.9838,3.58845,1.45992,24.3525
TRUE,0.636,0.428,"0",-6.512,"1",0.0375,0.434,1.02e-05,0.0907,0.32,4,-0.9751,3.00088333333333,1.39919,1.028
TRUE,0.731,0.794,"0",-5.126,"0",0.0522,0.0323,2.59e-05,0.112,0.356,4,0.9995,3.67423333333333,1.39994,4.27
TRUE,0.614,0.598,"10",-6.335,"0",0.0561,0.00543,0,0.1,0.565,4,0.9987,2.15796666666667,1.05803,7.404
FALSE,0.617,0.468,"2",-6.908,"1",0.0291,0.65,0,0.141,0.333,3,0.974,3.756,1.19921,2.4015
TRUE,0.612,0.799,"10",-4.603,"1",0.0275,0.00898,0,0.172,0.687,4,0.9838,3.13755,1.25976,2.141
TRUE,0.732,0.75,"11",-6.366,"0",0.231,0.00264,0,0.109,0.401,4,-0.9368,3.04511666666667,1.55096,21.9235
TRUE,0.617,0.635,"11",-6.769,"0",0.0317,0.0498,1.44e-05,0.164,0.446,4,0.9965,4.11933333333333,1.03019,20.9985
TRUE,0.728,0.607,"1",-8.417,"0",0.132,0.133,0,0.0864,0.445,4,-0.9985,2.94503333333333,1.29938,1.395
FALSE,0.598,0.504,"9",-9.874,"1",0.0731,0.186,0.000221,0.34,0.252,4,0.9987,3.39178333333333,1.63954,32.964
FALSE,0.845,0.399,"1",-7.509,"1",0.312,0.00525,0.741,0.102,0.148,4,0.9916,4.29333333333333,1.43049,18.603
FALSE,0.8,0.535,"7",-6.684,"1",0.135,0.0713,9.48e-06,0.213,0.451,4,0.9966,3.49466666666667,0.92027,32.964
FALSE,0.477,0.848,"6",-5.419,"1",0.0558,0.286,4.77e-05,0.673,0.33,4,0.9926,2.83666666666667,1.61014,25.729
FALSE,0.826,0.597,"1",-7.807,"1",0.432,0.00278,0,0.156,0.35,4,-0.9972,4.17155,1.18044,13.965
FALSE,0.86,0.561,"6",-5.757,"0",0.185,0.274,0,0.108,0.354,4,-0.8198,3.158,1.52984,24.3525
TRUE,0.671,0.672,"0",-3.094,"0",0.0688,0.0329,0,0.118,0.632,4,0.9183,3.40288333333333,0.97979,18.43
TRUE,0.732,0.458,"5",-7.225,"1",0.0311,0.447,0,0.136,0.661,4,0.9963,2.75645,0.98938,20.145
FALSE,0.862,0.274,"0",-5.818,"0",0.416,0.0974,0.185,0.183,0.154,4,0.8109,2.47733333333333,0.77492,18.603
FALSE,0.637,0.448,"4",-7.968,"0",0.0617,0.224,0,0.0887,0.224,3,0.9971,3.696,0.87919,27.342
FALSE,0.9,0.365,"10",-6.395,"0",0.236,0.147,0.185,0.179,0.136,4,-0.9996,3.37778333333333,1.35004,18.603
TRUE,0.736,0.449,"1",-11.462,"0",0.425,0.33,0.000162,0.0898,0.326,4,0.6306,3.65133333333333,0.80126,16.562
TRUE,0.596,0.834,"9",-4.308,"1",0.0474,0.0563,0,0.0866,0.618,4,0.8611,3.42,1.16,14.451
TRUE,0.739,0.536,"1",-6.501,"1",0.0587,0.00368,0,0.0968,0.193,4,0.9884,3.93578333333333,1.22022,1.386
FALSE,0.889,0.398,"1",-7.183,"1",0.204,0.19,0,0.104,0.159,4,-0.9997,4.93328333333333,1.29993,19.779
TRUE,0.612,0.848,"6",-3.736,"1",0.0368,0.00916,0,0.366,0.719,4,0.9949,3.54821666666667,1.20996,5.8285
FALSE,0.555,0.746,"2",-5.522,"1",0.033,0.00825,0,0.0796,0.712,4,0.9987,2.57845,0.7501,0.402
FALSE,0.725,0.503,"10",-5.646,"1",0.209,0.0144,1.52e-06,0.124,0.0636,4,0.9018,3.37023333333333,1.53047,24.3525
TRUE,0.505,0.249,"1",-14.879,"0",0.139,0.115,0,0.155,0.207,4,0.9968,3.03448333333333,1.15815,20.598
FALSE,0.8,0.523,"1",-6.578,"1",0.107,0.00108,0,0.352,0.379,4,-0.9473,2.40236666666667,1.47057,24.3525
FALSE,0.853,0.688,"8",-6.509,"0",0.296,0.0118,0,0.151,0.565,4,0.9944,2.77821666666667,1.50012,24.3525
TRUE,0.744,0.859,"11",-3.166,"1",0.0795,0.0256,6.27e-05,0.0881,0.787,4,-0.9761,3.87978333333333,0.91977,8.998
FALSE,0.893,0.583,"0",-6.862,"1",0.341,0.0265,1.33e-05,0.149,0.115,4,0.996,3.416,1.47,24.3525
TRUE,0.822,0.502,"7",-7.38,"1",0.148,0.0312,0.000887,0.114,0.525,4,0.9945,3.50333333333333,0.73003,5.934
FALSE,0.705,0.474,"2",-7.534,"1",0.355,0.0751,0,0.229,0.179,4,0.8656,3.12915,1.46244,24.3525
TRUE,0.743,0.735,"8",-5.337,"1",0.0382,0.00389,0,0.304,0.631,4,0.9988,3.15778333333333,1.04979,15.2755
FALSE,0.625,0.684,"1",-7.147,"1",0.0687,0.342,6.37e-05,0.107,0.217,4,0.9519,3.13723333333333,1.19932,0.003
TRUE,0.358,0.557,"10",-7.398,"1",0.059,0.695,0,0.0902,0.494,4,0.9963,3.52445,0.85043,5.38733333333333
TRUE,0.554,0.743,"9",-6.016,"1",0.0287,0.0251,0,0.359,0.673,4,0.9941,3.42888333333333,0.72997,3.4875
FALSE,0.76,0.476,"8",-8.103,"1",0.241,0.294,0,0.1,0.354,4,0.9677,2.69983333333333,1.4701,45.781
TRUE,0.893,0.745,"11",-3.105,"0",0.0571,0.0642,0,0.0943,0.872,4,0.9847,3.72355,1.01018,12.6685
FALSE,0.86,0.71,"7",-5.705,"1",0.285,0.177,0,0.0865,0.764,4,-0.9613,5.26755,1.22993,8.4045
FALSE,0.434,0.921,"10",-2.248,"0",0.0688,0.0207,0.00209,0.116,0.426,4,0.7351,3.25511666666667,1.71945,10.725
TRUE,0.553,0.747,"9",-5.432,"1",0.0279,0.106,0,0.154,0.521,4,0.9856,3.90511666666667,0.90012,1.273
TRUE,0.658,0.535,"9",-8.983,"0",0.0573,0.0265,0,0.2,0.419,4,0.9986,3.78933333333333,1.10684,45.3495
FALSE,0.526,0.412,"9",-9.292,"1",0.0385,0.804,0,0.117,0.289,4,-0.9091,3.67311666666667,0.79732,9.382
FALSE,0.759,0.646,"5",-7.815,"0",0.304,0.0164,0,0.137,0.242,4,-0.8922,3.29445,1.45005,9.4875
FALSE,0.831,0.814,"5",-5.18,"1",0.474,0.391,0,0.109,0.846,4,0.8477,3.5809,1.61041,9.4875
FALSE,0.599,0.775,"1",-4.018,"0",0.0543,0.0217,0,0.0678,0.696,4,0.9948,3.71871666666667,1.29817,8.6655
TRUE,0.743,0.344,"1",-11.174,"1",0.118,0.169,0.00879,0.103,0.577,4,-0.9868,5.44888333333333,1.6015,12.6096666666667
FALSE,0.928,0.355,"8",-9.181,"1",0.123,0.16,0.000329,0.094,0.0715,4,-0.9978,1.75218333333333,1.20042,0.11
FALSE,0.717,0.753,"7",-4.609,"0",0.311,0.293,0,0.158,0.631,4,0.9161,2.9002,1.69857,18.603
FALSE,0.611,0.478,"0",-5.839,"1",0.107,0.035,0,0.107,0.138,4,-0.998,4.30263333333333,1.72076,12.034
TRUE,0.735,0.831,"9",-5.898,"1",0.0332,0.00166,0.217,0.291,0.756,4,-0.9898,3.61333333333333,1.23017,3.3265
TRUE,0.651,0.782,"8",-4.295,"1",0.0718,0.295,0,0.107,0.945,4,0.9986,2.94821666666667,1.71987,9.082
TRUE,0.519,0.57,"1",-7.366,"1",0.202,0.0254,0,0.0821,0.317,4,0.995,3.42288333333333,1.64155,7.404
TRUE,0.609,0.668,"7",-4.284,"1",0.0367,0.0552,0,0.167,0.811,4,0.9967,4.81,0.80924,15.2755
TRUE,0.69,0.622,"5",-5.025,"0",0.0622,0.253,0,0.116,0.544,4,-0.5821,3.50151666666667,1.0204,6.519
TRUE,0.766,0.756,"5",-5.861,"1",0.132,0.213,0,0.349,0.716,4,-0.886,3.83333333333333,0.94027,1.0405
TRUE,0.708,0.618,"2",-4.424,"1",0.0592,0.0204,6.81e-06,0.062,0.265,4,0.9818,3.10188333333333,1.23013,8.4045
FALSE,0.649,0.718,"0",-6.593,"0",0.0261,0.142,0.0713,0.124,0.718,4,0.9979,4.56821666666667,1.01034,0.151
TRUE,0.833,0.434,"2",-8.795,"1",0.431,0.0102,0.0219,0.165,0.281,4,0,3.41,1.50062,24.3525
FALSE,0.781,0.548,"0",-4.997,"0",0.0764,0.229,0,0.127,0.175,4,0.9911,3.57091666666667,1.06996,22.645
TRUE,0.622,0.763,"9",-6.4,"1",0.0263,0.055,8.91e-06,0.313,0.621,4,-0.9424,3.68,1.02,0.9805
FALSE,0.852,0.577,"6",-6.347,"0",0.16,0.215,0,0.138,0.448,4,-0.9391,2.33346666666667,1.19986,0.11
FALSE,0.914,0.572,"2",-8.82,"1",0.166,0.0709,0.00237,0.0599,0.203,4,-0.9935,4.42466666666667,1.23963,101.397
TRUE,0.791,0.582,"11",-7.323,"0",0.286,0.0114,0,0.35,0.443,4,-0.9663,3.0302,1.62991,10.157
FALSE,0.46,0.821,"4",-5.333,"0",0.0404,0.0528,0,0.0818,0.438,4,0.9817,3.19555,1.64144,2.141
TRUE,0.578,0.574,"2",-6.209,"1",0.0454,0.196,0,0.083,0.301,4,0.9933,4.354,1.74152,47.0643333333333
FALSE,0.838,0.705,"5",-5.201,"0",0.0449,0.0184,1.82e-05,0.102,0.583,4,0.9915,4.042,1.19953,6.6175
FALSE,0.791,0.513,"10",-6.568,"0",0.269,0.0235,2.83e-05,0.101,0.481,4,0.968,4.12245,0.76997,21.9235
TRUE,0.652,0.719,"1",-7.251,"1",0.033,0.0353,0,0.108,0.24,4,0.9933,3.294,0.94969,1.0425
TRUE,0.756,0.572,"9",-7.019,"1",0.0763,0.0478,0,0.0853,0.417,4,0.9997,3.40666666666667,1.02986,0.694
FALSE,0.747,0.606,"4",-5.286,"1",0.172,0.222,0,0.281,0.2,4,0.9938,2.89031666666667,1.55055,21.9235
FALSE,0.732,0.75,"11",-6.366,"0",0.231,0.00264,0,0.109,0.401,4,0.8877,3.04511666666667,1.55096,21.9235
FALSE,0.859,0.563,"1",-6.635,"0",0.112,0.0541,0,0.0685,0.412,4,0.9959,4.31315,1.19934,21.9235
FALSE,0.746,0.251,"11",-16.169,"0",0.259,0.782,0.00203,0.106,0.18,4,-0.9758,2.00045,1.39999,23.767
TRUE,0.488,0.744,"2",-4.284,"0",0.131,0.0353,0,0.0952,0.59,4,0.4552,2.75288333333333,1.80007,0.404
TRUE,0.706,0.505,"8",-6.923,"1",0.193,0.142,0,0.164,0.388,4,-0.9799,3.648,1.60053,44.301
FALSE,0.614,0.682,"11",-4.117,"0",0.102,0.387,0,0.134,0.566,4,0.998,2.83088333333333,1.00202,0.001
TRUE,0.64,0.533,"0",-6.596,"1",0.0706,0.119,0,0.0864,0.515,4,0,3.67968333333333,0.99968,5.805
TRUE,0.638,0.523,"1",-6.664,"1",0.357,0.00454,0,0.0842,0.422,4,0,3.09911666666667,1.39913,45.3495
FALSE,0.773,0.75,"8",-4.009,"0",0.117,0.109,0,0.174,0.783,4,0.959,3.67645,1.23426,21.9235
FALSE,0.902,0.673,"4",-7.481,"1",0.458,0.159,0,0.289,0.615,4,-0.8762,2.9508,1.32066,21.9235
FALSE,0.778,0.707,"4",-3.606,"0",0.0746,0.0459,0,0.111,0.458,4,0.9896,3.17258333333333,1.26684,45.781
FALSE,0.788,0.689,"8",-7.211,"1",0.13,0.0112,0,0.22,0.681,4,0.9953,3.15383333333333,1.36045,21.9235
FALSE,0.769,0.156,"11",-10.7,"0",0.035,0.585,0.015,0.102,0.527,4,-0.99,2.41221666666667,1.0595,23.767
FALSE,0.731,0.204,"9",-11.314,"0",0.0369,0.307,0.0109,0.0989,0.191,4,0.9735,2.72003333333333,1.42141,23.767
FALSE,0.735,0.197,"3",-13.378,"0",0.537,0.768,0.000276,0.296,0.383,4,-0.9635,2.162,1.47899,23.767
FALSE,0.53,0.512,"8",-7.094,"1",0.133,0.0162,7.04e-05,0.128,0.401,4,0.9931,2.75333333333333,1.96121,8.4045
TRUE,0.67,0.585,"6",-4.861,"0",0.0354,0.107,1.11e-06,0.131,0.447,4,0.9971,3.58003333333333,1.1003,25.1075
TRUE,0.758,0.646,"7",-4.701,"1",0.113,0.128,0,0.0776,0.589,4,0.9987,3.28618333333333,1.55949,6.2195
TRUE,0.813,0.619,"5",-6.536,"0",0.063,0.214,0,0.201,0.699,4,-0.9747,3.38686666666667,1.37117,17.0165
TRUE,0.461,0.834,"2",-4.868,"1",0.0989,0.0232,1.14e-05,0.14,0.471,4,0.9274,4.35256666666667,1.35007,57.786
TRUE,0.656,0.917,"0",-4.652,"1",0.0495,0.045,0.000732,0.0878,0.961,4,0.9981,3.01666666666667,1.52067,3.691
TRUE,0.534,0.613,"8",-7.41,"0",0.0591,0.234,0,0.227,0.528,4,0.9901,3.24821666666667,1.44878,15.2755
FALSE,0.548,0.873,"4",-4.881,"1",0.0618,0.00129,4.55e-05,0.138,0.328,4,-0.1027,4.14621666666667,1.21918,3.055
FALSE,0.673,0.514,"0",-10.772,"0",0.0465,0.0121,8.5e-05,0.385,0.312,4,0.9963,3.46666666666667,1.00035,20.9985
TRUE,0.555,0.896,"0",-3.295,"1",0.0388,0.00434,0,0.145,0.578,4,0.9968,2.95111666666667,1.14995,6.6125
FALSE,0.899,0.448,"1",-8.789,"1",0.0738,0.000692,2.36e-05,0.365,0.302,4,0.86,3.41311666666667,1.45975,12.3625
