"hitness","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","popularity","sentiment"
FALSE,0.74,0.879,"9",-2.251,"0",0.105,0.193,8.25e-05,0.0928,0.948,103.71,226893,4,2529,-0.3736
FALSE,0.932,0.702,"7",-3.459,"0",0.0904,0.00304,1.86e-05,0.267,0.533,143.001,167853,4,18430,0.9912
FALSE,0.88,0.495,"1",-3.476,"1",0.0695,0.0148,1.47e-06,0.121,0.469,124.024,209040,4,18430,0.9732
FALSE,0.646,0.756,"9",-9.017,"0",0.488,0.393,3e-05,0.202,0.602,193.88,169267,4,18430,-0.9857
FALSE,0.611,0.644,"6",-7.607,"0",0.0553,0.124,0,0.124,0.13,105.969,221904,4,868,0
FALSE,0.651,0.663,"11",-7.78,"1",0.327,0.205,0,0.105,0.377,114.137,134747,4,18430,0.9951
FALSE,0.667,0.47,"1",-12.042,"1",0.0471,0.0334,0.842,0.0889,0.189,109.995,221780,4,25107.5,-0.9844
TRUE,0.562,0.8,"0",-5.404,"1",0.112,0.0814,0,0.199,0.471,95.029,237733,4,3084.5,0.9969
FALSE,0.524,0.772,"7",-6.696,"0",0.152,0.00273,0.000169,0.224,0.237,169.855,199973,4,2180.5,0.8971
FALSE,0.498,0.408,"6",-7.946,"1",0.0331,0.644,0,0.0993,0.383,78.942,198973,4,339,0.9659
FALSE,0.655,0.0645,"4",-14.765,"1",0.0429,0.854,1.11e-05,0.107,0.278,129.399,248053,4,31329.5,-0.67
TRUE,0.536,0.722,"4",-4.163,"1",0.0284,0.312,0,0.117,0.499,143.78,203293,4,10725,0.092
TRUE,0.509,0.637,"4",-4.83,"0",0.0471,0.0717,1.08e-05,0.0789,0.378,172.006,224000,3,17522.3333333333,0.9994
TRUE,0.85,0.405,"7",-7.509,"0",0.225,0.119,0.000118,0.0707,0.344,139.976,190312,4,101397,-0.9861
TRUE,0.636,0.63,"0",-7.949,"0",0.0801,0.0838,0,0.345,0.457,186.233,273190,4,44301,0.9635
TRUE,0.731,0.445,"0",-8.418,"1",0.0533,0.0586,1.96e-05,0.14,0.106,117.97,247160,4,28327.3333333333,0.9808
TRUE,0.78,0.575,"1",-5.628,"0",0.139,0.106,0,0.129,0.273,81.502,222360,4,12947.6666666667,-0.9952
TRUE,0.511,0.812,"6",-4.763,"0",0.0464,0.0496,1.64e-06,0.0829,0.692,81.992,187760,4,6098,0.4599
FALSE,0.417,0.58,"9",-4.574,"1",0.207,0.0307,1.45e-06,0.179,0.139,68.58,246773,5,8578,-0.9959
TRUE,0.493,0.781,"3",-6.356,"1",0.0449,0.249,0,0.116,0.489,178.015,194427,4,4772,0.9964
FALSE,0.572,0.778,"1",-5.208,"1",0.233,0.00638,0,0.0563,0.54,168.073,225520,4,13965,0.9991
FALSE,0.786,0.854,"2",-4.247,"1",0.0523,0.0729,1.63e-06,0.179,0.687,105.078,157165,4,265,0.9603
FALSE,0.885,0.94,"1",-5.908,"1",0.0913,0.161,0,0.0675,0.773,110.005,162347,4,15031.5,0.9927
FALSE,0.544,0.369,"2",-9.514,"1",0.038,0.969,0.279,0.639,0.102,87.01,208212,3,1056.5,-0.9571
FALSE,0.624,0.876,"9",-3.374,"1",0.1,0.0735,0,0.327,0.781,99.943,170827,4,57786,0.9992
TRUE,0.812,0.522,"2",-5.287,"1",0.257,0.0433,0,0.154,0.38,75.524,142907,4,12668.5,-0.988
TRUE,0.784,0.924,"0",-7.488,"0",0.0475,0.00826,0.0205,0.0686,0.803,123.988,238027,4,2017,0.5093
FALSE,0.633,0.592,"0",-7.245,"0",0.112,0.197,0,0.099,0.679,90.066,193511,4,369,0.968
FALSE,0.568,0.619,"1",-6.899,"1",0.414,0.138,1.67e-06,0.11,0.293,170.115,254200,4,45349.5,-0.9848
TRUE,0.762,0.576,"1",-4.951,"0",0.0829,0.0556,0,0.0866,0.316,142.096,221178,4,8404.5,0.9974
FALSE,0.67,0.7,"1",-7.893,"1",0.196,0.576,5.34e-06,0.226,0.648,69.986,160293,4,45349.5,-0.9437
FALSE,0.427,0.262,"7",-8.541,"1",0.0276,0.746,0,0.068,0.228,104.085,224867,4,5089.5,0.9952
FALSE,0.415,0.369,"8",-10.044,"1",0.0741,0.0303,7.64e-06,0.383,0.0913,95.746,251423,4,24352.5,-0.9902
TRUE,0.67,0.838,"0",-4.031,"1",0.0362,0.0605,0.000611,0.159,0.716,105,222041,4,333,0.9819
TRUE,0.785,0.737,"5",-7.094,"1",0.268,0.271,0,0.0391,0.69,135.236,164867,4,239,0.9969
TRUE,0.555,0.662,"11",-4.952,"0",0.0827,0.125,0,0.111,0.356,148.128,208733,4,25283,0.9996
FALSE,0.504,0.655,"0",-8.644,"0",0.0542,0.604,0.00193,0.364,0.262,99.982,264066,4,45781,0.9963
FALSE,0.746,0.798,"0",-8.382,"1",0.349,0.137,0,0.139,0.553,109.968,214827,4,45349.5,0.931
FALSE,0.665,0.535,"4",-7.056,"0",0.0572,0.0786,1.68e-05,0.154,0.37,138.842,275253,4,45349.5,0.998
FALSE,0.678,0.562,"3",-9.197,"0",0.508,0.193,0,0.104,0.566,94.241,307880,4,45349.5,-0.3395
FALSE,0.748,0.627,"7",-6.029,"1",0.0639,0.131,0,0.0852,0.524,120.963,188491,4,3538,0.9969
FALSE,0.594,0.721,"2",-7.812,"1",0.0957,0.0209,8.55e-06,0.0879,0.253,128.942,234653,4,6192,0.9396
FALSE,0.695,0.818,"5",-5.379,"0",0.0334,0.00647,4.87e-06,0.0219,0.916,119.965,182693,4,2636,0.7137
FALSE,0.588,0.479,"1",-7.039,"1",0.281,0.604,7.2e-06,0.527,0.434,150.414,460573,4,45349.5,-0.9998
FALSE,0.867,0.558,"1",-6.975,"1",0.258,0.0884,4.05e-06,0.541,0.432,139.061,272453,4,101397,-0.52
FALSE,0.706,0.557,"0",-5.8,"1",0.0813,0.0347,0,0.276,0.205,132.98,248827,4,45349.5,0.9932
TRUE,0.657,0.421,"9",-11.378,"1",0.412,0.352,0.000218,0.187,0.181,174.063,264747,4,34869.6666666667,-0.9831
FALSE,0.357,0.238,"8",-16.78,"0",0.265,0.142,0.0859,0.55,0.494,156.907,118067,4,45349.5,-0.9834
TRUE,0.683,0.796,"11",-4.179,"1",0.0285,0.111,0,0.197,0.531,90.031,201893,4,11596,0.1862
FALSE,0.552,0.731,"7",-6.873,"1",0.615,0.0536,0,0.258,0.632,174.516,248613,4,45349.5,-0.9821
TRUE,0.548,0.901,"0",-2.637,"0",0.0453,0.2,0,0.1,0.557,145.953,206213,4,25851.5,0.9918
FALSE,0.611,0.867,"1",-5.298,"1",0.0896,0.11,0.000105,0.346,0.336,140.032,331267,4,15031.5,0.9864
TRUE,0.928,0.481,"9",-9.35,"0",0.287,0.105,0,0.176,0.613,134.007,210937,4,91044.6666666667,0.989
TRUE,0.783,0.61,"7",-6.124,"1",0.0696,0.343,0,0.0983,0.418,100.047,214265,4,42747.3333333333,0.9988
TRUE,0.392,0.825,"0",-2.068,"0",0.0535,0.0231,2.25e-06,0.0972,0.482,98.959,243253,4,1732.33333333333,0.9888
FALSE,0.736,0.491,"10",-6.892,"0",0.439,0.0681,0,0.571,0.203,141.979,218674,4,101397,0.9981
FALSE,0.613,0.879,"0",-4.672,"1",0.0349,0.0657,0,0.266,0.275,112.979,217253,4,360,0.848
FALSE,0.76,0.303,"2",-11.362,"1",0.0284,0.238,8.09e-06,0.294,0.15,99.991,177573,4,20998.5,0.0392
FALSE,0.804,0.456,"8",-7.44,"1",0.0468,0.000668,0,0.31,0.165,130.014,225135,4,24352.5,-0.9987
FALSE,0.726,0.535,"7",-7.804,"0",0.0476,0.0533,1.38e-05,0.0984,0.375,98.067,216558,4,101397,0.9018
TRUE,0.522,0.805,"9",-4.482,"1",0.0289,0.124,0.000219,0.33,0.528,141.967,176987,4,443,0.9968
FALSE,0.766,0.283,"8",-10.33,"0",0.0846,0.111,0.0172,0.115,0.144,97.04,219692,4,101397,0.9971
FALSE,0.529,0.8,"2",-3.726,"1",0.031,0.00541,0,0.104,0.687,100.035,207307,4,5828.5,-0.4141
TRUE,0.309,0.544,"9",-9.621,"1",0.352,0.155,0.000265,0.0727,0.16,180.979,175517,4,9636.66666666667,0.9361
TRUE,0.666,0.423,"0",-8.012,"1",0.043,0.494,0,0.106,0.154,129.89,205280,4,10615.6666666667,0.9926
TRUE,0.59,0.833,"5",-6.503,"0",0.0615,0.0142,5.4e-06,0.105,0.538,94.963,240439,4,40472.75,0.9985
TRUE,0.697,0.691,"2",-4.757,"1",0.146,0.214,0,0.185,0.305,137.853,239293,4,7761.5,0
FALSE,0.466,0.504,"1",-7.456,"1",0.0396,0.641,0,0.226,0.222,151.719,232160,3,2401.5,0.9746
FALSE,0.425,0.372,"0",-10.92,"1",0.03,0.861,0.0148,0.0733,0.292,79.456,259280,4,4342,-0.458
FALSE,0.669,0.434,"9",-15.218,"0",0.714,0.501,0.000125,0.271,0.55,129.326,288555,4,45349.5,0.9758
FALSE,0.903,0.439,"8",-11.813,"1",0.397,0.0407,0,0.138,0.532,139.112,307593,4,101397,0.9995
FALSE,0.666,0.693,"1",-3.638,"1",0.199,0.047,0,0.115,0.132,159.972,219754,4,24352.5,-0.9932
FALSE,0.784,0.728,"0",-4.549,"0",0.0539,0.34,0,0.222,0.713,110.165,229160,4,19628,0.9977
FALSE,0.781,0.721,"5",-9.133,"0",0.0514,0.0945,0.391,0.104,0.849,123.011,250337,4,101397,-0.2457
FALSE,0.913,0.608,"10",-6.839,"0",0.234,0.0671,0,0.533,0.578,97.063,149569,4,101397,0.9946
FALSE,0.609,0.229,"11",-12.36,"0",0.0333,0.558,0.0413,0.113,0.19,111.887,186293,4,101397,-0.8573
FALSE,0.735,0.373,"11",-10.478,"1",0.104,0.762,0.00202,0.288,0.237,123.081,107673,4,101397,0.8685
FALSE,0.839,0.521,"7",-10.45,"1",0.166,0.245,0.00545,0.607,0.33,105.992,205163,4,101397,0.9954
FALSE,0.813,0.551,"6",-7.605,"0",0.353,0.08,0,0.386,0.598,124.957,250770,4,101397,0.9974
FALSE,0.618,0.693,"7",-5.943,"0",0.45,0.246,0,0.112,0.454,170.982,283551,4,101397,0.9659
FALSE,0.637,0.733,"7",-4.387,"0",0.0553,0.0152,0,0.162,0.432,131.005,194840,4,24352.5,-0.9708
FALSE,0.627,0.8,"1",-8.279,"0",0.07,0.0414,0,0.612,0.785,98.824,189587,4,101397,-0.4886
TRUE,0.573,0.63,"1",-8.389,"1",0.105,0.189,2.31e-05,0.259,0.218,77.525,249213,4,44301,0.9543
FALSE,0.766,0.234,"11",-7.544,"0",0.159,0.332,0.00156,0.358,0.256,96.882,153725,4,101397,0.8372
TRUE,0.433,0.82,"0",-2.84,"0",0.0924,0.0209,0,0.292,0.536,203.968,175000,4,18752.3333333333,0.9956
FALSE,0.526,0.583,"4",-9.172,"1",0.376,0.699,0,0.372,0.378,89.837,305374,4,101397,0.9734
FALSE,0.468,0.266,"0",-11.121,"1",0.13,0.348,9.55e-06,0.209,0.222,153.294,368036,4,101397,0.931
FALSE,0.745,0.822,"7",-6.354,"1",0.252,0.0103,4.2e-06,0.155,0.415,86.733,143214,5,101397,-0.996
TRUE,0.651,0.732,"2",-8.037,"1",0.0381,0.0164,1.58e-06,0.0925,0.638,85.023,199213,4,11044,-0.9975
FALSE,0.729,0.838,"8",-4.476,"0",0.313,0.00612,0,0.0721,0.349,136.869,275720,4,4070,-0.9999
TRUE,0.732,0.396,"4",-9.348,"0",0.0286,0.0841,3.58e-05,0.105,0.548,90.024,195920,4,31847,0.9927
TRUE,0.94,0.335,"5",-10.179,"0",0.505,0.17,0,0.262,0.707,120.04,209640,4,2311.33333333333,-0.9972
FALSE,0.77,0.477,"0",-10.972,"0",0.0802,0.749,0.208,0.166,0.248,106.128,229573,4,6617.5,-0.9792
TRUE,0.514,0.836,"5",-3.663,"1",0.0381,0.112,0,0.0878,0.501,143.888,263120,4,2709.33333333333,0.9993
FALSE,0.807,0.64,"11",-8.329,"0",0.399,0.628,0,0.115,0.649,143.98,295653,4,6617.5,-0.9984
FALSE,0.776,0.503,"0",-5.732,"0",0.237,0.874,0,0.112,0.473,110.134,210285,4,12644.5,0.9748
FALSE,0.587,0.229,"10",-11.254,"0",0.128,0.92,0,0.1,0.379,75.67,171728,4,6192,0.9574
FALSE,0.606,0.887,"9",-4.782,"0",0.052,0.0498,3.47e-06,0.0958,0.349,97.972,191787,4,7716,0.9572
FALSE,0.761,0.386,"4",-6.158,"1",0.0399,0.355,0,0.0953,0.526,134.943,238440,3,57786,-0.89
FALSE,0.477,0.672,"1",-5.234,"1",0.0306,0.049,0,0.355,0.263,139.864,194560,4,3247.5,-0.9178
FALSE,0.347,0.632,"2",-6.998,"1",0.0381,0.539,0.00226,0.121,0.285,74.257,229338,3,695.5,0.9687
TRUE,0.638,0.6,"1",-5.84,"0",0.0438,0.114,0,0.187,0.0399,101.981,245604,4,4189,-0.9913
FALSE,0.522,0.385,"0",-7.355,"1",0.0288,0.536,0,0.135,0.236,89.792,207520,4,57786,0.998
FALSE,0.628,0.481,"1",-7.775,"1",0.475,0.29,0,0.118,0.33,108.761,254370,5,45781,0.9987
TRUE,0.852,0.773,"8",-2.921,"0",0.0776,0.187,3.05e-05,0.159,0.907,102.034,195840,4,1456,-0.969
TRUE,0.617,0.567,"0",-4.188,"1",0.0828,0.0584,0,0.0933,0.505,90.246,217603,4,4441.33333333333,-0.9999
TRUE,0.65,0.736,"6",-5.84,"0",0.229,0.0513,0,0.235,0.612,159.174,226160,4,18861.6666666667,0
FALSE,0.78,0.745,"7",-3.97,"1",0.145,0.0559,0,0.0595,0.862,94.026,189280,4,57786,0.9981
FALSE,0.589,0.242,"6",-10.517,"1",0.0442,0.914,0,0.0887,0.257,89.749,221107,4,57786,0.9979
FALSE,0.838,0.492,"1",-5.69,"0",0.038,0.251,0,0.262,0.895,115.092,237333,4,57786,0.9989
FALSE,0.617,0.439,"9",-5.63,"1",0.0269,0.424,0,0.127,0.242,139.979,280533,4,57786,0.998
FALSE,0.64,0.812,"8",-5.647,"0",0.0834,0.086,0,0.0509,0.914,86.013,227427,4,57786,0.9936
TRUE,0.618,0.727,"3",-7.224,"0",0.208,0.0312,0,0.196,0.401,164.992,180520,4,91044.6666666667,0.9529
FALSE,0.604,0.366,"7",-7.881,"1",0.0267,0.719,0,0.162,0.181,105.177,248413,3,57786,0.9992
FALSE,0.747,0.76,"1",-4.294,"1",0.187,0.448,0,0.153,0.682,99.975,191147,4,57786,0.9771
TRUE,0.696,0.641,"7",-5.807,"1",0.0261,0.142,0,0.132,0.664,101.981,182600,4,21048.3333333333,0.9931
TRUE,0.552,0.893,"0",-4.593,"1",0.0383,0.0158,0,0.105,0.777,163.948,189467,4,21135.3333333333,0.9923
TRUE,0.444,0.819,"10",-4.078,"0",0.341,0.106,0,0.107,0.747,82.695,187973,4,25283,0.9937
FALSE,0.981,0.417,"11",-10.732,"0",0.134,0.0471,0.359,0.103,0.262,122.044,129384,4,60,0.8708
FALSE,0.534,0.452,"9",-10.732,"0",0.0359,0.895,0.00165,0.125,0.175,129.974,218288,4,16889.5,0.862
TRUE,0.906,0.444,"4",-8.692,"0",0.384,0.136,6.44e-05,0.173,0.678,140.063,235040,4,13679.6666666667,-0.9992
FALSE,0.971,0.548,"11",-6.82,"1",0.154,0.00529,0.00155,0.11,0.183,129.994,302057,4,8404.5,0.9987
TRUE,0.495,0.762,"8",-3.842,"1",0.0862,0.591,0,0.0763,0.708,123.893,210293,4,7731.66666666667,0.9997
FALSE,0.598,0.496,"0",-9.309,"1",0.0804,0.0253,0.00132,0.12,0.725,128.06,202661,4,3538,-0.8322
TRUE,0.677,0.401,"9",-8.467,"1",0.0308,0.712,0,0.116,0.195,111.825,232852,4,3949,0.9139
FALSE,0.694,0.493,"1",-8.581,"1",0.373,0.0331,2.04e-06,0.431,0.313,166.457,265366,4,24352.5,-0.9994
FALSE,0.69,0.663,"8",-5.248,"0",0.0352,0.106,0,0.0659,0.285,122.041,213695,4,237,0.9976
FALSE,0.651,0.808,"1",-4.731,"0",0.0435,0.054,0,0.0482,0.858,100.993,194893,4,3487.5,0.0772
FALSE,0.816,0.414,"1",-7.953,"1",0.119,0.423,0,0.125,0.197,150.008,230129,4,24352.5,0.9967
FALSE,0.681,0.174,"1",-8.745,"1",0.0315,0.837,3.35e-05,0.0983,0.231,112.672,260285,4,423.5,0.9796
FALSE,0.482,0.781,"11",-5.334,"1",0.411,0.629,2.87e-06,0.413,0.336,57.967,325840,5,66352.5,-0.9987
FALSE,0.852,0.438,"9",-7.673,"1",0.426,0.0145,0,0.263,0.627,150.945,278429,4,24352.5,0.9949
FALSE,0.42,0.396,"4",-6.678,"1",0.0296,0.551,0,0.0708,0.132,136.849,252320,4,5667,0.9988
FALSE,0.799,0.655,"1",-6.34,"1",0.0485,0.659,0,0.135,0.82,128.038,239824,4,1398,0.7174
FALSE,0.489,0.505,"10",-8.022,"0",0.117,0.579,0.000333,0.104,0.337,163.255,213707,4,3069,0.9659
FALSE,0.517,0.609,"1",-6.373,"1",0.371,0.153,0,0.416,0.162,135.489,186593,4,17016.5,0.9413
TRUE,0.518,0.686,"9",-4.911,"1",0.0313,0.114,0,0.114,0.334,144.065,236227,4,4318,0.6124
TRUE,0.58,0.532,"1",-5.668,"0",0.0424,0.294,0,0.0948,0.39,112.049,206400,4,17522.3333333333,0.9959
FALSE,0.634,0.525,"0",-8.968,"1",0.47,0.0705,0,0.0729,0.49,130.271,222467,4,13965,0.9796
TRUE,0.592,0.788,"6",-4.924,"0",0.201,0.0599,2.54e-06,0.125,0.755,89.949,224493,4,11599.6666666667,0.9994
TRUE,0.61,0.509,"11",-10.972,"1",0.0896,0.0862,0.000487,0.117,0.325,80.013,208797,4,157,0.9863
TRUE,0.668,0.725,"1",-6.127,"1",0.266,0.0102,0.000479,0.0561,0.729,191.944,210227,4,42747.3333333333,0.9999
TRUE,0.696,0.921,"0",-3.755,"1",0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,294573,4,16706.2222222222,0.999
TRUE,0.636,0.836,"8",-3.004,"1",0.0427,0.00609,0.000157,0.0828,0.715,139.956,193253,4,2516.5,0.8887
FALSE,0.779,0.56,"10",-7.564,"0",0.253,0.258,0,0.241,0.421,142.032,287320,4,19779,0.9964
FALSE,0.525,0.804,"8",-6.453,"1",0.25,0.329,0,0.228,0.143,125.068,230960,4,12668.5,0.7404
FALSE,0.747,0.704,"1",-6.743,"1",0.0986,0.136,0,0.131,0.494,136.936,213693,4,12668.5,0.9929
FALSE,0.62,0.609,"8",-8.831,"1",0.145,0.44,0,0.115,0.404,142.042,271693,4,12668.5,0.5136
FALSE,0.489,0.54,"6",-7.046,"1",0.0288,0.126,0,0.103,0.27,81.4,227928,4,19628,0.9741
FALSE,0.524,0.816,"1",-5.872,"1",0.37,0.383,0,0.349,0.789,200.031,285707,4,3153.5,0.9986
TRUE,0.485,0.834,"9",-5.413,"1",0.0715,0.0665,0,0.28,0.659,90.933,211767,4,8619.33333333333,0.9451
FALSE,0.743,0.651,"6",-5.974,"1",0.0646,0.0143,0,0.079,0.467,82.022,219512,4,250,-0.0516
FALSE,0.505,0.611,"7",-5.976,"0",0.0648,0.826,0,0.108,0.176,85.944,210507,4,12668.5,-0.9218
FALSE,0.745,0.686,"4",-5.7,"0",0.0313,0.528,0,0.176,0.437,121.978,363934,4,20598,0.9987
TRUE,0.69,0.416,"7",-7.865,"1",0.0335,0.617,1.37e-06,0.102,0.479,82.45,230600,3,12295.3333333333,0.9864
TRUE,0.835,0.413,"1",-9.81,"1",0.396,0.373,0.00133,0.101,0.111,149.004,258880,4,24215,-0.9995
FALSE,0.852,0.727,"1",-4.851,"1",0.267,0.0962,0,0.154,0.496,130.015,232705,4,19779,-0.9372
FALSE,0.803,0.743,"1",-3.602,"0",0.0681,0.105,2.12e-06,0.099,0.674,108.005,203180,4,6617.5,0.9679
FALSE,0.95,0.743,"10",-5.861,"0",0.238,0.0646,1.11e-05,0.103,0.619,136.983,257546,4,19779,-0.9958
FALSE,0.528,0.928,"3",-5.743,"1",0.0456,0.0252,2.88e-06,0.0467,0.885,162.069,170093,4,110.5,0.9954
TRUE,0.456,0.874,"10",-4.129,"0",0.114,0.0595,1.12e-05,0.111,0.5,200.179,204093,4,16291.6666666667,-0.9413
TRUE,0.828,0.56,"0",-6.685,"1",0.0327,0.548,3.66e-05,0.15,0.872,122.054,198001,4,2046,0.9973
FALSE,0.825,0.7,"11",-5.099,"0",0.243,0.0379,0,0.139,0.317,132.994,153558,4,19779,-0.998
TRUE,0.608,0.798,"6",-5.092,"0",0.0432,0.0736,0,0.156,0.501,92.943,185352,4,18752.3333333333,0.909
FALSE,0.718,0.583,"7",-7.884,"1",0.0288,0.623,0.000681,0.0612,0.422,119.971,212320,4,3008.5,0.9976
TRUE,0.806,0.558,"8",-6.538,"1",0.172,0.00496,1.45e-06,0.16,0.26,85.011,251333,4,91044.6666666667,-0.9983
TRUE,0.498,0.804,"11",-3.995,"1",0.0332,0.125,0,0.167,0.697,166.054,191827,4,10211.6666666667,0.9955
FALSE,0.581,0.531,"3",-6.829,"0",0.0322,0.0731,3.27e-06,0.0616,0.273,75.255,262521,4,3806.5,0.9796
FALSE,0.816,0.245,"0",-15.617,"0",0.414,0.616,0.000813,0.127,0.187,140.04,138936,4,1130,-0.9963
FALSE,0.587,0.671,"2",-4.48,"1",0.144,0.0823,0,0.161,0.1,127.133,215360,4,3987.5,0.6594
TRUE,0.843,0.36,"0",-7.414,"1",0.465,0.0673,0,0.12,0.153,81.987,163944,4,17509,0.9989
TRUE,0.501,0.519,"4",-5.88,"0",0.0409,0.109,0,0.454,0.168,133.99,195707,4,5549,0.9954
FALSE,0.547,0.734,"5",-6.991,"0",0.0654,0.00346,4.62e-05,0.136,0.42,131.994,226800,4,25107.5,0.9959
FALSE,0.703,0.709,"9",-6.452,"1",0.402,0.00908,0,0.127,0.569,140.998,163340,4,18603,-0.9999
FALSE,0.898,0.283,"6",-12.335,"0",0.356,0.319,0.000383,0.11,0.469,138.97,216520,4,34869.6666666667,-0.9852
FALSE,0.585,0.759,"5",-6.194,"0",0.501,0.238,2.35e-05,0.0742,0.298,179.906,184000,4,9487.5,-0.4729
FALSE,0.642,0.762,"6",-7.411,"1",0.0296,0.00967,5.72e-05,0.182,0.605,113.038,253200,4,25352.3333333333,-0.1371
TRUE,0.662,0.586,"0",-8.821,"1",0.0307,0.097,0.00272,0.115,0.296,90,194080,4,17396,-0.8103
FALSE,0.647,0.932,"11",-3.515,"1",0.0824,0.00383,1.5e-06,0.0574,0.374,114.991,198774,4,27,0.9777
FALSE,0.743,0.571,"7",-6.054,"0",0.145,0.24,0,0.291,0.495,119.054,213863,4,20598,-0.9216
FALSE,0.812,0.621,"5",-8.3,"1",0.0515,0.244,0,0.099,0.847,77.998,128157,4,6841,-0.9929
TRUE,0.635,0.847,"7",-3.152,"1",0.447,0.533,0,0.154,0.568,166.072,234650,4,817,-0.9989
TRUE,0.454,0.305,"6",-13.937,"0",0.0847,0.836,5.58e-05,0.0954,0.356,183.709,226011,4,157,0.9308
TRUE,0.514,0.918,"7",-4.306,"1",0.0365,0.0409,0,0.342,0.64,150.033,226173,4,28938,0.9933
TRUE,0.626,0.707,"5",-5.755,"0",0.0425,0.0169,0,0.0772,0.653,88.543,187813,4,9421.33333333333,0.9821
FALSE,0.359,0.394,"1",-9.971,"1",0.0774,0.754,0,0.0964,0.132,176.799,232267,5,20145,0.9957
FALSE,0.744,0.43,"3",-10.604,"0",0.309,0.455,2.73e-06,0.126,0.266,92.039,201667,4,34869.6666666667,-0.9949
FALSE,0.71,0.404,"1",-10.04,"0",0.379,0.484,0,0.0953,0.398,139.553,165853,4,7317.33333333333,0.9942
TRUE,0.389,0.665,"0",-6.169,"1",0.0644,0.178,0.000732,0.116,0.199,117.055,193547,4,8870,0.8931
TRUE,0.96,0.547,"6",-6.992,"0",0.0786,0.0496,0,0.216,0.186,121.01,223093,4,24215,0.989
FALSE,0.578,0.825,"2",-4.693,"1",0.0331,0.312,1.4e-05,0.0912,0.654,93.035,213453,4,5722.66666666667,0.9856
TRUE,0.322,0.377,"7",-7.385,"0",0.0356,0.454,0,0.338,0.366,118.669,268960,4,8441.33333333333,0.9996
FALSE,0.899,0.626,"6",-4.228,"0",0.292,0.076,0,0.0631,0.873,88.007,234320,4,662,-0.9997
FALSE,0.77,0.691,"6",-5.448,"0",0.111,0.122,0,0.113,0.292,140.059,281987,4,13190.6666666667,-0.9949
FALSE,0.887,0.48,"11",-11.994,"1",0.117,0.0094,3.58e-05,0.0662,0.607,95.846,193200,4,3756,0.9994
TRUE,0.817,0.516,"7",-8.466,"1",0.344,0.181,0,0.148,0.406,136.978,255843,4,157,0
FALSE,0.943,0.595,"5",-8.372,"0",0.191,0.0673,0,0.0839,0.815,117.532,165291,4,17016.5,-0.8319
FALSE,0.809,0.588,"0",-5.167,"1",0.0869,0.0878,7.24e-05,0.171,0.249,146.024,254080,4,8919.66666666667,0
FALSE,0.407,0.416,"6",-8.915,"0",0.174,0.656,0,0.0981,0.246,176.947,175467,4,2,-0.8714
FALSE,0.497,0.312,"11",-9.088,"0",0.0269,0.302,0,0.0968,0.177,105.036,203373,4,8364,0.9273
TRUE,0.412,0.548,"10",-6.981,"1",0.243,0.0173,0,0.181,0.176,81.293,325615,4,24215,0.992
TRUE,0.764,0.475,"0",-12.618,"1",0.114,0.345,0,0.14,0.34,129.974,243270,4,4210.66666666667,-0.1995
FALSE,0.74,0.523,"11",-10.753,"0",0.233,0.666,0.00142,0.0968,0.235,97.063,331480,4,34869.6666666667,-0.9984
FALSE,0.439,0.204,"2",-15.165,"1",0.0587,0.766,0.0913,0.284,0.0408,139.652,209080,4,34869.6666666667,0.9919
FALSE,0.87,0.386,"7",-7.843,"0",0.0684,0.745,0.00013,0.122,0.642,119.91,194347,3,34869.6666666667,-0.997
FALSE,0.595,0.416,"10",-10.957,"0",0.0366,0.536,0,0.293,0.185,74.556,127880,4,34869.6666666667,-0.9721
FALSE,0.772,0.504,"6",-8.219,"0",0.0761,0.129,0,0.125,0.244,140.035,237573,4,44301,-0.9972
FALSE,0.698,0.487,"7",-9.887,"0",0.312,0.234,0.00086,0.0724,0.614,161.943,316920,4,34869.6666666667,0.9931
FALSE,0.701,0.485,"11",-10.305,"0",0.364,0.367,6.31e-05,0.0852,0.496,78.863,530253,4,34869.6666666667,-0.9854
FALSE,0.439,0.204,"2",-15.165,"1",0.0587,0.766,0.0913,0.284,0.0408,139.652,209080,4,34869.6666666667,0.9926
FALSE,0.729,0.739,"8",-9.5,"0",0.338,0.696,9.37e-06,0.164,0.749,90.306,237427,4,34869.6666666667,0.9967
FALSE,0.779,0.694,"9",-9.376,"1",0.2,0.281,1.36e-05,0.109,0.569,82.861,161827,4,34869.6666666667,-0.9047
TRUE,0.717,0.347,"11",-10.265,"0",0.0636,0.0511,2.43e-06,0.087,0.0589,84.987,235477,4,91044.6666666667,0.97
FALSE,0.683,0.324,"4",-9.735,"1",0.0331,0.204,0.000129,0.11,0.324,117.746,263013,3,34,-0.9991
FALSE,0.62,0.69,"7",-6.508,"1",0.0493,0.0931,0,0.131,0.331,133.935,234213,4,18752.3333333333,0.8826
FALSE,0.274,0.348,"5",-8.631,"1",0.0293,0.547,0.0133,0.334,0.328,87.43,179693,3,110,0.9918
TRUE,0.61,0.822,"0",-4.422,"1",0.0355,0.0171,1.88e-06,0.093,0.437,93.993,217467,4,6770,0.9368
FALSE,0.582,0.525,"1",-7.163,"0",0.0627,0.111,0,0.134,0.51,133.249,260253,4,44301,-0.9989
