"hitness","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","sentiment","duration_min","log_popularity"
TRUE,0.534,0.613,"8",-7.41,"0",0.0591,0.234,0,0.227,0.528,144.878,4,0.9901,3.24821666666667,9.6340055167283
FALSE,0.548,0.873,"4",-4.881,"1",0.0618,0.00129,4.55e-05,0.138,0.328,121.918,4,-0.1027,4.14621666666667,8.0245348716057
FALSE,0.673,0.514,"0",-10.772,"0",0.0465,0.0121,8.5e-05,0.385,0.312,100.035,4,0.9963,3.46666666666667,9.95220628558299
TRUE,0.555,0.896,"0",-3.295,"1",0.0388,0.00434,0,0.145,0.578,114.995,4,0.9968,2.95111666666667,8.79671707616655
FALSE,0.899,0.448,"1",-8.789,"1",0.0738,0.000692,2.36e-05,0.365,0.302,145.975,4,0.86,3.41311666666667,9.42242297593097
FALSE,0.491,0.904,"6",-4.324,"1",0.0344,0.0985,0,0.183,0.588,150.007,4,0.7777,3.52045,4.31079912538551
FALSE,0.806,0.77,"1",-6.464,"0",0.19,0.0252,0,0.0645,0.406,152.094,4,0.9977,3.30183333333333,9.74193874055744
FALSE,0.796,0.5,"1",-7.21,"1",0.425,0.118,0,0.155,0.227,75.012,4,0.9981,4.25933333333333,9.93294926268575
FALSE,0.768,0.79,"1",-5.091,"1",0.191,0.0754,1.79e-06,0.13,0.398,84.95,4,-0.9636,3.01176666666667,9.3954912557803
TRUE,0.741,0.58,"0",-7.741,"1",0.378,0.153,0,0.109,0.428,97.092,4,-0.988,3.68273333333333,8.90977567369339
FALSE,0.738,0.814,"7",-4.414,"0",0.0999,0.132,9.64e-06,0.126,0.483,119.041,4,0.9976,3.76416666666667,9.93294926268575
TRUE,0.607,0.536,"10",-7.306,"1",0.0305,0.386,0,0.102,0.434,147.986,4,0.9572,3.74755,9.53235140475156
TRUE,0.92,0.675,"1",-5.661,"0",0.263,0.307,0,0.104,0.749,141.967,4,-0.9697,5.06735,9.89237604778141
TRUE,0.613,0.839,"9",-3.799,"0",0.0352,0.000854,0,0.341,0.526,104.975,4,0.9864,3.72711666666667,10.079770077697
TRUE,0.573,0.781,"8",-6.406,"1",0.0555,0.0767,2.64e-05,0.0813,0.343,139.934,4,0.9917,3.86511666666667,8.0245348716057
TRUE,0.965,0.414,"1",-6.408,"1",0.0713,0.189,0,0.0767,0.728,121.032,4,-0.9921,3.57746666666667,8.66647489413199
TRUE,0.587,0.711,"1",-6.33,"1",0.42,0.171,0,0.125,0.381,98.008,4,-0.9965,4.2449,8.4345721627279
FALSE,0.814,0.635,"7",-6.609,"0",0.0809,0.0935,0,0.0892,0.784,87.581,4,0.9981,3.34623333333333,7.75876054415766
TRUE,0.683,0.691,"8",-5.535,"1",0.0432,0.243,0,0.14,0.732,179.91,4,-0.9556,3.65845,8.01102337918644
FALSE,0.785,0.62,"8",-6.667,"1",0.254,0.0138,0,0.15,0.478,78.477,4,0,3.92558333333333,9.99531439984866
TRUE,0.728,0.415,"8",-6.852,"1",0.0639,0.401,0,0.0616,0.455,114.145,4,0.4992,2.93866666666667,8.21365270303
FALSE,0.64,0.449,"1",-12.284,"1",0.0361,0.0019,0.874,0.116,0.422,141.976,4,0.9997,3.72453333333333,8.9569308934665
FALSE,0.807,0.736,"7",-6.748,"1",0.151,0.109,0.00729,0.104,0.54,154.023,4,-0.9993,4.04888333333333,10.1003897926451
TRUE,0.804,0.886,"1",-2.512,"1",0.04,0.0837,0,0.266,0.789,144.946,4,0.9938,3.97645,7.61677580869837
TRUE,0.809,0.463,"11",-11.377,"1",0.0396,0.256,0.085,0.109,0.364,111.98,4,-0.1391,4.98235,11.5267987839027
TRUE,0.696,0.817,"1",-3.862,"1",0.109,0.075,0,0.187,0.782,98.064,4,0.8216,3.60681666666667,8.79747293410126
TRUE,0.443,0.817,"7",-3.729,"1",0.0511,0.318,0,0.374,0.652,168.1,4,0.9888,3.05688333333333,10.1553740393825
TRUE,0.59,0.671,"9",-6.098,"1",0.0706,0.0484,0,0.0604,0.438,149.982,4,0.86,2.83001666666667,9.83199155083106
FALSE,0.515,0.847,"5",-2.951,"1",0.0391,0.00369,7.19e-05,0.293,0.645,168.105,4,0.4552,3.62578333333333,8.44182288439146
FALSE,0.794,0.735,"0",-4.204,"1",0.054,0.108,0.00578,0.112,0.223,107.374,4,0.9988,3.90621666666667,11.5267987839027
FALSE,0.496,0.863,"9",-4.153,"1",0.0381,0.0046,0,0.639,0.243,110.018,4,-0.9877,3.09311666666667,9.83199155083106
FALSE,0.556,0.864,"3",-5.87,"0",0.0584,0.00958,0,0.209,0.4,105.143,4,-0.9404,3.61466666666667,9.83199155083106
TRUE,0.775,0.559,"8",-5.89,"1",0.0417,0.081,0,0.219,0.408,100.042,4,0.9894,2.68533333333333,9.95687032910124
TRUE,0.681,0.856,"11",-5.166,"0",0.0517,0.0224,0,0.188,0.755,132.011,4,0.9809,3.06733333333333,9.69840900861956
FALSE,0.784,0.608,"7",-5.885,"1",0.245,0.167,0,0.0871,0.382,90.713,4,-0.9971,3.52808333333333,8.86042822298827
FALSE,0.681,0.854,"2",-3.915,"1",0.215,0.0948,0,0.267,0.128,91.995,4,-0.9927,3.15095,8.86042822298827
FALSE,0.63,0.628,"2",-4.016,"1",0.327,0.0515,0,0.091,0.266,121.307,5,-0.9953,4.71111666666667,8.86042822298827
FALSE,0.554,0.903,"8",-3.152,"1",0.0515,0.0103,0,0.107,0.419,112.998,4,0.9958,3.44711666666667,7.11963563801764
FALSE,0.737,0.709,"8",-6.889,"0",0.045,0.333,0,0.289,0.556,125.997,4,0.8105,3.91381666666667,7.24279792279376
FALSE,0.741,0.718,"7",-5.823,"1",0.415,0.283,2.21e-06,0.23,0.576,165.848,4,0.9697,3.86266666666667,5.42053499927229
FALSE,0.624,0.728,"0",-6.39,"1",0.465,0.141,0,0.106,0.599,152.088,4,-0.9941,3.79928333333333,8.86042822298827
FALSE,0.861,0.715,"11",-4.393,"0",0.301,0.00227,0,0.144,0.535,148.971,4,0.9978,4.29778333333333,9.99531439984866
FALSE,0.472,0.695,"10",-5.008,"0",0.443,0.239,0,0.0942,0.351,73.031,3,0.9942,4.17445,8.86042822298827
TRUE,0.926,0.666,"11",-5.314,"1",0.244,0.0611,0,0.123,0.168,127.079,4,-0.9996,5.71916666666667,9.77047031342632
TRUE,0.728,0.633,"0",-6.695,"1",0.227,0.412,0,0.105,0.687,150.033,4,0.9878,3.79336666666667,8.58176296206554
TRUE,0.818,0.803,"1",-4.282,"1",0.0797,0.034,0,0.153,0.632,106.97,4,0.8104,3.76638333333333,10.7592707390735
FALSE,0.261,0.852,"9",-4.965,"1",0.158,0.139,4.26e-05,0.477,0.431,177.997,4,0.7778,4.74155,5.42053499927229
FALSE,0.334,0.617,"6",-5.834,"0",0.383,0.334,0,0.163,0.603,85.227,4,0.9289,3.60651666666667,8.9569308934665
FALSE,0.516,0.792,"1",-5.38,"0",0.216,0.0235,0,0.404,0.524,121.189,5,0.9987,3.77983333333333,10.7316244368678
FALSE,0.523,0.725,"2",-5.448,"1",0.0339,0.0558,6.96e-06,0.0937,0.528,155.855,4,0.8625,3.58,9.94208307029549
TRUE,0.697,0.506,"8",-4.863,"1",0.0325,0.0792,0,0.0893,0.516,100.002,4,0.9989,3.52273333333333,9.56864398890674
FALSE,0.673,0.637,"5",-4.518,"1",0.0429,0.137,0,0.184,0.678,123.98,4,-0.9811,3.35266666666667,7.9450239374092
FALSE,0.743,0.765,"5",-3.588,"0",0.039,0.0444,0.0417,0.667,0.34,114.991,4,-0.9972,3.27266666666667,8.44182288439146
FALSE,0.753,0.76,"6",-4.518,"0",0.0859,0.446,3.13e-05,0.182,0.657,91.953,4,-0.9853,4.54421666666667,10.1003897926451
TRUE,0.748,0.705,"4",-4.547,"0",0.485,0.204,0,0.246,0.483,189.891,4,-0.9697,3.47888333333333,10.7221544301242
TRUE,0.736,0.795,"1",-3.299,"0",0.0545,0.498,1.21e-06,0.254,0.511,104.066,4,0.9959,3.84688333333333,9.89237604778141
TRUE,0.464,0.813,"10",-6.185,"1",0.0416,0.0153,0,0.254,0.515,75.977,4,0.996,3.70888333333333,9.44244366466186
FALSE,0.759,0.678,"9",-5.148,"0",0.314,0.23,0,0.15,0.327,89.64,4,0.9992,3.426,9.92944765420566
FALSE,0.542,0.821,"10",-6.458,"0",0.32,0.133,1.34e-06,0.57,0.286,84.425,4,-0.9967,2.96778333333333,5.42053499927229
FALSE,0.779,0.57,"5",-8.752,"0",0.469,0.303,0,0.218,0.467,99.878,4,0.998,4.83088333333333,5.42053499927229
FALSE,0.813,0.837,"1",-6.356,"1",0.298,0.166,0,0.0835,0.744,84.965,4,0.9867,3.43555,9.44497761700161
FALSE,0.758,0.633,"5",-8.373,"0",0.391,0.236,0,0.272,0.516,88.17,4,-0.9806,2.39978333333333,5.42053499927229
FALSE,0.518,0.678,"10",-6.76,"1",0.331,0.542,0,0.108,0.604,81.951,4,-0.9684,2.90711666666667,5.42053499927229
FALSE,0.718,0.926,"1",-3.511,"1",0.0494,0.027,1.76e-05,0.0513,0.54,108.018,4,-0.9827,3.40971666666667,8.43163530305459
FALSE,0.779,0.597,"9",-9.652,"0",0.434,0.723,4.47e-05,0.0508,0.646,173.986,4,-0.9952,3.90466666666667,9.83107813701799
TRUE,0.865,0.687,"10",-3.744,"0",0.217,0.242,0,0.158,0.486,139.023,4,-0.6865,4.04011666666667,9.89237604778141
TRUE,0.497,0.489,"11",-7.724,"0",0.294,0.0576,9.91e-05,0.122,0.231,171.853,4,0.9131,4.46978333333333,9.74193874055744
TRUE,0.516,0.595,"5",-4.63,"1",0.0313,0.0275,0,0.109,0.222,119.972,4,-0.9907,5.67845,8.5349348728924
FALSE,0.706,0.485,"8",-9.671,"1",0.331,0.337,0,0.122,0.144,115.414,4,-0.978,3.41821666666667,8.78117153716878
TRUE,0.853,0.637,"3",-5.924,"0",0.331,0.129,0,0.267,0.496,86.048,4,-0.9713,2.60325,11.5267987839027
TRUE,0.759,0.245,"6",-6.545,"1",0.138,0.515,0.000154,0.102,0.209,96.992,4,0.9243,3.95845,9.29780164774618
FALSE,0.831,0.573,"4",-6.408,"0",0.221,0.188,0.000883,0.109,0.229,100.015,4,-0.9945,4.10288333333333,10.1003897926451
TRUE,0.501,0.836,"11",-3.587,"0",0.0491,0.208,0,0.152,0.618,159.863,4,0.6136,3.2,8.53915035876828
FALSE,0.652,0.827,"7",-3.98,"0",0.0445,0.015,0,0.432,0.659,100.011,4,0.9321,3.81911666666667,9.93294926268575
FALSE,0.532,0.64,"9",-6.684,"1",0.0314,0.344,0,0.361,0.308,84.029,4,0.964,3.53866666666667,6.97681481491363
FALSE,0.542,0.755,"1",-3.68,"1",0.0614,0.0232,0,0.225,0.267,168.22,4,0.9974,3.88821666666667,9.93294926268575
TRUE,0.693,0.717,"9",-6.346,"0",0.107,0.14,0,0.0464,0.412,99.836,4,0.9786,3.90513333333333,10.1003897926451
TRUE,0.836,0.776,"4",-0.804,"0",0.239,0.274,0,0.113,0.37,130.033,4,0,3.71178333333333,9.03652255567345
TRUE,0.773,0.81,"2",-5.171,"0",0.116,0.0479,4.45e-06,0.271,0.567,112.002,4,0.9968,4.72088333333333,9.92944765420566
TRUE,0.319,0.739,"0",-5.74,"1",0.272,0.0285,0,0.111,0.449,194.169,4,0.9972,3.83711666666667,9.17333054634228
TRUE,0.763,0.726,"1",-6.405,"1",0.282,0.259,0,0.0976,0.349,139.059,4,-0.9982,2.10576666666667,10.0760533428814
FALSE,0.806,0.557,"2",-6.633,"0",0.114,0.405,6.62e-06,0.0838,0.504,140.011,4,-0.987,3,9.74193874055744
FALSE,0.639,0.196,"4",-11.478,"1",0.0267,0.819,3.63e-05,0.0978,0.3,143.907,4,0.9726,3.78703333333333,9.71507749840162
FALSE,0.717,0.622,"5",-6.442,"0",0.132,0.044,0,0.23,0.222,139.935,4,0.9947,3.81688333333333,7.58375630070711
FALSE,0.559,0.531,"10",-6.981,"0",0.404,0.0137,0,0.293,0.333,144.367,4,0.9951,3.86123333333333,9.74193874055744
TRUE,0.681,0.314,"8",-9.319,"1",0.0581,0.2,9.82e-06,0.1,0.166,139.992,4,0.8376,3.46866666666667,9.42242297593097
FALSE,0.8,0.795,"6",-5.835,"1",0.0626,0.131,9.02e-05,0.221,0.528,106.031,4,0.9959,3.79688333333333,9.89237604778141
TRUE,0.652,0.654,"1",-6.69,"1",0.0377,0.252,0.000553,0.117,0.605,120.019,4,0.9819,3.51933333333333,8.79671707616655
TRUE,0.503,0.792,"3",-5.473,"0",0.0335,0.304,0.0385,0.143,0.44,155.905,4,0.996,3.58466666666667,7.20228882638302
FALSE,0.877,0.391,"1",-8.196,"1",0.063,0.0317,0.000502,0.0945,0.122,131.018,4,0.9909,3.15383333333333,11.5267987839027
TRUE,0.717,0.73,"9",-4.729,"0",0.0568,0.383,0,0.398,0.792,102.002,4,0.9989,4.18621666666667,8.94637482614172
FALSE,0.957,0.588,"1",-6.984,"1",0.295,0.0612,0,0.0962,0.298,127.055,4,-0.9988,4.10541666666667,9.89237604778141
FALSE,0.817,0.587,"2",-6.502,"1",0.107,0.052,0.00165,0.185,0.352,140.059,4,0.9771,3.48571666666667,9.03652255567345
TRUE,0.584,0.54,"1",-7.786,"0",0.0576,0.0895,0,0.261,0.195,137.972,4,-0.9946,3.68138333333333,9.29030615361406
FALSE,0.602,0.707,"9",-4.097,"1",0.302,0.393,0,0.165,0.554,75.087,4,0.9686,3.33645,6.62007320653036
TRUE,0.646,0.644,"2",-6.763,"1",0.031,0.0243,0,0.0888,0.251,99.999,4,0.9971,3.692,9.95220628558299
FALSE,0.735,0.588,"5",-7.197,"0",0.226,0.0356,0,0.107,0.435,90.002,4,0.9573,3.23778333333333,9.82173505066387
FALSE,0.74,0.879,"9",-2.251,"0",0.105,0.193,8.25e-05,0.0928,0.948,103.71,4,-0.3736,3.78155,7.83557924666997
FALSE,0.932,0.702,"7",-3.459,"0",0.0904,0.00304,1.86e-05,0.267,0.533,143.001,4,0.9912,2.79755,9.82173505066387
FALSE,0.88,0.495,"1",-3.476,"1",0.0695,0.0148,1.47e-06,0.121,0.469,124.024,4,0.9732,3.484,9.82173505066387
FALSE,0.646,0.756,"9",-9.017,"0",0.488,0.393,3e-05,0.202,0.602,193.88,4,-0.9857,2.82111666666667,9.82173505066387
FALSE,0.611,0.644,"6",-7.607,"0",0.0553,0.124,0,0.124,0.13,105.969,4,0,3.6984,6.76619171466035
FALSE,0.651,0.663,"11",-7.78,"1",0.327,0.205,0,0.105,0.377,114.137,4,0.9951,2.24578333333333,9.82173505066387
FALSE,0.667,0.47,"1",-12.042,"1",0.0471,0.0334,0.842,0.0889,0.189,109.995,4,-0.9844,3.69633333333333,10.1309218852675
TRUE,0.562,0.8,"0",-5.404,"1",0.112,0.0814,0,0.199,0.471,95.029,4,0.9969,3.96221666666667,8.03414484864969
FALSE,0.524,0.772,"7",-6.696,"0",0.152,0.00273,0.000169,0.224,0.237,169.855,4,0.8971,3.33288333333333,7.68730948728282
FALSE,0.498,0.408,"6",-7.946,"1",0.0331,0.644,0,0.0993,0.383,78.942,4,0.9659,3.31621666666667,5.82600010738045
FALSE,0.655,0.0645,"4",-14.765,"1",0.0429,0.854,1.11e-05,0.107,0.278,129.399,4,-0.67,4.13421666666667,10.3523154246743
TRUE,0.536,0.722,"4",-4.163,"1",0.0284,0.312,0,0.117,0.499,143.78,4,0.092,3.38821666666667,9.28033274379622
TRUE,0.509,0.637,"4",-4.83,"0",0.0471,0.0717,1.08e-05,0.0789,0.378,172.006,3,0.9994,3.73333333333333,9.77123153674889
TRUE,0.85,0.405,"7",-7.509,"0",0.225,0.119,0.000118,0.0707,0.344,139.976,4,-0.9861,3.17186666666667,11.5267987839027
TRUE,0.636,0.63,"0",-7.949,"0",0.0801,0.0838,0,0.345,0.457,186.233,4,0.9635,4.55316666666667,10.6987625291419
TRUE,0.731,0.445,"0",-8.418,"1",0.0533,0.0586,1.96e-05,0.14,0.106,117.97,4,0.9808,4.11933333333333,10.2515824596731
TRUE,0.78,0.575,"1",-5.628,"0",0.139,0.106,0,0.129,0.273,81.502,4,-0.9952,3.706,9.46867087071311
TRUE,0.511,0.812,"6",-4.763,"0",0.0464,0.0496,1.64e-06,0.0829,0.692,81.992,4,0.4599,3.12933333333333,8.7157161275482
FALSE,0.417,0.58,"9",-4.574,"1",0.207,0.0307,1.45e-06,0.179,0.139,68.58,5,-0.9959,4.11288333333333,9.05695606507683
TRUE,0.493,0.781,"3",-6.356,"1",0.0449,0.249,0,0.116,0.489,178.015,4,0.9964,3.24045,8.47052078321781
FALSE,0.572,0.778,"1",-5.208,"1",0.233,0.00638,0,0.0563,0.54,168.073,4,0.9991,3.75866666666667,9.54430947837928
FALSE,0.786,0.854,"2",-4.247,"1",0.0523,0.0729,1.63e-06,0.179,0.687,105.078,4,0.9603,2.61941666666667,5.57972982598622
FALSE,0.885,0.94,"1",-5.908,"1",0.0913,0.161,0,0.0675,0.773,110.005,4,0.9927,2.70578333333333,9.61790327816649
FALSE,0.544,0.369,"2",-9.514,"1",0.038,0.969,0.279,0.639,0.102,87.01,3,-0.9571,3.4702,6.96271683705611
FALSE,0.624,0.876,"9",-3.374,"1",0.1,0.0735,0,0.327,0.781,99.943,4,0.9992,2.84711666666667,10.9645018107889
TRUE,0.812,0.522,"2",-5.287,"1",0.257,0.0433,0,0.154,0.38,75.524,4,-0.988,2.38178333333333,9.44687387640915
TRUE,0.784,0.924,"0",-7.488,"0",0.0475,0.00826,0.0205,0.0686,0.803,123.988,4,0.5093,3.96711666666667,7.60936653795421
FALSE,0.633,0.592,"0",-7.245,"0",0.112,0.197,0,0.099,0.679,90.066,4,0.968,3.22518333333333,5.91079664404053
FALSE,0.568,0.619,"1",-6.899,"1",0.414,0.138,1.67e-06,0.11,0.293,170.115,4,-0.9848,4.23666666666667,10.7221544301242
TRUE,0.762,0.576,"1",-4.951,"0",0.0829,0.0556,0,0.0866,0.316,142.096,4,0.9974,3.6863,9.03652255567345
FALSE,0.67,0.7,"1",-7.893,"1",0.196,0.576,5.34e-06,0.226,0.648,69.986,4,-0.9437,2.67155,10.7221544301242
FALSE,0.427,0.262,"7",-8.541,"1",0.0276,0.746,0,0.068,0.228,104.085,4,0.9952,3.74778333333333,8.5349348728924
FALSE,0.415,0.369,"8",-10.044,"1",0.0741,0.0303,7.64e-06,0.383,0.0913,95.746,4,-0.9902,4.19038333333333,10.1003897926451
TRUE,0.67,0.838,"0",-4.031,"1",0.0362,0.0605,0.000611,0.159,0.716,105,4,0.9819,3.70068333333333,5.80814248998044
TRUE,0.785,0.737,"5",-7.094,"1",0.268,0.271,0,0.0391,0.69,135.236,4,0.9969,2.74778333333333,5.47646355193151
TRUE,0.555,0.662,"11",-4.952,"0",0.0827,0.125,0,0.111,0.356,148.128,4,0.9996,3.47888333333333,10.137887512106
FALSE,0.504,0.655,"0",-8.644,"0",0.0542,0.604,0.00193,0.364,0.262,99.982,4,0.9963,4.4011,10.7316244368678
FALSE,0.746,0.798,"0",-8.382,"1",0.349,0.137,0,0.139,0.553,109.968,4,0.931,3.58045,10.7221544301242
FALSE,0.665,0.535,"4",-7.056,"0",0.0572,0.0786,1.68e-05,0.154,0.37,138.842,4,0.998,4.58755,10.7221544301242
FALSE,0.678,0.562,"3",-9.197,"0",0.508,0.193,0,0.104,0.566,94.241,4,-0.3395,5.13133333333333,10.7221544301242
FALSE,0.748,0.627,"7",-6.029,"1",0.0639,0.131,0,0.0852,0.524,120.963,4,0.9969,3.14151666666667,8.17131687471973
FALSE,0.594,0.721,"2",-7.812,"1",0.0957,0.0209,8.55e-06,0.0879,0.253,128.942,4,0.9396,3.91088333333333,8.73101341526956
FALSE,0.695,0.818,"5",-5.379,"0",0.0334,0.00647,4.87e-06,0.0219,0.916,119.965,4,0.7137,3.04488333333333,7.8770178956224
FALSE,0.588,0.479,"1",-7.039,"1",0.281,0.604,7.2e-06,0.527,0.434,150.414,4,-0.9998,7.67621666666667,10.7221544301242
FALSE,0.867,0.558,"1",-6.975,"1",0.258,0.0884,4.05e-06,0.541,0.432,139.061,4,-0.52,4.54088333333333,11.5267987839027
FALSE,0.706,0.557,"0",-5.8,"1",0.0813,0.0347,0,0.276,0.205,132.98,4,0.9932,4.14711666666667,10.7221544301242
TRUE,0.657,0.421,"9",-11.378,"1",0.412,0.352,0.000218,0.187,0.181,174.063,4,-0.9831,4.41245,10.4593725803085
FALSE,0.357,0.238,"8",-16.78,"0",0.265,0.142,0.0859,0.55,0.494,156.907,4,-0.9834,1.96778333333333,10.7221544301242
TRUE,0.683,0.796,"11",-4.179,"1",0.0285,0.111,0,0.197,0.531,90.031,4,0.1862,3.36488333333333,9.35841549004155
FALSE,0.552,0.731,"7",-6.873,"1",0.615,0.0536,0,0.258,0.632,174.516,4,-0.9821,4.14355,10.7221544301242
TRUE,0.548,0.901,"0",-2.637,"0",0.0453,0.2,0,0.1,0.557,145.953,4,0.9918,3.43688333333333,10.1601239053324
FALSE,0.611,0.867,"1",-5.298,"1",0.0896,0.11,0.000105,0.346,0.336,140.032,4,0.9864,5.52111666666667,9.61790327816649
TRUE,0.928,0.481,"9",-9.35,"0",0.287,0.105,0,0.176,0.613,134.007,4,0.989,3.51561666666667,11.4191055075661
TRUE,0.783,0.61,"7",-6.124,"1",0.0696,0.343,0,0.0983,0.418,100.047,4,0.9988,3.57108333333333,10.6630620942517
TRUE,0.392,0.825,"0",-2.068,"0",0.0535,0.0231,2.25e-06,0.0972,0.482,98.959,4,0.9888,4.05421666666667,7.45722452634033
FALSE,0.736,0.491,"10",-6.892,"0",0.439,0.0681,0,0.571,0.203,141.979,4,0.9981,3.64456666666667,11.5267987839027
FALSE,0.613,0.879,"0",-4.672,"1",0.0349,0.0657,0,0.266,0.275,112.979,4,0.848,3.62088333333333,5.88610403145016
FALSE,0.76,0.303,"2",-11.362,"1",0.0284,0.238,8.09e-06,0.294,0.15,99.991,4,0.0392,2.95955,9.95220628558299
FALSE,0.804,0.456,"8",-7.44,"1",0.0468,0.000668,0,0.31,0.165,130.014,4,-0.9987,3.75225,10.1003897926451
FALSE,0.726,0.535,"7",-7.804,"0",0.0476,0.0533,1.38e-05,0.0984,0.375,98.067,4,0.9018,3.6093,11.5267987839027
TRUE,0.522,0.805,"9",-4.482,"1",0.0289,0.124,0.000219,0.33,0.528,141.967,4,0.9968,2.94978333333333,6.09356977004514
FALSE,0.766,0.283,"8",-10.33,"0",0.0846,0.111,0.0172,0.115,0.144,97.04,4,0.9971,3.66153333333333,11.5267987839027
FALSE,0.529,0.8,"2",-3.726,"1",0.031,0.00541,0,0.104,0.687,100.035,4,-0.4141,3.45511666666667,8.67051495635989
TRUE,0.309,0.544,"9",-9.621,"1",0.352,0.155,0.000265,0.0727,0.16,180.979,4,0.9361,2.92528333333333,9.17333054634228
TRUE,0.666,0.423,"0",-8.012,"1",0.043,0.494,0,0.106,0.154,129.89,4,0.9926,3.42133333333333,9.27008617637314
TRUE,0.59,0.833,"5",-6.503,"0",0.0615,0.0142,5.4e-06,0.105,0.538,94.963,4,0.9985,4.00731666666667,10.6083841871304
TRUE,0.697,0.691,"2",-4.757,"1",0.146,0.214,0,0.185,0.305,137.853,4,0,3.98821666666667,8.9569308934665
FALSE,0.466,0.504,"1",-7.456,"1",0.0396,0.641,0,0.226,0.222,151.719,3,0.9746,3.86933333333333,7.78384882110488
FALSE,0.425,0.372,"0",-10.92,"1",0.03,0.861,0.0148,0.0733,0.292,79.456,4,-0.458,4.32133333333333,8.37609035043824
FALSE,0.669,0.434,"9",-15.218,"0",0.714,0.501,0.000125,0.271,0.55,129.326,4,0.9758,4.80925,10.7221544301242
FALSE,0.903,0.439,"8",-11.813,"1",0.397,0.0407,0,0.138,0.532,139.112,4,0.9995,5.12655,11.5267987839027
FALSE,0.666,0.693,"1",-3.638,"1",0.199,0.047,0,0.115,0.132,159.972,4,-0.9932,3.66256666666667,10.1003897926451
FALSE,0.784,0.728,"0",-4.549,"0",0.0539,0.34,0,0.222,0.713,110.165,4,0.9977,3.81933333333333,9.88471239720979
FALSE,0.781,0.721,"5",-9.133,"0",0.0514,0.0945,0.391,0.104,0.849,123.011,4,-0.2457,4.17228333333333,11.5267987839027
FALSE,0.913,0.608,"10",-6.839,"0",0.234,0.0671,0,0.533,0.578,97.063,4,0.9946,2.49281666666667,11.5267987839027
FALSE,0.609,0.229,"11",-12.36,"0",0.0333,0.558,0.0413,0.113,0.19,111.887,4,-0.8573,3.10488333333333,11.5267987839027
FALSE,0.735,0.373,"11",-10.478,"1",0.104,0.762,0.00202,0.288,0.237,123.081,4,0.8685,1.79455,11.5267987839027
FALSE,0.839,0.521,"7",-10.45,"1",0.166,0.245,0.00545,0.607,0.33,105.992,4,0.9954,3.41938333333333,11.5267987839027
FALSE,0.813,0.551,"6",-7.605,"0",0.353,0.08,0,0.386,0.598,124.957,4,0.9974,4.1795,11.5267987839027
FALSE,0.618,0.693,"7",-5.943,"0",0.45,0.246,0,0.112,0.454,170.982,4,0.9659,4.72585,11.5267987839027
FALSE,0.637,0.733,"7",-4.387,"0",0.0553,0.0152,0,0.162,0.432,131.005,4,-0.9708,3.24733333333333,10.1003897926451
FALSE,0.627,0.8,"1",-8.279,"0",0.07,0.0414,0,0.612,0.785,98.824,4,-0.4886,3.15978333333333,11.5267987839027
TRUE,0.573,0.63,"1",-8.389,"1",0.105,0.189,2.31e-05,0.259,0.218,77.525,4,0.9543,4.15355,10.6987625291419
FALSE,0.766,0.234,"11",-7.544,"0",0.159,0.332,0.00156,0.358,0.256,96.882,4,0.8372,2.56208333333333,11.5267987839027
TRUE,0.433,0.82,"0",-2.84,"0",0.0924,0.0209,0,0.292,0.536,203.968,4,0.9956,2.91666666666667,9.83907346810043
FALSE,0.526,0.583,"4",-9.172,"1",0.376,0.699,0,0.372,0.378,89.837,4,0.9734,5.08956666666667,11.5267987839027
FALSE,0.468,0.266,"0",-11.121,"1",0.13,0.348,9.55e-06,0.209,0.222,153.294,4,0.931,6.13393333333333,11.5267987839027
FALSE,0.745,0.822,"7",-6.354,"1",0.252,0.0103,4.2e-06,0.155,0.415,86.733,5,-0.996,2.3869,11.5267987839027
TRUE,0.651,0.732,"2",-8.037,"1",0.0381,0.0164,1.58e-06,0.0925,0.638,85.023,4,-0.9975,3.32021666666667,9.30964257305004
FALSE,0.729,0.838,"8",-4.476,"0",0.313,0.00612,0,0.0721,0.349,136.869,4,-0.9999,4.59533333333333,8.31139827843664
TRUE,0.732,0.396,"4",-9.348,"0",0.0286,0.0841,3.58e-05,0.105,0.548,90.024,4,0.9927,3.26533333333333,10.3686984650412
TRUE,0.94,0.335,"5",-10.179,"0",0.505,0.17,0,0.262,0.707,120.04,4,-0.9972,3.494,7.74557983757686
FALSE,0.77,0.477,"0",-10.972,"0",0.0802,0.749,0.208,0.166,0.248,106.128,4,-0.9792,3.82621666666667,8.79747293410126
TRUE,0.514,0.836,"5",-3.663,"1",0.0381,0.112,0,0.0878,0.501,143.888,4,0.9993,4.38533333333333,7.90445788115015
FALSE,0.807,0.64,"11",-8.329,"0",0.399,0.628,0,0.115,0.649,143.98,4,-0.9984,4.92755,8.79747293410126
FALSE,0.776,0.503,"0",-5.732,"0",0.237,0.874,0,0.112,0.473,110.134,4,0.9748,3.50475,9.44497761700161
FALSE,0.587,0.229,"10",-11.254,"0",0.128,0.92,0,0.1,0.379,75.67,4,0.9574,2.86213333333333,8.73101341526956
FALSE,0.606,0.887,"9",-4.782,"0",0.052,0.0498,3.47e-06,0.0958,0.349,97.972,4,0.9572,3.19645,8.95105137402562
