"hitness","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","sentiment","duration_min","log_popularity"
TRUE,0.471,0.924,"8",-3.906,"1",0.0586,0.00301,0,0.313,0.725,154.961,4,0.933,2.95466666666667,8.55651005379319
TRUE,0.56,0.872,"3",-4.269,"1",0.14,0.0239,6.98e-06,0.371,0.682,126.05,4,0.9977,3.43221666666667,8.28028872485199
TRUE,0.734,0.892,"2",-1.856,"1",0.125,0.0648,0,0.58,0.605,138.031,4,-0.9341,5.05888333333333,10.8754805592291
FALSE,0.564,0.902,"2",-4.142,"1",0.14,0.35,0,0.307,0.444,141.099,4,-0.609,4.31578333333333,8.62258227809448
TRUE,0.501,0.632,"4",-6.468,"1",0.0347,0.297,0,0.0781,0.423,155.873,3,0.9934,4.43821666666667,8.43163530305459
TRUE,0.747,0.937,"0",-5.746,"1",0.0453,0.0208,0,0.29,0.739,103.976,4,0.988,3.74421666666667,8.73480145123177
TRUE,0.531,0.843,"9",-2.569,"0",0.0429,0.0909,0,0.0283,0.392,136.991,4,-0.7506,4.00221666666667,9.53327237234996
TRUE,0.541,0.911,"1",-3.6,"0",0.0631,0.0205,0.00155,0.275,0.563,145.057,4,-0.8094,3.29333333333333,9.12458016000502
TRUE,0.464,0.853,"2",-3.767,"1",0.0417,0.055,0,0.191,0.76,163.934,4,0.9934,3.12688333333333,9.73731489748154
FALSE,0.91,0.517,"5",-5.819,"0",0.194,0.0765,8.48e-06,0.125,0.745,143.047,4,0.9967,2.69485,8.39162996844089
FALSE,0.272,0.281,"10",-8.131,"1",0.0307,0.618,0,0.111,0.152,138.856,3,0.9974,5.09821666666667,8.08332860878638
TRUE,0.591,0.935,"6",-2.664,"1",0.0478,0.000284,0.000278,0.142,0.736,140.043,4,0.9888,4.13245,8.26027123355303
TRUE,0.604,0.787,"0",-3.674,"0",0.103,0.0679,0.15,0.127,0.301,126.062,4,-0.9884,4.084,9.3918115673153
FALSE,0.566,0.857,"7",-2.85,"1",0.0442,0.0417,0,0.179,0.405,83.08,3,0,4.22911666666667,10.2904976962709
FALSE,0.743,0.446,"4",-7.807,"0",0.0683,0.0039,0.118,0.337,0.278,123.596,4,-0.7302,3.86845,5.26269018890489
TRUE,0.728,0.858,"9",-3.686,"1",0.0609,0.0403,4.09e-06,0.0241,0.591,125.055,4,-0.9503,3.42733333333333,9.171569843189
FALSE,0.732,0.788,"5",-4.974,"1",0.113,0.17,0,0.683,0.528,128.985,4,0.6483,3.99818333333333,8.43998812050727
FALSE,0.432,0.496,"0",-6.918,"1",0.0274,0.181,0.000783,0.0739,0.17,140.262,4,0.2846,3.59888333333333,7.32184971378836
FALSE,0.449,0.424,"7",-14.06,"1",0.0323,0.32,1.69e-06,0.107,0.259,125.494,4,0.9956,4.27,6.94022246911964
TRUE,0.638,0.722,"9",-6.177,"1",0.0332,0.0119,0.00808,0.189,0.469,103.017,4,0.9995,3.73821666666667,8.70866718106943
TRUE,0.725,0.832,"11",-3.295,"1",0.029,0.000413,0.934,0.123,0.265,110.027,4,0.9503,3.81818333333333,9.79106245886721
TRUE,0.514,0.683,"5",-5.099,"1",0.0367,0.0749,2.64e-06,0.392,0.575,159.814,4,0.9406,3.68245,9.64118542899499
TRUE,0.734,0.746,"11",-5.088,"1",0.0762,0.00135,0,0.178,0.539,94.033,4,-0.9996,3.29378333333333,8.47547794091877
FALSE,0.593,0.781,"8",-5.291,"0",0.0545,0.000724,0,0.225,0.565,103.025,4,0.9963,3.99755,7.45211238595692
TRUE,0.761,0.413,"0",-8.104,"1",0.195,0.019,0,0.0829,0.595,141.056,4,0.9999,4.10355,9.05583963088463
TRUE,0.703,0.83,"8",-3.028,"1",0.0327,0.32,0,0.364,0.597,109.958,4,0.9908,3.31688333333333,6.70747339681119
FALSE,0.587,0.648,"0",-6.954,"1",0.089,0.0279,0,0.962,0.37,119.888,4,0.9788,4.20755,8.47547794091877
TRUE,0.563,0.496,"6",-9.381,"0",0.406,0.0685,5.8e-05,0.173,0.426,139.993,4,0.9724,5.48866666666667,9.65166891553071
TRUE,0.651,0.695,"6",-3.218,"1",0.0487,0.23,0,0.144,0.569,123.008,4,0.9994,3.42245,8.99317889233952
TRUE,0.67,0.939,"9",-2.06,"1",0.0427,0.0463,1.1e-06,0.335,0.264,127.946,4,0.9982,3.49221666666667,9.05583963088463
TRUE,0.483,0.303,"4",-10.058,"1",0.0429,0.694,0,0.115,0.139,133.406,3,0.9936,4.00276666666667,8.3086919168389
TRUE,0.634,0.665,"6",-5.984,"0",0.176,0.0172,0,0.365,0.611,131.108,4,-0.9923,3.96378333333333,10.8754805592291
FALSE,0.577,0.687,"8",-7.601,"1",0.0471,0.0113,4.42e-06,0.112,0.291,124.956,4,-0.9541,3.75866666666667,7.98290396142682
FALSE,0.511,0.559,"4",-6.587,"1",0.0264,0.0167,0,0.113,0.248,145.88,4,0.8085,4.07645,10.4401563462596
TRUE,0.696,0.893,"9",-2.963,"1",0.076,0.0662,0,0.473,0.573,97.954,4,0.9925,3.56688333333333,7.76669934400374
FALSE,0.631,0.518,"0",-8.771,"1",0.0303,0.274,0,0.088,0.205,93.023,4,0.9892,10.2171166666667,10.4401563462596
FALSE,0.693,0.681,"0",-7.039,"1",0.025,0.0848,0,0.0768,0.663,100.02,4,0.9893,3.42978333333333,10.4401563462596
FALSE,0.464,0.358,"11",-12.18,"0",0.0379,0.85,1.53e-05,0.718,0.168,113.404,3,0.7717,3.63133333333333,6.98672048328043
FALSE,0.395,0.826,"2",-5.918,"1",0.0508,0.0251,0.000266,0.0856,0.637,81.684,4,0.9702,3.46556666666667,9.63789307654835
FALSE,0.594,0.713,"9",-5.314,"1",0.0503,0.000328,0,0.114,0.328,129.958,4,0.9961,4.92355,10.4401563462596
TRUE,0.721,0.819,"9",-5.715,"1",0.0269,0.413,0,0.196,0.867,96.02,4,-0.8003,3.53866666666667,8.70101362433393
TRUE,0.615,0.92,"7",-4.167,"1",0.032,0.108,0,0.102,0.776,97.994,4,0.9984,3.48355,9.15030218531589
TRUE,0.672,0.874,"0",-3.729,"1",0.0377,0.0138,0,0.279,0.675,118.015,4,0.9955,3.872,7.71868549519847
TRUE,0.512,0.791,"9",-4.603,"1",0.332,0.216,0,0.0826,0.26,150.008,4,-0.9976,4.83245,10.8754805592291
FALSE,0.393,0.764,"2",-6.848,"1",0.0402,0.00389,0.00568,0.124,0.35,134.633,4,0.9538,3.26445,9.63789307654835
TRUE,0.355,0.55,"10",-5.772,"1",0.0285,0.245,3.2e-05,0.0979,0.26,73.842,4,0.901,3.79533333333333,7.64621720367446
TRUE,0.719,0.847,"0",-6.34,"0",0.0916,0.00201,0.0204,0.223,0.444,127.963,4,0.9785,4.04466666666667,9.557823197546
FALSE,0.651,0.773,"7",-6.97,"1",0.0366,0.318,0,0.27,0.69,83.995,4,0.974,3.24288333333333,7.48493028328966
FALSE,0.444,0.72,"2",-6.183,"1",0.0363,0.0942,9.07e-05,0.101,0.402,79.418,4,-0.5248,4.21911666666667,9.63789307654835
FALSE,0.654,0.95,"1",-3.163,"1",0.137,0.00223,0,0.406,0.351,140.009,4,0.969,3.80045,7.76744542459488
TRUE,0.392,0.605,"1",-6.204,"1",0.0338,0.0274,1.75e-06,0.189,0.307,155.586,4,0.8828,3.21911666666667,10.2904976962709
FALSE,0.364,0.29,"0",-11.923,"1",0.0407,0.529,0.00692,0.111,0.0754,159.994,4,0.989,5.662,9.63789307654835
TRUE,0.726,0.787,"4",-2.494,"1",0.0737,0.009,0,0.0596,0.888,124.99,4,-0.5806,3.33311666666667,10.0284094899318
TRUE,0.656,0.725,"1",-4.067,"1",0.0596,0.0262,0,0.0712,0.403,153.873,4,0.8146,4.21378333333333,7.98820359702258
FALSE,0.497,0.488,"2",-6.083,"1",0.0267,0.497,0,0.255,0.252,148.962,4,0.9258,4.26488333333333,5.86929691313377
FALSE,0.371,0.349,"2",-9.435,"1",0.0322,0.0329,1.27e-05,0.0969,0.234,113.526,3,-0.7383,5.35378333333333,9.63789307654835
FALSE,0.3,0.694,"2",-6.651,"1",0.0483,0.00769,0.000615,0.299,0.359,106.246,4,-0.0062,5.24645,9.63789307654835
TRUE,0.608,0.863,"11",-4.87,"1",0.131,0.0593,0,0.228,0.476,150.029,4,-0.9994,3.88578333333333,8.47547794091877
TRUE,0.299,0.676,"4",-3.187,"1",0.051,0.273,0,0.113,0.298,167.498,3,0.9953,3.68955,7.24422751560335
TRUE,0.466,0.704,"1",-7.169,"1",0.0353,0.1,2.71e-05,0.0744,0.481,176.043,4,0.9437,4.14045,9.08594265029827
TRUE,0.656,0.696,"8",-5.917,"1",0.0261,0.0134,0,0.0753,0.966,108.015,4,-0.5781,3.11045,7.12205988162914
TRUE,0.559,0.86,"7",-4.04,"1",0.05,0.0991,0,0.292,0.292,118.969,4,0.9984,3.74178333333333,9.09115456718478
FALSE,0.64,0.624,"10",-5.831,"0",0.152,0.0177,0,0.296,0.464,86.802,4,-0.9887,3.82378333333333,8.55383365551123
FALSE,0.742,0.844,"2",-4.622,"1",0.0479,0.000634,0,0.0659,0.416,131.986,4,-0.9999,4.89733333333333,7.05055607761381
FALSE,0.693,0.813,"7",-4.361,"0",0.066,0.0496,0,0.289,0.515,90.008,4,0.9986,3.99088333333333,9.10065570582594
TRUE,0.338,0.753,"2",-7.776,"1",0.053,0.0111,0.000157,0.0538,0.307,84.363,4,0.9495,4.804,9.0113666485406
FALSE,0.537,0.572,"4",-8.168,"1",0.263,0.198,0,0.0962,0.452,141.983,4,0.9545,3.84911666666667,9.65166891553071
TRUE,0.722,0.851,"7",-3.873,"0",0.0639,0.0319,0,0.108,0.452,126.885,4,0.9956,3.29893333333333,8.43998812050727
TRUE,0.71,0.882,"4",-2.932,"0",0.0595,0.00777,0.00771,0.294,0.875,128.016,4,-0.5795,3.88,8.22086431909788
TRUE,0.585,0.972,"9",-4.45,"0",0.0534,0.0143,0,0.0707,0.585,110.006,4,0.9515,3.83755,9.24056469473477
FALSE,0.682,0.496,"8",-8.492,"1",0.0343,0.447,0,0.142,0.423,103.942,4,0.9464,3.29978333333333,9.53584451510153
TRUE,0.554,0.849,"1",-5.181,"0",0.0357,0.0246,0.000233,0.31,0.683,116.992,4,0.9531,3.04821666666667,8.88617212981113
TRUE,0.556,0.57,"8",-5.647,"1",0.273,0.0361,0,0.103,0.307,140.148,4,-0.9999,4.11488333333333,8.42526063434996
TRUE,0.793,0.498,"8",-11.208,"0",0.17,0.0974,1.26e-05,0.13,0.427,119.988,4,0.9984,3.17755,9.90115626576905
FALSE,0.623,0.279,"0",-10.802,"1",0.031,0.661,0,0.193,0.38,116.04,4,0.9849,4.40421666666667,10.4401563462596
TRUE,0.765,0.837,"1",-3.113,"0",0.032,0.00107,1.06e-05,0.0801,0.721,122.028,4,0.8933,3.26621666666667,8.26027123355303
TRUE,0.663,0.814,"2",-4.987,"1",0.0466,0.0653,0.000252,0.0823,0.547,111.97,4,0.9979,3.33955,7.80832305039106
TRUE,0.747,0.716,"11",-2.457,"0",0.075,0.135,0,0.251,0.751,125.008,4,0.9359,3.51045,9.171569843189
TRUE,0.616,0.862,"7",-5.18,"0",0.0973,0.00117,0,0.179,0.569,127.992,4,-0.8898,3.91155,7.98290396142682
FALSE,0.736,0.88,"0",-4.323,"1",0.0339,0.00711,0.00123,0.301,0.704,127.998,4,0.9979,3.81445,8.28028872485199
FALSE,0.57,0.727,"8",-5.298,"1",0.0256,0.0334,0,0.364,0.491,100.019,4,-0.9963,4.03155,6.47594619553437
FALSE,0.698,0.575,"11",-7.263,"1",0.0286,0.357,5.31e-06,0.244,0.819,105.988,4,0.6239,3.74288333333333,5.86929691313377
FALSE,0.427,0.773,"8",-4.222,"1",0.115,0.00605,4.02e-06,0.0396,0.695,171.806,4,0.9714,5.05488333333333,8.27788396250766
TRUE,0.797,0.649,"11",-4.627,"1",0.0675,0.0522,1.9e-05,0.258,0.475,140.015,4,-0.9873,3.65021666666667,8.62258227809448
TRUE,0.608,0.86,"5",-5.324,"0",0.0554,0.0991,0,0.262,0.437,127.075,4,0.9378,3.88245,9.3918115673153
TRUE,0.56,0.936,"3",-5.835,"1",0.0439,0.00847,0,0.161,0.371,112.96,4,0.9976,3.63355,6.5606769965737
FALSE,0.706,0.789,"9",-6.179,"1",0.0415,0.00381,0.00374,0.206,0.26,104,4,-0.6877,6.01445,7.47477218239787
TRUE,0.677,0.722,"7",-7.088,"1",0.0522,0.0213,0,0.207,0.0483,125.091,4,0.8817,3.602,10.4401563462596
FALSE,0.688,0.947,"6",-4.097,"1",0.0545,0.221,0,0.284,0.878,136.032,4,0.9988,2.94666666666667,10.2321076127807
TRUE,0.637,0.732,"7",-6.209,"0",0.0965,0.244,0,0.498,0.68,128.108,4,0.9902,3.31333333333333,8.43998812050727
FALSE,0.484,0.943,"9",-4.364,"0",0.0647,3.77e-05,0.00452,0.593,0.345,143.933,4,-0.9977,4.28978333333333,5.48272008954582
TRUE,0.856,0.694,"10",-3.797,"0",0.296,0.124,0,0.0955,0.538,139.876,4,-0.869,3.49733333333333,5.94017125272043
TRUE,0.562,0.939,"0",-4.282,"1",0.0475,0.046,0,0.112,0.684,116.044,4,0.9992,3.69911666666667,9.0069075319693
TRUE,0.54,0.688,"8",-5.366,"1",0.0304,0.0732,0,0.0804,0.524,143.888,4,0.9841,3.58578333333333,9.39465993143281
TRUE,0.732,0.611,"1",-6.166,"1",0.121,0.000472,0,0.091,0.46,75.005,4,-0.9986,4.11845,9.15394637178002
FALSE,0.461,0.71,"5",-6.36,"1",0.0422,0.319,4.97e-06,0.104,0.281,175.825,4,0.559,4.03466666666667,9.4821724949979
TRUE,0.831,0.665,"1",-3.627,"0",0.0711,0.149,0,0.0636,0.663,129.989,4,0.8208,3.97933333333333,6.72623340235875
FALSE,0.832,0.683,"1",-4.855,"1",0.0606,0.00307,0.0314,0.0643,0.399,149.974,4,-0.9959,3.95955,10.903770107131
FALSE,0.705,0.873,"5",-1.311,"1",0.0504,0.0497,0,0.342,0.619,141.973,4,0.9866,3.95578333333333,9.65166891553071
TRUE,0.523,0.747,"11",-6.125,"1",0.0292,0.0807,0,0.11,0.294,118.97,4,0.9938,3.88171666666667,6.78067919641416
TRUE,0.714,0.846,"11",-2.802,"0",0.0787,0.00146,0,0.682,0.634,141.976,4,0.9889,4.45288333333333,9.171569843189
TRUE,0.731,0.915,"0",-4.453,"1",0.043,0.00191,1.16e-06,0.324,0.789,127.086,4,0.9935,3.428,8.61946092936382
FALSE,0.638,0.885,"11",-4.353,"0",0.259,0.666,9.89e-05,0.155,0.436,149.929,4,-0.9963,4.79288333333333,8.67488046725183
TRUE,0.813,0.782,"9",-6.005,"1",0.218,0.0227,0.00165,0.0956,0.681,150.003,4,-0.9992,4.47488333333333,9.171569843189
FALSE,0.592,0.826,"6",-4.939,"1",0.154,0.255,0,0.5,0.498,113.504,5,-0.0077,3.27088333333333,6.54016382330205
FALSE,0.6,0.599,"0",-6.102,"1",0.0276,0.401,0,0.102,0.496,99.05,4,0.8448,3.736,8.55808832611883
FALSE,0.576,0.524,"1",-4.961,"1",0.026,0.299,4.5e-06,0.13,0.263,75.963,4,0.776,3.86133333333333,7.31144102719022
TRUE,0.558,0.872,"9",-4.401,"1",0.0449,0.178,0,0.173,0.472,143.971,4,0.9833,3.55911666666667,10.2660016652981
TRUE,0.717,0.55,"10",-6.019,"0",0.0521,0.0358,0.00196,0.126,0.332,96.976,4,0.9954,2.85555,9.53584451510153
TRUE,0.713,0.718,"2",-3.806,"1",0.0278,0.00233,0,0.0838,0.656,126.999,4,0.7128,3.29333333333333,10.0284094899318
FALSE,0.505,0.833,"0",-4.632,"1",0.0475,0.00772,7.9e-05,0.069,0.565,130.121,4,0.6098,3.73888333333333,9.47378098005493
TRUE,0.707,0.924,"7",-2.842,"1",0.031,0.000972,0.00703,0.204,0.919,127.937,4,0.9834,3.44021666666667,8.22086431909788
TRUE,0.765,0.765,"1",-2.732,"0",0.0585,0.00765,3.82e-06,0.0527,0.886,120.001,4,0.9891,3.78578333333333,7.11341351595532
TRUE,0.418,0.546,"0",-9.057,"0",0.238,0.227,0,0.229,0.294,160.152,4,0.9979,3.48021666666667,10.8754805592291
FALSE,0.561,0.931,"1",-4.443,"1",0.0433,0.00868,5.01e-05,0.0885,0.497,126.102,4,0.9185,3.34621666666667,9.36738075015162
TRUE,0.495,0.527,"0",-4.742,"1",0.0351,0.000159,0.0163,0.1,0.574,208.067,4,0.991,3.67533333333333,7.53657724898552
TRUE,0.692,0.809,"2",-5.935,"1",0.0255,0.1,9.77e-05,0.185,0.927,104.023,4,0.9726,4.38978333333333,9.66177079644749
TRUE,0.565,0.84,"0",-4.641,"1",0.0296,0.0284,0,0.0928,0.742,144.04,4,0.9469,3.444,8.17633535208247
FALSE,0.409,0.837,"1",-4.043,"1",0.0406,0.00116,0.00651,0.0855,0.199,121.757,4,0.9608,4.06311666666667,7.17119588706088
FALSE,0.493,0.914,"3",-2.963,"0",0.386,0.393,0,0.353,0.519,173.694,4,0.9704,4.91511666666667,9.65166891553071
FALSE,0.366,0.667,"1",-5.683,"1",0.246,0.00212,0,0.398,0.51,76.627,4,-0.9978,3.62533333333333,7.58451898029156
TRUE,0.444,0.627,"7",-8.744,"0",0.252,0.123,0,0.0795,0.359,98.21,3,-0.9885,3.44378333333333,10.7937858899693
TRUE,0.716,0.972,"7",-2.302,"1",0.196,0.0145,3.22e-05,0.317,0.576,110.026,4,-0.9556,3.58755,9.32939667076299
FALSE,0.738,0.922,"7",-3.94,"1",0.0833,0.0034,0,0.0986,0.689,116.024,4,0.9844,4.11711666666667,5.41313304097662
TRUE,0.507,0.729,"11",-5.399,"0",0.0393,0.0182,1.4e-06,0.0658,0.272,105.013,4,0,4.066,7.07890353517797
FALSE,0.633,0.442,"0",-9.394,"1",0.0301,0.299,2.88e-06,0.0912,0.322,96.007,4,0.9897,4.47861666666667,7.12076768309689
TRUE,0.667,0.922,"5",-4.645,"1",0.0353,0.000354,0,0.0867,0.761,130.01,4,-0.9337,3.60266666666667,9.64118542899499
FALSE,0.693,0.849,"1",-3.259,"0",0.189,0.0668,0,0.69,0.599,128.971,4,0.9738,4.09866666666667,8.61946092936382
TRUE,0.567,0.858,"1",-4.848,"1",0.275,0.0176,0,0.127,0.493,161.911,4,0.9891,4.42221666666667,9.171569843189
TRUE,0.817,0.637,"10",-11.653,"0",0.285,0.0984,0,0.302,0.74,100.053,4,-0.9789,2.76036666666667,7.41107278725781
TRUE,0.451,0.632,"8",-7.98,"0",0.297,0.0114,0,0.198,0.234,132.89,4,-0.8135,3.86933333333333,7.2737863178449
TRUE,0.629,0.515,"0",-10.358,"0",0.265,0.0267,1.22e-05,0.0888,0.299,121.845,4,-0.1858,4.62311666666667,10.7937858899693
TRUE,0.744,0.733,"5",-4.061,"0",0.141,0.019,0,0.26,0.34,130.012,4,0.996,4.40245,9.191972714618
TRUE,0.647,0.478,"8",-8.837,"1",0.0782,0.547,2.69e-05,0.156,0.333,135.877,4,0.9682,3.88178333333333,7.98290396142682
TRUE,0.49,0.716,"4",-6.681,"1",0.0441,0.022,0.00048,0.0591,0.288,74.988,4,0.979,4.78733333333333,9.23799722796784
TRUE,0.617,0.839,"0",-2.849,"0",0.0655,0.0286,0,0.19,0.741,128.91,4,0.9976,3.426,9.53327237234996
TRUE,0.477,0.736,"7",-3.279,"1",0.0327,0.068,0,0.102,0.207,81.575,4,0.9411,3.63666666666667,9.73731489748154
TRUE,0.702,0.826,"3",-6.498,"1",0.0529,0.32,0.000227,0.355,0.329,80.014,4,-0.9662,1.30333333333333,9.49389608556411
TRUE,0.905,0.782,"10",-3.604,"0",0.164,0.096,0,0.0623,0.798,96.055,4,-0.9927,3.52155,8.64962397859673
FALSE,0.607,0.913,"4",-3.627,"0",0.036,0.066,0,0.123,0.626,137.037,4,-0.9729,3.58088333333333,9.79106245886721
FALSE,0.546,0.98,"9",-3.02,"0",0.0619,0.0154,0,0.31,0.478,120.037,4,-0.9612,3.41866666666667,9.24056469473477
TRUE,0.594,0.841,"1",-5.792,"1",0.102,0.000238,2.22e-06,0.156,0.643,129.925,4,0.997,3.79955,9.05583963088463
TRUE,0.554,0.794,"11",-5.417,"1",0.035,0.0697,0,0.63,0.79,176.01,4,0.8497,3.56378333333333,6.6947683078773
TRUE,0.603,0.67,"2",-3.882,"0",0.0249,0.00408,1.68e-06,0.112,0.446,107.993,4,0.1732,4.04956666666667,10.4641563572833
TRUE,0.565,0.531,"3",-5.809,"1",0.0287,0.375,0,0.312,0.407,146.027,4,-0.6729,3.77045,10.2321076127807
FALSE,0.642,0.57,"1",-4.966,"1",0.0421,0.0235,0,0.329,0.731,92.042,4,0.9923,3.40311666666667,10.8754805592291
FALSE,0.65,0.947,"11",-5.326,"1",0.0717,0.222,0,0.979,0.694,96.035,4,0,2.84155,5.57972982598622
TRUE,0.585,0.896,"0",-4.902,"1",0.262,0.0348,0,0.225,0.599,170.946,4,0.998,3.50466666666667,7.30474008632437
TRUE,0.612,0.749,"0",-5.014,"1",0.0446,0.615,0,0.167,0.574,120.052,4,0.8987,3.72111666666667,10.4641563572833
TRUE,0.84,0.613,"1",-8.421,"1",0.204,0.0134,0,0.35,0.287,95.047,4,-0.9962,3.44445,8.64962397859673
TRUE,0.707,0.861,"7",-4.225,"1",0.316,0.1,0,0.191,0.795,130.021,4,0.9958,3.32466666666667,9.191972714618
TRUE,0.598,0.724,"7",-7.226,"1",0.0344,0.00667,0.00187,0.0839,0.299,137.116,4,0.6017,4.07645,10.4401563462596
TRUE,0.706,0.89,"1",-4.444,"0",0.0688,0.0588,0.00286,0.306,0.684,128.011,4,0.9993,4.13555,8.63207678966828
FALSE,0.802,0.837,"8",-6.269,"1",0.13,0.12,0,0.288,0.83,124.951,4,-0.9921,4.26866666666667,9.171569843189
FALSE,0.568,0.878,"7",-5.094,"1",0.0933,0.0309,4.26e-06,0.213,0.725,171.723,4,0.9623,3.95488333333333,9.53584451510153
FALSE,0.52,0.559,"2",-9.615,"1",0.0254,0.0736,0.349,0.116,0.254,146.944,4,0.9977,3.80288333333333,8.12063826943783
FALSE,0.583,0.791,"11",-4.087,"1",0.0318,0.00877,0,0.0451,0.878,89.993,4,0.992,2.88155,8.03430693633949
FALSE,0.715,0.869,"11",-4.759,"1",0.0506,0.0131,0,0.261,0.3,138.981,4,-0.9992,4.55,9.49890776670024
TRUE,0.621,0.861,"2",-6.33,"1",0.0344,0.0222,0,0.0848,0.75,101.98,4,0.7676,4.28421666666667,8.43163530305459
TRUE,0.704,0.793,"8",-2.266,"1",0.0591,0.0488,0,0.575,0.412,127.96,4,0.995,3.328,9.28659514524535
TRUE,0.452,0.566,"5",-5.964,"1",0.0292,0.175,1.24e-05,0.0888,0.407,138.154,4,0.9628,3.35,9.17770095450841
TRUE,0.566,0.507,"6",-6.973,"1",0.0279,0.535,0.00619,0.107,0.141,158.119,4,0.7278,4.22288333333333,9.21613604457276
TRUE,0.643,0.725,"7",-5.632,"1",0.0231,0.0365,1.2e-06,0.326,0.683,93.975,4,0.6774,3.51778333333333,10.2904976962709
TRUE,0.72,0.751,"11",-4.484,"0",0.0462,0.0113,0,0.353,0.599,128.017,4,0.9985,3.37711666666667,9.76662920315192
FALSE,0.463,0.873,"8",-3.734,"0",0.382,0.0517,0,0.369,0.607,204.595,4,-0.9845,4.26288333333333,6.54016382330205
FALSE,0.612,0.835,"0",-4.158,"1",0.0388,0.000474,0,0.293,0.549,129.915,4,0.9656,3.60466666666667,8.66446311015127
FALSE,0.505,0.839,"7",-4.557,"1",0.0538,0.185,0,0.0406,0.511,160.154,4,0.9913,3.89645,6.42162226780652
TRUE,0.715,0.655,"0",-6.425,"1",0.137,0.0525,0,0.115,0.531,95.078,4,0.9393,3.45555,10.4790786248147
TRUE,0.449,0.585,"5",-6.761,"1",0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,4,0.999,4.64531666666667,8.97094039814245
TRUE,0.716,0.838,"10",-4.289,"1",0.0513,0.134,0,0.148,0.646,130.034,4,0.4404,3.70355,4.99043258677874
FALSE,0.475,0.896,"6",-4.749,"1",0.035,0.00318,0,0.29,0.868,169.999,4,0.7378,3.47066666666667,9.15030218531589
TRUE,0.572,0.663,"4",-5.418,"1",0.0274,0.221,0,0.291,0.455,140.253,4,0.9864,3.88288333333333,9.4821724949979
FALSE,0.591,0.88,"11",-4.401,"1",0.0532,0.0754,4.27e-06,0.0434,0.661,114.11,4,0.9959,4.39311666666667,5.86929691313377
TRUE,0.928,0.326,"1",-10.943,"1",0.372,0.0428,2.56e-05,0.19,0.261,98.958,4,-0.9997,3.48066666666667,8.28467247828943
FALSE,0.494,0.887,"6",-4.297,"0",0.398,0.00661,0,0.103,0.548,89.554,4,-0.9989,3.91045,6.68169079924026
FALSE,0.539,0.715,"4",-6.565,"0",0.0319,0.244,0,0.0861,0.279,107.973,4,0.4154,3.66621666666667,9.53584451510153
TRUE,0.694,0.671,"2",-4.088,"1",0.0444,0.0371,3.14e-05,0.236,0.466,83.999,4,0.9984,3.49333333333333,9.557823197546
FALSE,0.686,0.789,"8",-4.713,"0",0.23,0.0125,0.0147,0.142,0.72,172.976,4,0.9892,3.23688333333333,7.92888639126723
TRUE,0.592,0.584,"7",-7.422,"1",0.0305,0.245,0,0.0862,0.371,160.048,4,0.9955,3.49645,8.55465411529003
FALSE,0.688,0.382,"5",-5.455,"1",0.0272,0.837,0,0.108,0.335,107.239,4,-0.9992,4.15488333333333,5.86929691313377
TRUE,0.528,0.945,"7",-3.386,"0",0.0928,0.0034,0.505,0.115,0.308,139.987,4,0.8482,4.06421666666667,9.32939667076299
TRUE,0.758,0.557,"7",-4.568,"1",0.034,0.0117,0,0.0418,0.781,126.986,4,0.9963,3.864,9.071289010412
TRUE,0.671,0.86,"0",-3.043,"0",0.0502,0.0136,0,0.308,0.652,120.021,4,0.9996,3.80045,9.09697568602116
FALSE,0.497,0.176,"8",-8.87,"0",0.167,0.923,0,0.113,0.429,168.06,3,0.9989,2.78711666666667,5.86929691313377
TRUE,0.803,0.79,"1",-4.353,"1",0.125,0.00863,0,0.0441,0.712,94.982,4,0.9767,2.79688333333333,9.09697568602116
FALSE,0.541,0.734,"7",-4.232,"0",0.166,0.0621,0,0.12,0.321,162.304,4,-0.9987,4.462,10.8754805592291
FALSE,0.635,0.866,"1",-4.315,"1",0.0402,0.00411,1.08e-05,0.391,0.254,140.013,4,-0.9762,2.84768333333333,7.8715400973846
FALSE,0.654,0.968,"9",-5.789,"0",0.0724,0.024,0,0.0537,0.595,129.959,4,0.9917,4.30266666666667,5.86929691313377
FALSE,0.641,0.621,"11",-7.194,"1",0.0594,0.00602,0,0.103,0.162,144.947,4,-0.9957,3.52688333333333,9.49890776670024
TRUE,0.646,0.761,"7",-3.991,"1",0.0267,0.221,0,0.109,0.336,108.999,4,0.6076,3.51621666666667,8.44055895401681
FALSE,0.833,0.467,"8",-7.693,"1",0.0355,0.554,1.11e-05,0.135,0.815,128.918,4,0.992,4.10311666666667,5.86929691313377
FALSE,0.631,0.759,"4",-4.622,"1",0.048,0.00593,0,0.235,0.698,139.901,4,0.9982,3.33333333333333,9.05583963088463
FALSE,0.597,0.862,"5",-6.097,"1",0.0382,0.193,0.0196,0.133,0.634,138.912,4,-0.4404,3.1877,8.48446336679332
TRUE,0.789,0.858,"1",-5.542,"1",0.311,0.127,0,0.349,0.775,140.022,4,0.9939,3.65555,9.61571380921603
TRUE,0.421,0.407,"10",-7.445,"1",0.0267,0.309,0.000961,0.11,0.161,139.028,3,0.9983,4.752,8.41985595852728
