"new_id"
"The Middle%:%Zedd"
"Drunk Girl%:%Chris Janson"
"Waste It On Me%:%Steve Aoki Featuring BTS"
"A Million Dreams%:%P!nk"
"Venom%:%Eminem"
"New Patek%:%Lil Uzi Vert"
"Break Up In The End%:%Cole Swindell"
"Kamikaze%:%Lil Mosey"
"Drowns The Whiskey%:%Jason Aldean Featuring Miranda Lambert"
"No Tears Left To Cry%:%Ariana Grande"
"Jet Lag%:%Future"
"Astronauts%:%Future"
"Suncity%:%Khalid Featuring Empress Of"
"Vertigo%:%Khalid"
"Yacht Club%:%Lil Yachty Featuring Juice WRLD"
"Make It Back%:%Juice WRLD"
"Kiss And Make Up%:%Dua Lipa"
"Africa%:%Weezer"
"Get Dripped%:%Lil Yachty Featuring Playboi Carti"
"Meant To Be%:%Bebe Rexha"
"Flip The Switch%:%Quavo Featuring Drake"
"Simple%:%Florida Georgia Line"
"Pass Out%:%Quavo Featuring 21 Savage"
"Medicine%:%Queen Naija"
"Biggest Alley Oop%:%Quavo"
"Rerun%:%Quavo Featuring Travis Scott"
"Don't Cry%:%Lil Wayne Featuring XXXTENTACION"
"Huncho Dreams%:%Quavo"
"Chanel (Go Get It)%:%Young Thug Featuring Gunna"
"Thunderclouds%:%Labrinth"
"Sunrise, Sunburn, Sunset%:%Luke Bryan"
"If I'm Lyin, I'm Flyin%:%Kodak Black"
"Lose It%:%Quavo Featuring Lil Baby"
"Off White VLONE%:%Lil Baby"
"Business Is Business%:%Lil Baby"
"Is That Alright?%:%Lady Gaga"
"Let It Fly%:%Lil Wayne Featuring Travis Scott"
"Dedicate%:%Lil Wayne"
"Jumpsuit%:%twenty one pilots"
"Belly%:%Lil Baby"
"My Blood%:%twenty one pilots"
"The Way I Am%:%Charlie Puth"
"Can't Be Broken%:%Lil Wayne"
"Maybe It's Time%:%Bradley Cooper"
"Nico And The Niners%:%twenty one pilots"
"Deep End%:%Lil Baby"
"I Am%:%Lil Baby"
"What About Me%:%Lil Wayne Featuring Sosamann"
"Dark Side Of The Moon%:%Lil Wayne Featuring Nicki Minaj"
"Famous%:%Lil Wayne Featuring Reginae Carter"
"Dope N****z%:%Lil Wayne Featuring Snoop Dogg"
"Open Letter%:%Lil Wayne"
"Problems%:%Lil Wayne"
"Hittas%:%Lil Wayne"
"Open Safe%:%Lil Wayne"
"Took His Time%:%Lil Wayne"
"Mess%:%Lil Wayne"
"Let It All Work Out%:%Lil Wayne"
"Start This S**t Off Right%:%Lil Wayne Featuring Ashanti"
"Used 2%:%Lil Wayne"
"Rap Devil%:%Machine Gun Kelly"
"Demon%:%Lil Wayne"
"Perfect Strangers%:%Lil Wayne"
"Dope New Gospel%:%Lil Wayne Featuring Nivea"
"Head Above Water%:%Avril Lavigne"
"Perfect%:%Ed Sheeran"
"Nice For What%:%Drake"
"God's Plan%:%Drake"
"Barbie Dreams%:%Nicki Minaj"
"All Girls Are The Same%:%Juice WRLD"
"Fall%:%Eminem"
"Life Changes%:%Thomas Rhett"
"Hooked%:%Dylan Scott"
"Stargazing%:%Travis Scott"
"Lean Wit Me%:%Juice WRLD"
"Self Care%:%Mac Miller"
"OTW%:%Khalid"
"Remind Me To Forget%:%Kygo Featuring Miguel"
"The Ringer%:%Eminem"
"Apes**t%:%The Carters"
"Hopeless Romantic%:%Wiz Khalifa Featuring Swae Lee"
"Solo%:%Clean Bandit Featuring Demi Lovato"
"Vaina Loca%:%Ozuna x Manuel Turizo"
"Pretty Little Fears%:%6LACK Featuring J. Cole"
"Mercy%:%Brett Young"
"Side Effects%:%The Chainsmokers Featuring Emily Warren"
"Cry Pretty%:%Carrie Underwood"
"Not Alike%:%Eminem Featuring Royce Da 5'9"
"Kamikaze%:%Eminem"
"Mine%:%Bazzi"
"Hurt Feelings%:%Mac Miller"
"Greatest%:%Eminem"
"Come Back To Earth%:%Mac Miller"
"IDOL%:%BTS Featuring Nicki Minaj"
"Feels Like Summer%:%Childish Gambino"
"I'm Upset%:%Drake"
"Narcos%:%Migos"
"Normal%:%Eminem"
"Stepping Stone%:%Eminem"
"Nice Guy%:%Eminem"
"Good Guy%:%Eminem Featuring Jessie Reyez"
"I Am Who They Say I Am%:%YoungBoy Never Broke Again Featuring Kevin Gates"
"1942%:%G-Eazy Featuring Yo Gotti"
"Summertime Magic%:%Childish Gambino"
"Friends%:%Marshmello"
"Never Be The Same%:%Camila Cabello"
"One Kiss%:%Calvin Harris"
"Moonlight%:%XXXTENTACION"
"Get Along%:%Kenny Chesney"
"Unica%:%Ozuna"
"Changes%:%XXXTENTACION"
"Happy Now%:%Zedd"
"Level Up%:%Ciara"
"Taking A Walk%:%Trippie Redd"
"Don't Go Breaking My Heart%:%Backstreet Boys"
"Mob Ties%:%Drake"
"Wasted%:%Juice WRLD Featuring Lil Uzi Vert"
"This Is America%:%Childish Gambino"
"In My Blood%:%Shawn Mendes"
"Sweetener%:%Ariana Grande"
"Everytime%:%Ariana Grande"
"R.E.M%:%Ariana Grande"
"Kiss Somebody%:%Morgan Evans"
"Goodnight N Go%:%Ariana Grande"
"The Light Is Coming%:%Ariana Grande Featuring Nicki Minaj"
"Bed%:%Nicki Minaj Featuring Ariana Grande"
"Growing Pains%:%Alessia Cara"
"Take Back Home Girl%:%Chris Lane Featuring Tori Kelly"
"Pete Davidson%:%Ariana Grande"
"Chun-Li%:%Nicki Minaj"
"Rich Sex%:%Nicki Minaj Featuring Lil Wayne"
"Majesty%:%Nicki Minaj Featuring Eminem"
"Ganja Burns%:%Nicki Minaj"
"Be Careful%:%Cardi B"
"Stop Trying To Be God%:%Travis Scott"
"R.I.P Screw%:%Travis Scott"
"No Bystanders%:%Travis Scott"
"Carousel%:%Travis Scott"
"Album Of The Year (Freestyle)%:%J. Cole"
"5% Tint%:%Travis Scott"
"Have It All%:%Jason Mraz"
"Nevermind%:%Dennis Lloyd"
"Thought I Knew You%:%Nicki Minaj Featuring The Weeknd"
"NC-17%:%Travis Scott"
"Who? What!%:%Travis Scott"
"Skeletons%:%Travis Scott"
"Astrothunder%:%Travis Scott"
"Butterfly Effect%:%Travis Scott"
"Houstonfornication%:%Travis Scott"
"Coffee Bean%:%Travis Scott"
"Could've Been%:%H.E.R. Featuring Bryson Tiller"
"Up Down%:%Morgan Wallen Featuring Florida Georgia Line"
"I Was Jack (You Were Diane)%:%Jake Owen"
"Coming Home%:%Keith Urban Featuring Julia Michaels"
"Handgun%:%YG Featuring A$AP Rocky"
"Whatever It Takes%:%Imagine Dragons"
"Look Alive%:%BlocBoy JB Featuring Drake"
"Sober%:%Demi Lovato"
"Sit Next To Me%:%Foster The People"
"One Number Away%:%Luke Combs"
"Don't Matter To Me%:%Drake Featuring Michael Jackson"
"One Day%:%Logic Featuring Ryan Tedder"
"Call Out My Name%:%The Weeknd"
"All Mine%:%Kanye West"
"Karma%:%Queen Naija"
"X%:%Nicky Jam x J Balvin"
"I Might Need Security%:%Chance The Rapper"
"Emotionless%:%Drake"
"Can't Take A Joke%:%Drake"
"Elevate%:%Drake"
"Fr Fr%:%Wiz Khalifa Featuring Lil Skies"
"Blue Tint%:%Drake"
"After Dark%:%Drake Featuring Static Major"
"Alone%:%Halsey Featuring Big Sean"
"Zombie%:%Bad Wolves"
"8 Out Of 10%:%Drake"
"31 Days%:%Future"
"Talk Up%:%Drake Featuring JAY-Z"
"Wifi Lit%:%Future"
"Jocelyn Flores%:%XXXTENTACION"
"Sandra's Rose%:%Drake"
"Summer Games%:%Drake"
"Jaded%:%Drake"
"That's How You Feel%:%Drake"
"Survival%:%Drake"
"Cuddle My Wrist%:%Future"
"Millidelphia%:%Meek Mill Featuring Swizz Beatz"
"Racks Blue%:%Future"
"Finesse%:%Drake"
"Drug Addicts%:%Lil Pump"
"KOD%:%J. Cole"
"Peak%:%Drake"
"Kream%:%Iggy Azalea Feauring Tyga"
"Is There More%:%Drake"
"Ratchet Happy Birthday%:%Drake"
"Final Fantasy%:%Drake"
"March 14%:%Drake"
"Done For Me%:%Charlie Puth Featuring Kehlani"
"Esskeetit%:%Lil Pump"
"Everybody Dies In Their Nightmares%:%XXXTENTACION"
"Yikes%:%Kanye West"
"Downtown's Dead%:%Sam Hunt"
"Japan%:%Famous Dex"
"The Remedy For A Broken Heart (Why Am I So In Love)%:%XXXTENTACION"
"I Lived It%:%Blake Shelton"
"Plug Walk%:%Rich The Kid"
"Walk It Talk It%:%Migos Featuring Drake"
"Rockstar%:%Post Malone Featuring 21 Savage"
"F**k Love%:%XXXTENTACION Featuring Trippie Redd"
"Heaven%:%Kane Brown"
"New Rules%:%Dua Lipa"
"Wait%:%Maroon 5"
"Dura%:%Daddy Yankee"
"Bigger > You%:%2 Chainz"
"Say Amen (Saturday Night)%:%Panic! At The Disco"
"Hope%:%XXXTENTACION"
"TATI%:%6ix9ine Featuring DJ SPINKING"
"Fake Love%:%BTS"
"I Know You%:%Lil Skies Featuring Yung Pinch"
"Numb%:%XXXTENTACION"
"Powerglide%:%Rae Sremmurd"
"Life Goes On%:%Lil Baby Featuring Gunna"
"Overdose%:%YoungBoy Never Broke Again"
"Woman, Amen%:%Dierks Bentley"
"Born To Be Yours%:%Kygo"
"Boss%:%The Carters"
"Sativa%:%Jhene Aiko Featuring Swae Lee Or Rae Sremmurd"
"DDU-DU DDU-DU%:%BLACKPINK"
"IDGAF%:%Dua Lipa"
"Pray For Me%:%The Weeknd"
"Summer%:%The Carters"
"Welcome To The Party%:%Diplo"
"Reborn%:%KIDS SEE GHOSTS"
"Nice%:%The Carters"
"Cop Shot The Kid%:%Nas Featuring Kanye West"
"Friends%:%The Carters"
"4th Dimension%:%KIDS SEE GHOSTS Featuring Louis Prima"
"Feel The Love%:%KIDS SEE GHOSTS"
"Ghost Town%:%Kanye West Featuring PARTYNEXTDOOR"
"You Make It Easy%:%Jason Aldean"
"Freeee (Ghost Town, Pt. 2)%:%KIDS SEE GHOSTS"
"Fire%:%KIDS SEE GHOSTS"
"Cudi Montage%:%KIDS SEE GHOSTS"
"KIDS SEE GHOSTS%:%KIDS SEE GHOSTS"
"Violent Crimes%:%Kanye West"
"El Farsante%:%Ozuna"
"Babe%:%Sugarland Featuring Taylor Swift"
"Drip%:%Cardi B Featuring Migos"
"Singles You Up%:%Jordan Davis"
"I Thought About Killing You%:%Kanye West"
"No Mistakes%:%Kanye West"
"Finesse%:%Bruno Mars"
"Must've Never Met You%:%Luke Combs"
"Humility%:%Gorillaz Featuring George Benson"
"Watch%:%Travis Scott Featuring Lil Uzi Vert"
"Rich & Sad%:%Post Malone"
"Shoota%:%Playboi Carti Featuring Lil Uzi Vert"
"Lust%:%Lil Skies"
"Paranoid%:%Post Malone"
"New Freezer%:%Rich The Kid Featuring Kendrick Lamar"
"All The Stars%:%Kendrick Lamar"
"A$AP Forever%:%A$AP Rocky Featuring Moby"
"Infrared%:%Pusha T"
"King's Dead%:%Jay Rock"
"If You Know You Know%:%Pusha T"
"What Would Meek Do?%:%Pusha T Featuring Kanye West"
"Youth%:%Shawn Mendes Featuring Khalid"
"For The First Time%:%Darius Rucker"
"Most People Are Good%:%Luke Bryan"
"Everyday%:%Logic"
"Spoil My Night%:%Post Malone Featuring Swae Lee"
"The Games We Play%:%Pusha T"
"Change Lanes%:%Kevin Gates"
"Southside%:%Lil Baby"
"Let It Sing%:%Kevin Gates"
"Sangria Wine%:%Pharrell Williams x Camila Cabello"
"Champion%:%NAV Featuring Travis Scott"
"Red Roses%:%Lil Skies Featuring Landon Cube"
"Stay%:%Post Malone"
"ATM%:%J. Cole"
"Kevin's Heart%:%J. Cole"
"No Excuses%:%Meghan Trainor"
"Outside Today%:%YoungBoy Never Broke Again"
"Stir Fry%:%Migos"
"Over Now%:%Post Malone"
"Zack And Codeine%:%Post Malone"
"Same Bitches%:%Post Malone Featuring G-Eazy"
"When We%:%Tank"
"Takin' Shots%:%Post Malone"
"92 Explorer%:%Post Malone"
"Say Something%:%Justin Timberlake Featuring Chris Stapleton"
"Bartier Cardi%:%Cardi B Featuring 21 Savage"
"Barbie Tingz%:%Nicki Minaj"
"Otherside%:%Post Malone"
"Blame It On Me%:%Post Malone"
"Diamond Teeth Samurai%:%YoungBoy Never Broke Again"
"Famous%:%Mason Ramsey"
"I Do%:%Cardi B Featuring SZA"
"Preach%:%YoungBoy Never Broke Again"
"Candy Paint%:%Post Malone"
"Sugar Wraith%:%Post Malone"
"Motiv8%:%J. Cole"
"Jonestown (Interlude)%:%Post Malone"
"1985 (Intro To The Fall Off)%:%J. Cole"
"Photograph%:%J. Cole"
"Ye vs The People%:%Kanye West Featuring T.I."
"The Cut Off%:%J. Cole Featuring kiLL edward"
"Brackets%:%J. Cole"
"Wake Me Up!%:%Avicii"
"Window Pain (Outro)%:%J. Cole"
"Thunder%:%Imagine Dragons"
"Friends%:%J. Cole Featuring kiLL edward"
"Once An Addict (Interlude)%:%J. Cole"
"Let You Down%:%NF"
"Feel It Still%:%Portugal. The Man"
"Intro%:%J. Cole"
"The Long Way%:%Brett Eldredge"
"This Is Me%:%Keala Settle"
"Close%:%Rae Sremmurd"
"Thru Your Phone%:%Cardi B"
"Best Life%:%Cardi B Featuring Chance The Rapper"
"Lights Down Low%:%MAX Featuring gnash"
"I Fall Apart%:%Post Malone"
"Him & I%:%G-Eazy"
"Bad At Love%:%Halsey"
"Marry Me%:%Thomas Rhett"
"Bickenhead%:%Cardi B"
"Let Me%:%Zayn"
"Wasted Times%:%The Weeknd"
"Get Up 10%:%Cardi B"
"Guatemala%:%Swae Lee Featuring Slim Jxmmi"
"Money Bag%:%Cardi B"
"She Bad%:%Cardi B"
"Billy%:%6ix9ine"
"Top Off%:%DJ Khaled Featuring JAY Z"
"She's With Me%:%High Valley"
"Get You%:%Daniel Caesar Featuring Kali Uchis"
"Broken Clocks%:%SZA"
"Five More Minutes%:%Scotty McCreery"
"Gotti%:%6ix9ine"
"Hardaway%:%Derez De'Shon"
"Tell Me You Love Me%:%Demi Lovato"
"Try Me%:%The Weeknd"
"Broken Halos%:%Chris Stapleton"
"All On Me%:%Devin Dawson"
"No Roots%:%Alice Merton"
"Proud%:%2 Chainz Featuring YG"
"I Was Never There%:%The Weeknd Featuring Gesaffelstein"
"Hurt You%:%The Weeknd Featuring Gesaffelstein"
"Privilege%:%The Weeknd"
"Nowadays%:%Lil Skies Featuring Landon Cube"
"No Smoke%:%YoungBoy Never Broke Again"
"Tempo%:%Chris Brown"
"OKRA%:%Tyler"
"Echame La Culpa%:%Luis Fonsi"
"Written In The Sand%:%Old Dominion"
"La Modelo%:%Ozuna x Cardi B"
"Beautiful Trauma%:%P!nk"
"NBAYoungboat%:%Lil Yachty Featuring NBA YoungBoy"
"Focus%:%H.E.R."
"No Limit%:%G-Eazy Featuring A$AP Rocky"
"Love.%:%Kendrick Lamar Featuring Zacari"
"Wolves%:%Selena Gomez X Marshmello"
"MotorSport%:%Migos"
"Gummo%:%6ix9ine"
"Pick It Up%:%Famous Dex Featuring A$AP Rocky"
"Betrayed%:%Lil Xan"
"44 More%:%Logic"
"Booty%:%Blac Youngsta"
"Rubbin Off The Paint%:%YBN Nahmir"
"Dark Knight Dummo%:%Trippie Redd Featuring Travis Scott"
"Young Dumb & Broke%:%Khalid"
"How Long%:%Charlie Puth"
"Sky Walker%:%Miguel Featuring Travis Scott"
"Infinity (888)%:%XXXTENTACION Featuring Joey Bada$$"
"Going Down!%:%XXXTENTACION"
"At The Club%:%Jacquees X Dej Loaf"
"Everybody Hates Me%:%The Chainsmokers"
"Plain Jane%:%A$AP Ferg Featuring Nicki Minaj"
"Sorry Not Sorry%:%Demi Lovato"
"Indica Badu%:%Logic Featuring Wiz Khalifa"
"Contra%:%Logic"
"Overnight%:%Logic"
"66%:%Lil Yachty Featuring Trippie Redd"
"Midnight%:%Logic"
"Wassup%:%Logic Featuring Big Sean"
"River%:%Eminem Featuring Ed Sheeran"
"Yuck%:%Logic"
"Boom!%:%Lil Yachty Featuring Ugly God"
"BoomTrap Protocol%:%Logic"
"Warm It Up%:%Logic Featuring Young Sinatra"
"Good Old Days%:%Macklemore Featuring Kesha"
"The Champion%:%Carrie Underwood Featuring Ludacris"
"KEKE%:%6ix9ine"
"Paramedic!%:%SOB X RBE"
"Corazon%:%Maluma X Nego do Borel"
"Bodak Yellow (Money Moves)%:%Cardi B"
"Want You Back%:%5 Seconds Of Summer"
"Yours%:%Russell Dickerson"
"RONDO%:%6ix9ine Featuring Tory Lanez"
"You Broke Up With Me%:%Walker Hayes"
"Kooda%:%6ix9ine"
"The Ways%:%Khalid"
"Notice Me%:%Migos Featuring Post Malone"
"Codeine Dreaming%:%Kodak Black Featuring Lil Wayne"
"Make Me Feel%:%Janelle Monae"
"Rock%:%Plies"
"Shape Of You%:%Ed Sheeran"
"Too Good At Goodbyes%:%Sam Smith"
"Gucci Gang%:%Lil Pump"
"I Get The Bag%:%Gucci Mane Featuring Migos"
"Let Me Go%:%Hailee Steinfeld"
"Big Shot%:%Kendrick Lamar"
"Legends%:%Kelsea Ballerini"
"End Game%:%Taylor Swift Featuring Ed Sheeran"
"One Foot%:%WALK THE MOON"
"Female%:%Keith Urban"
"Roll In Peace%:%Kodak Black Featuring XXXTENTACION"
"Filthy%:%Justin Timberlake"
"Black Panther%:%Kendrick Lamar"
"Rewrite The Stars%:%Zac Efron"
"Like I Loved You%:%Brett Young"
"Losing Sleep%:%Chris Young"
"Man Of The Woods%:%Justin Timberlake"
"Diplomatic Immunity%:%Drake"
"BBO (Bad Bitches Only)%:%Migos Featuring 21 Savage"
"Sick Boy%:%The Chainsmokers"
"A Girl Like You%:%Easton Corbin"
"Supplies%:%Justin Timberlake"
"Believer%:%Imagine Dragons"
"The Way Life Goes%:%Lil Uzi Vert Featuring Nicki Minaj"
"Supastars%:%Migos"
"White Sand%:%Migos Featuring Travis Scott"
"Gang Gang%:%Migos"
"Higher We Go (Intro)%:%Migos"
"Auto Pilot%:%Migos"
"Emoji A Chain%:%Migos"
"Round Here Buzz%:%Eric Church"
"CC%:%Migos Featuring Gucci Mane"
"MIC Drop%:%BTS Featuring Desiigner"
"What Lovers Do%:%Maroon 5 Featuring SZA"
"Mi Gente%:%J Balvin"
"Bank Account%:%21 Savage"
"Attention%:%Charlie Puth"
"Unforgettable%:%French Montana Featuring Swae Lee"
"Pills And Automobiles%:%Chris Brown Featuring Yo Gotti"
"Greatest Love Story%:%LANCO"
"No Name%:%NF"
"Ice Tray%:%Quavo"
"The Greatest Show%:%Hugh Jackman"
"Never Enough%:%Loren Allred"
"My Dawg%:%Lil Baby"
"I'll Name The Dogs%:%Blake Shelton"
"The Weekend%:%SZA"
"Silence%:%Marshmello Featuring Khalid"
"My My My!%:%Troye Sivan"
"Krippy Kush%:%Farruko"
"...Ready For It?%:%Taylor Swift"
"Despacito%:%Luis Fonsi"
"That's What I Like%:%Bruno Mars"
"I Could Use A Love Song%:%Maren Morris"
"I Miss You%:%Clean Bandit Featuring Julia Michaels"
"Too Much To Ask%:%Niall Horan"
"Home%:%Machine Gun Kelly"
"Juice%:%Yo Gotti"
"What About Us%:%P!nk"
"Look What You Made Me Do%:%Taylor Swift"
"Light It Up%:%Luke Bryan"
"Wanted You%:%NAV Featuring Lil Uzi Vert"
"The Race%:%Tay-K"
"Eye 2 Eye%:%Huncho Jack Featuring Takeoff"
"Modern Slavery%:%Huncho Jack"
"Thunder/Young Dumb & Broke (Medley)%:%Imagine Dragons + Khalid"
"Black & Chinese%:%Huncho Jack"
"Dubai Shit%:%Huncho Jack Featuring Offset"
"Huncho Jack%:%Huncho Jack"
