"hitness","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","time_signature","sentiment","scaled_duration","scaled_tempo","scaled_popularity"
FALSE,0.622,0.708,"11",-5.084,"1",0.0444,0.00961,0.00294,0.311,0.455,4,0.9992,0.313437518610566,0.467981678417869,0.00546919727277459
FALSE,0.523,0.861,"0",-3.447,"1",0.0644,0.0336,0,0.144,0.346,4,0.8716,0.33284625094233,0.594417438253555,0.00146597040301175
FALSE,0.578,0.287,"4",-13.642,"0",0.0829,0.915,0,0.0969,0.735,4,0.9849,0.309640600011911,0.878631214997871,0.0403271976544474
FALSE,0.574,0.329,"1",-6.829,"1",0.0274,0.22,0,0.0986,0.356,4,-0.6072,0.345605291864514,0.612870022504293,0.189026329638047
TRUE,0.591,0.703,"10",-6.211,"1",0.0256,0.0435,2.34e-06,0.145,0.402,4,0.9838,0.359976643285744,0.44911737322036,0.0549487344078
TRUE,0.66,0.685,"2",-6.658,"1",0.0477,0.0165,0,0.442,0.32,4,0.9995,0.295096397284927,0.561395546863669,0.03142149974266
FALSE,0.476,0.941,"0",-4.756,"1",0.0955,0.000357,0,0.0957,0.346,4,0.9977,0.297217093977367,0.702026322068711,0.0823589111916865
FALSE,0.552,0.637,"5",-6.568,"1",0.0445,0.464,1.63e-05,0.136,0.333,4,0.9974,0.456501751027303,0.458367058581341,0.355361634947347
TRUE,0.505,0.71,"3",-3.015,"1",0.0321,0.19,0.00025,0.269,0.428,4,-0.9577,0.257834594373182,0.420788164894239,0.290905489726642
TRUE,0.629,0.808,"9",-4.125,"1",0.0269,0.00898,9.06e-06,0.0751,0.773,4,0.9963,0.260428816491467,0.514655862110912,0.0344962786905154
TRUE,0.539,0.414,"1",-9.156,"0",0.0601,0.253,1.3e-06,0.143,0.123,4,0.9882,0.369659221471909,0.443980218679967,0.052542894814455
TRUE,0.439,0.489,"8",-6.286,"1",0.0368,0.132,0.000643,0.114,0.253,4,0.9485,0.364159935391377,0.672826885377824,0.0293627799656495
TRUE,0.631,0.924,"0",-5.589,"1",0.146,0.0841,3.59e-06,0.084,0.755,4,0.9463,0.27929284933031,0.468075251360317,0.307338526396142
FALSE,0.527,0.591,"6",-7.664,"0",0.0396,0.194,0.0194,0.0907,0.461,4,0.999,0.372952111473114,0.576254930124405,0.195735674259642
TRUE,0.69,0.578,"6",-7.436,"1",0.0929,0.167,0,0.305,0.416,4,0.843,0.280424371743605,0.467682245002035,0.0682225614869045
FALSE,0.541,0.628,"0",-4.682,"0",0.0603,0.733,0,0.056,0.364,4,0.9995,0.347638836638086,0.374418093264152,0.0224492982425704
TRUE,0.579,0.888,"2",-4.255,"1",0.036,0.00209,7.73e-06,0.323,0.486,4,0.9896,0.332397418560163,0.500788352040124,0.0152235388005066
FALSE,0.731,0.572,"6",-7.889,"0",0.0445,0.105,0.00012,0.133,0.947,4,0.988,0.317484272709974,0.720689445439957,0.0295247017458638
TRUE,0.474,0.857,"7",-5.734,"1",0.0435,0.113,0,0.133,0.545,4,0.9937,0.321339292587875,0.795398082690409,0.091560260925383
TRUE,0.711,0.508,"7",-7.299,"1",0.0502,0.0355,0,0.141,0.663,4,0.9923,0.316361465488566,0.458965925413008,0.0693675797898486
TRUE,0.6,0.663,"3",-5.802,"1",0.0477,0.225,0,0.119,0.286,4,0.9881,0.356586433641803,0.566443807108737,0.210533734668031
FALSE,0.144,0.541,"0",-7.076,"1",0.038,0.278,1.01e-05,0.101,0.0899,3,0.9973,0.365282742612785,0.370838928215517,0.195735674259642
TRUE,0.654,0.829,"10",-4.802,"1",0.0367,0.000629,1.1e-06,0.121,0.546,4,-0.1779,0.380853885450423,0.584779425181415,0.00565135927551569
TRUE,0.738,0.482,"6",-8.917,"0",0.0402,0.0266,0.621,0.106,0.352,4,0.8373,0.413991950067761,0.437252324117958,0.0757984767786818
FALSE,0.557,0.833,"7",-4.671,"1",0.073,0.00867,0,0.0621,0.449,4,-0.9968,0.340899088245675,0.589083780534021,0.0209746534584757
TRUE,0.418,0.441,"11",-11.522,"0",0.283,0.029,0.0707,0.306,0.172,4,0.9973,0.464036034413388,0.823105030949251,0.202543328533509
TRUE,0.549,0.703,"3",-6.68,"1",0.0348,0.0223,0,0.205,0.717,4,0.9942,0.297227261701234,0.767513345840917,0.0228425368516623
TRUE,0.712,0.922,"6",-3.902,"0",0.0411,0.00266,1.9e-06,0.268,0.976,4,0.9995,0.33644272012759,0.589434679068201,0.03142149974266
FALSE,0.262,0.482,"2",-6.863,"0",0.0302,0.554,0.0161,0.244,0.0878,3,0.9957,0.496901023018274,0.6452696538269,0.195735674259642
TRUE,0.534,0.663,"1",-6.339,"1",0.0433,0.182,0,0.108,0.332,4,0.9917,0.37293322855736,0.720680088145712,0.0891552887701463
FALSE,0.431,0.377,"2",-9.753,"1",0.0288,0.749,0,0.211,0.353,4,0.9975,0.310300049531341,0.812540645746876,0.0175612845023508
FALSE,0.742,0.711,"2",-5.353,"1",0.0343,0.351,0,0.0658,0.941,4,0.994,0.229449214398078,0.65477198613249,0.0823589111916865
TRUE,0.601,0.636,"8",-5.732,"1",0.0938,0.279,0,0.455,0.351,4,-0.9871,0.484738972740332,0.407028263707266,0.174158440461939
FALSE,0.652,0.578,"0",-6.187,"1",0.161,0.00861,0,0.285,0.195,4,0.9994,0.300983509404418,0.408890365261981,0.166142155757187
FALSE,0.92,0.654,"11",-3.051,"0",0.0401,0.0236,0.0158,0.0359,0.847,4,0.9853,0.426793114417397,0.547616931088207,0.320181815027498
FALSE,0.739,0.96,"1",-2.293,"1",0.0581,0.146,3.68e-05,0.38,0.722,4,0.9954,0.371829304251706,0.584924463242209,0.320181815027498
TRUE,0.479,0.545,"7",-7.346,"1",0.0688,0.365,0,0.0963,0.244,4,0.9891,0.367102765185132,0.35041663352625,0.0411830699212945
TRUE,0.453,0.865,"6",-5.315,"1",0.0664,0.0753,0,0.246,0.773,4,0.9984,0.275051455945431,0.824199834375892,0.136999705071043
FALSE,0.271,0.0937,"0",-15.035,"1",0.0367,0.939,0,0.108,0.147,5,0.9964,0.307392080505133,0.770671432648535,0.00132718030568519
TRUE,0.621,0.676,"1",-7.808,"1",0.0303,0.506,0.0675,0.0825,0.482,4,0.9274,0.366754157509663,0.48661672990638,0.128110199337277
FALSE,0.415,0.264,"4",-8.741,"1",0.0475,0.948,6.31e-06,0.106,0.357,5,0.9946,0.273623617007987,0.434548066081212,0.176187089051196
TRUE,0.908,0.542,"3",-5.542,"0",0.211,0.296,1.58e-06,0.19,0.618,4,0.9834,0.514231182085052,0.636071433584265,0.0284363560659947
TRUE,0.694,0.81,"11",-3.556,"0",0.0661,0.122,0,0.141,0.824,4,0.7372,0.30048093333895,0.645503586183019,0.0967471070939089
FALSE,0.548,0.475,"1",-12.42,"1",0.0355,0.615,0.808,0.0944,0.0349,4,-0.7543,0.42801324128154,0.594066539719375,0.0757984767786818
FALSE,0.688,0.782,"11",-3.683,"1",0.158,0.152,0,0.803,0.453,4,-0.6098,0.498264950548549,0.684598361537778,0.526779549279159
TRUE,0.781,0.853,"1",-3.68,"0",0.0715,0.0525,0,0.12,0.624,4,0.9853,0.363407523825156,0.514880437172787,0.500782140027643
TRUE,0.639,0.846,"9",-6.184,"0",0.0439,0.0325,0,0.116,0.475,4,0.9608,0.326548072272181,0.542559313548894,0.0265436061137038
FALSE,0.77,0.801,"9",-4.182,"0",0.0336,0.00375,0.00281,0.0515,0.725,4,0.9908,0.338633138355124,0.611779897724774,0.0171781660045222
FALSE,0.609,0.674,"9",-6.506,"0",0.0355,0.00378,0.000302,0.129,0.743,4,-0.9717,0.357768794674437,0.596719332637774,0.0468156347044638
FALSE,0.573,0.593,"6",-7.225,"1",0.0299,0.114,2.65e-06,0.122,0.425,4,0.9945,0.336329422633063,0.748480609347001,0.355361634947347
FALSE,0.538,0.652,"8",-3.521,"1",0.0308,0.362,6.03e-06,0.083,0.515,4,0.9744,0.288821459126476,0.351029536299284,5.20462864974584e-05
TRUE,0.533,0.755,"11",-7.25,"0",0.0419,0.0332,0,0.233,0.472,4,0.9984,0.371713101693217,0.402522726528397,0.0241277909821134
TRUE,0.559,0.777,"1",-5.031,"1",0.0432,0.31,0,0.105,0.329,4,-0.8045,0.335842824419387,0.407117158002592,0.0662688017209972
TRUE,0.545,0.78,"7",-4.867,"0",0.0436,0.0309,4.64e-05,0.0828,0.458,4,0.8767,0.370530740660583,0.584896391359474,0.0336080220676255
TRUE,0.589,0.904,"1",-5.685,"1",0.0356,0.00119,0.257,0.0767,0.0364,4,0,0.239300286294053,0.599119478611565,0.00955266216755435
TRUE,0.631,0.819,"9",-4.24,"1",0.122,0.0767,0,0.1,0.733,4,0.9946,0.338691239634369,0.589172674829346,0.0687930466161239
FALSE,0.381,0.568,"1",-5.705,"1",0.0436,0.327,0,0.0822,0.259,4,0.9873,0.401479839582368,0.729653733326471,0.0719279679394875
FALSE,0.428,0.871,"1",-4.891,"1",0.0349,0.0108,7.35e-06,0.37,0.732,4,0.9985,0.34827795070978,0.813775808587189,0.091560260925383
TRUE,0.789,0.916,"0",-3.262,"1",0.249,0.0135,8.09e-06,0.077,0.658,4,0.9064,0.266902751531332,0.59866097119357,0.0932374525077636
TRUE,0.749,0.865,"3",-5.228,"1",0.0413,0.00536,0,0.198,0.371,4,-0.9828,0.3137657908383,0.52360611405606,0.046422396095372
TRUE,0.581,0.767,"10",-6.28,"1",0.0406,0.157,0,0.278,0.832,4,0.9994,0.323352501913711,0.711205827722856,0.257450425912111
TRUE,0.407,0.147,"2",-8.822,"1",0.0355,0.857,2.89e-06,0.0913,0.0765,3,0.9771,0.333210836469592,0.661017980040891,0.0187077485354754
TRUE,0.674,0.428,"7",-9.504,"1",0.122,0.121,0,0.132,0.337,4,0.9924,0.276249794829858,0.397114210454905,0.0682225614869045
TRUE,0.508,0.763,"8",-3.58,"1",0.0516,0.16,0,0.118,0.476,4,0.9982,0.575183781608912,0.65338710658426,0.202543328533509
TRUE,0.867,0.495,"5",-7.71,"1",0.0461,0.0145,0,0.111,0.265,4,-0.9988,0.314136186493486,0.4561025933741,0.0231328394719037
FALSE,0.49,0.889,"5",-4.091,"1",0.0712,0.0244,2.74e-06,0.393,0.658,4,0.984,0.310686423038319,0.659768781259211,0.091560260925383
TRUE,0.493,0.67,"6",-5.131,"1",0.0298,0.319,0,0.102,0.451,3,0.9938,0.315790620419985,0.711102897486163,0.031439426796898
FALSE,0.797,0.929,"0",-2.959,"0",0.0433,0.0143,0,0.111,0.747,4,0.7832,0.231863322550704,0.449164159691584,8.67438108290973e-06
TRUE,0.448,0.784,"9",-3.686,"1",0.0627,0.106,0.000108,0.668,0.236,4,0.9579,0.271351856989511,0.637442277191127,0.255881849972861
FALSE,0.753,0.79,"6",-6.783,"0",0.0861,0.00184,9.69e-05,0.648,0.588,4,0.9964,0.285063758891311,0.598824723842854,0.00386009958189483
FALSE,0.722,0.697,"10",-7.083,"1",0.0404,0.239,0,0.062,0.487,4,0.9928,0.30794549518994,0.562055236107927,0.0055732898457695
TRUE,0.731,0.71,"1",-4.285,"1",0.0332,0.0382,9.92e-05,0.118,0.633,4,0.9808,0.300383613696215,0.519442118117125,0.00664168444914789
TRUE,0.614,0.715,"0",-6.451,"1",0.0445,0.0849,0.000316,0.102,0.231,4,0.9973,0.406030622279226,0.551874499969589,0.0709113304765705
TRUE,0.548,0.532,"5",-7.596,"1",0.0323,0.186,0.000263,0.217,0.405,4,-0.9452,0.39566099646599,0.397825364817509,0.0478392116722472
TRUE,0.564,0.76,"6",-5.667,"1",0.0277,0.0676,0,0.144,0.528,4,0.9868,0.336541492302307,0.62700889410818,0.00690263874672542
TRUE,0.264,0.363,"2",-10.196,"1",0.0338,0.501,0.00406,0.11,0.0613,4,0.9966,0.778557141881871,0.581686839433509,0.0197480959733523
TRUE,0.699,0.524,"11",-7.522,"1",0.051,0.412,0,0.0844,0.31,4,0.9986,0.419974929298006,0.537679484600233,0.00404804450535788
FALSE,0.597,0.602,"7",-4.99,"1",0.0292,0.214,0.00032,0.313,0.262,4,0.6952,0.284928673417067,0.430430856613502,0.00896497284918721
TRUE,0.768,0.483,"10",-7.224,"0",0.0722,0.116,0,0.158,0.723,4,-0.9625,0.34226301577595,0.400085151377628,0.0292413386304887
TRUE,0.505,0.624,"7",-6.513,"1",0.0371,0.0235,0,0.5,0.215,4,0.7111,0.325929293648223,0.65430412142025,0.068277499233763
TRUE,0.677,0.754,"0",-5.135,"1",0.0372,0.0667,4.22e-05,0.26,0.801,4,0.9956,0.24855727260975,0.528949129069838,0.139971258884012
FALSE,0.505,0.838,"6",-4.429,"1",0.036,0.00537,2.17e-05,0.0823,0.376,4,0.9931,0.377851501845442,0.360087397128246,0.0691781891362051
TRUE,0.583,0.655,"0",-5.407,"1",0.0315,0.111,3.57e-06,0.113,0.201,4,0.9982,0.404888932142063,0.560310100731273,0.051460765774362
FALSE,0.663,0.777,"5",-5.496,"0",0.0375,0.0157,0.00829,0.0755,0.94,4,-0.9883,0.308827182102482,0.669060574444294,0.0670269426276435
TRUE,0.671,0.771,"7",-4.821,"0",0.0316,0.00492,7.28e-06,0.354,0.436,4,0.995,0.324707714252099,0.421092276957195,0.122263955633432
FALSE,0.56,0.747,"2",-5.998,"0",0.0689,0.189,3.37e-06,0.109,0.242,4,0.9993,0.308118346495694,0.598590791486734,0.0589229021009351
TRUE,0.561,0.749,"6",-4.951,"0",0.032,0.461,1.82e-06,0.205,0.501,4,-0.9722,0.332223114722428,0.589444036362445,0.354737079509377
FALSE,0.68,0.947,"8",-3.703,"1",0.0338,0.0433,1.18e-05,0.204,0.895,4,-0.3869,0.25922902507506,0.542643529197097,0.00324421852500824
TRUE,0.551,0.836,"10",-3.838,"0",0.0524,0.00502,2.1e-05,0.0425,0.758,4,0.9975,0.32038933667222,0.865844472412357,0.0353936434135424
TRUE,0.53,0.422,"5",-6.262,"1",0.0342,0.407,0,0.107,0.349,4,0.937,0.321532479341364,0.561269223391364,0.051460765774362
FALSE,0.616,0.919,"5",-3.468,"0",0.0401,0.0141,0,0.117,0.572,4,0.9962,0.33795625845192,0.514688612640769,0.0812203986745546
TRUE,0.497,0.816,"9",-6.489,"1",0.0563,0.217,0,0.171,0.512,4,0.9898,0.328737037967733,0.795210936805513,0.0216816155167329
TRUE,0.773,0.414,"6",-7.436,"0",0.0961,0.00411,3.4e-05,0.0733,0.289,4,0.9882,0.331002987858285,0.467831961709952,0.512825072431082
TRUE,0.483,0.431,"8",-7.656,"1",0.0343,0.836,5.19e-05,0.199,0.296,4,0.8917,0.294322197738989,0.366150923798874,0.282933733511448
FALSE,0.731,0.74,"8",-6.307,"1",0.457,0.449,0,0.13,0.588,4,0.9995,0.300867306845928,0.449220303457052,0.0215211394666991
TRUE,0.56,0.77,"0",-4.694,"1",0.0256,0.096,6.39e-06,0.108,0.521,4,0.9862,0.265910672188225,0.4679255346524,0.0625075900834475
TRUE,0.495,0.894,"2",-4.814,"0",0.0441,0.00453,0.000596,0.103,0.213,4,0.9956,0.348453707079496,0.589649896835831,0.0072647941569369
FALSE,0.623,0.677,"5",-5.215,"1",0.0641,0.0233,0,0.0723,0.182,4,0.9917,0.302184753352807,0.710223311827152,0.0139896080914627
FALSE,0.391,0.152,"7",-16.558,"1",0.0391,0.966,0.00197,0.119,0.0974,4,0.9999,0.23445754466899,0.671423291241105,0.000798043059627696
TRUE,0.853,0.599,"7",-4.756,"1",0.0411,0.00334,7.93e-06,0.0759,0.843,4,0.9869,0.38321715498371,0.561404904157914,0.0384231710067487
TRUE,0.826,0.436,"1",-9.583,"1",0.0558,0.441,0.615,0.0964,0.272,4,-0.9262,0.376340868585074,0.556997618568615,0.0412408991285138
FALSE,0.739,0.52,"9",-6.301,"1",0.0679,0.0754,0,0.382,0.247,4,-0.9968,0.420692480096681,0.589682647365688,0.166142155757187
TRUE,0.823,0.662,"7",-8.426,"1",0.318,0.0118,0,0.0805,0.533,4,-0.9927,0.325425265050773,0.561985056401091,0.512825072431082
FALSE,0.617,0.621,"11",-10.233,"1",0.0306,0.0207,3.8e-05,0.0879,0.378,4,0.9635,0.329976047747631,0.584793461122782,0.022683506531809
FALSE,0.68,0.83,"5",-3.922,"0",0.0897,0.00169,0,0.382,0.638,4,-0.9998,0.451253752979506,0.481479575365987,0.0277580194653111
FALSE,0.689,0.377,"1",-8.761,"1",0.0397,0.285,0,0.268,0.294,4,0.997,0.306103684637877,0.673472538680715,0.072552523377457
FALSE,0.685,0.944,"5",-2.793,"1",0.145,0.0856,0,0.0927,0.757,4,0.7326,0.342139550557554,0.58477006788717,0.00546919727277459
FALSE,0.777,0.548,"10",-6.836,"0",0.0596,0.145,0,0.154,0.428,4,-0.7301,0.43101417235454,0.467888105475421,0.00117971582727572
TRUE,0.432,0.725,"7",-4.862,"1",0.0431,0.00273,0,0.208,0.353,4,0.9982,0.332454067307427,0.603086971371358,0.122263955633432
TRUE,0.555,0.682,"0",-5.711,"1",0.0269,0.0029,0,0.0662,0.383,4,0.9924,0.387767937680568,0.495875772561606,0.0135146857271734
FALSE,0.614,0.938,"11",-4.461,"1",0.0611,0.000532,0,0.368,0.607,4,0.9645,0.326346170326805,0.468136073772908,0.0461320934751306
TRUE,0.576,0.849,"9",-3.057,"1",0.0386,0.511,4.01e-05,0.109,0.666,4,0.9903,0.285781309689986,0.645606516419712,0.0717776120007171
TRUE,0.708,0.843,"7",-2.66,"1",0.314,0.397,0,0.799,0.625,4,0,0.528025878309776,0.693094784712053,0.500782140027643
FALSE,0.632,0.805,"11",-4.488,"0",0.0303,0.0095,0,0.197,0.275,4,0.9982,0.265948438019734,0.540332277518633,0.00712600405961035
TRUE,0.494,0.936,"1",-2.989,"1",0.0418,0.0744,0,0.148,0.582,4,0.995,0.289518674477415,0.664082493906062,0.220919137419545
TRUE,0.456,0.637,"6",-4.773,"1",0.0354,0.0171,0,0.194,0.436,4,0.9943,0.304237181042134,0.729635018737982,0.00720262775917605
TRUE,0.657,0.841,"9",-4.188,"1",0.0452,0.16,0,0.177,0.722,4,0.9915,0.242882230159503,0.561479762511872,0.00610098136164651
TRUE,0.655,0.819,"0",-4.852,"1",0.0316,0.000176,0.00374,0.104,0.766,5,0.9982,0.280033640640683,0.551874499969589,0.0334267275029927
TRUE,0.613,0.808,"10",-2.851,"1",0.0346,0.0426,0.0159,0.102,0.38,4,0.9941,0.349227906625434,0.580325353120892,0.0243871549764924
TRUE,0.527,0.723,"1",-6.134,"1",0.0411,0.217,0,0.037,0.888,4,0.9803,0.343959573129901,0.750759110495609,0.00484608756498557
TRUE,0.859,0.599,"9",-5.254,"1",0.0614,0.000362,8.2e-06,0.13,0.319,4,0.992,0.366793375873153,0.655033990371344,0.051460765774362
FALSE,0.47,0.793,"0",-8.929,"1",0.26,0.164,1.31e-06,0.313,0.216,4,0.9965,0.313669923727546,0.795837875519915,0.202543328533509
FALSE,0.777,0.778,"9",-6.349,"1",0.136,0.156,1.08e-06,0.196,0.437,4,-0.9997,0.392474141299406,0.51430028492961,0.512825072431082
FALSE,0.725,0.874,"0",-3.715,"0",0.0396,0.00262,0.000412,0.0958,0.748,4,0.8558,0.360130611675743,0.598796651960119,0.0384708801027047
TRUE,0.596,0.738,"8",-3.109,"1",0.0411,0.109,0,0.0947,0.461,4,-0.694,0.315703468501118,0.598684364429182,0.0243264343089121
TRUE,0.768,0.782,"7",-5.545,"1",0.141,0.0545,0,0.338,0.842,4,0.982,0.320020393549015,0.545024960582398,0.0540240453843618
TRUE,0.657,0.574,"1",-9.484,"0",0.0407,0.016,8.1e-05,0.172,0.211,4,0.9972,0.408277689254023,0.561400225510791,0.0693675797898486
FALSE,0.629,0.58,"2",-7.233,"1",0.0692,0.279,0,0.38,0.557,4,0.7609,0.325522584693508,0.69691256076393,0.0267517912596936
FALSE,0.378,0.53,"5",-6.676,"1",0.0304,0.721,0,0.328,0.146,4,0.9907,0.354252214748138,0.449042514866401,0.0589229021009351
TRUE,0.668,0.515,"1",-6.977,"1",0.402,0.0703,0,0.223,0.425,4,-0.9963,0.394468467709488,0.57086044999228,0.512825072431082
FALSE,0.741,0.565,"5",-5.448,"0",0.108,0.114,0,0.205,0.892,4,0.9991,0.360421118071967,0.627509509350276,0.10985669922451
FALSE,0.432,0.868,"6",-2.01,"0",0.0882,0.00725,0,0.233,0.567,4,-0.2481,0.256110438911589,0.730467817925769,0.210533734668031
TRUE,0.635,0.434,"6",-7.986,"1",0.0298,0.171,1.09e-06,0.106,0.171,4,0.994,0.404810495415083,0.654902988251917,0.22418359616708
FALSE,0.705,0.572,"8",-5.799,"0",0.0326,0.0262,0,0.585,0.574,4,-0.9929,0.311896382178595,0.654902988251917,0.222581148835031
TRUE,0.549,0.713,"9",-4.935,"1",0.0306,0.185,0,0.112,0.463,4,-0.8988,0.304508804522604,0.762568015832542,0.0628320119359484
FALSE,0.448,0.649,"5",-5.925,"1",0.0434,0.418,0,0.0976,0.575,4,0.9947,0.289983484711375,0.916663937455845,0.0312104231363092
FALSE,0.511,0.0971,"11",-16.561,"1",0.0442,0.951,0,0.106,0.397,4,0.807,0.281481815025862,0.631317928107908,0.128110199337277
TRUE,0.597,0.682,"1",-4.573,"1",0.0283,0.124,0,0.0808,0.336,4,0.7693,0.364915252021561,0.51943276082288,0.0938134314116688
TRUE,0.572,0.942,"2",-5.65,"1",0.0475,0.0279,0,0.124,0.503,4,0,0.278511387124466,0.481863224430024,0.0805763258791485
TRUE,0.434,0.75,"10",-3.53,"1",0.0293,0.0107,0,0.106,0.488,4,0.9982,0.292462956803151,0.747760097690152,0.00598966013774917
TRUE,0.72,0.848,"0",-6.834,"1",0.0589,0.123,0,0.0728,0.965,4,0.9892,0.274605528627227,0.4351095037359,0.0312234347079336
TRUE,0.568,0.631,"7",-5.623,"1",0.0273,0.033,0,0.144,0.23,4,0.9924,0.326858914116142,0.491707097975549,0.0597387276417828
TRUE,0.882,0.621,"1",-6.652,"1",0.0461,0.000463,0.00055,0.0784,0.487,4,-0.9837,0.275555484542881,0.491042730084169,0.069768047049843
TRUE,0.669,0.78,"7",-4.287,"0",0.053,0.0265,1.63e-06,0.143,0.738,4,0.9976,0.308420473147768,0.654753271544,0.0705036345656737
TRUE,0.465,0.772,"5",-3.932,"0",0.0378,0.0959,1.04e-05,0.167,0.257,4,-0.9762,0.313223996409341,0.729073581083294,0.0143589921525765
TRUE,0.528,0.856,"7",-4.605,"1",0.0351,0.052,0,0.0988,0.572,4,-0.9963,0.318413893177893,0.407131193943959,0.006102427091827
TRUE,0.643,0.592,"1",-6.684,"0",0.277,0.00475,1.54e-06,0.222,0.405,4,-0.9965,0.389162368382446,0.579880881644264,0.0246916257525026
FALSE,0.637,0.955,"7",-1.691,"0",0.112,0.106,0,0.422,0.613,4,0.9498,0.246286965123255,0.598796651960119,0.0470324942315366
FALSE,0.552,0.915,"4",-3.713,"1",0.0559,0.0013,3.74e-05,0.206,0.606,4,0.996,0.295463887876151,0.421139063428419,0.129099078780729
FALSE,0.698,0.509,"1",-5.798,"1",0.0503,0.00535,0,0.0703,0.143,4,0.9974,0.277684896427207,0.607592508550228,0.10985669922451
TRUE,0.676,0.534,"2",-6.901,"0",0.0831,0.0594,8.59e-06,0.256,0.156,4,-0.9632,0.491555705327742,0.678787481811759,0.0915077809198314
TRUE,0.68,0.78,"6",-5.354,"0",0.12,0.0387,2.95e-05,0.317,0.549,4,0.9944,0.302411348341862,0.655043347665589,0.00463790241899574
TRUE,0.843,0.538,"1",-8.028,"1",0.0833,0.0273,0,0.124,0.428,4,-0.9837,0.302359057190542,0.45612130796259,0.00566437084714006
TRUE,0.459,0.899,"2",-2.978,"1",0.21,0.0038,0,0.126,0.437,4,-0.9947,0.395694404701556,0.825238494037064,0.500782140027643
TRUE,0.739,0.872,"11",-4.059,"0",0.333,0.0217,0,0.26,0.684,4,-0.9752,0.346786200365167,0.4448644829861,0.500782140027643
FALSE,0.638,0.893,"1",-3.889,"1",0.0461,0.0446,1.59e-06,0.0847,0.87,4,0.9988,0.279834643759269,0.430519750908827,0.00834475460175916
TRUE,0.611,0.678,"3",-6.723,"0",0.243,0.00701,8.43e-06,0.431,0.493,4,0.5189,0.616087082197332,0.64501700688229,0.0915077809198314
TRUE,0.531,0.893,"0",-4.422,"1",0.055,0.184,1.01e-06,0.101,0.323,4,0.9927,0.30059713589744,0.561648193808278,0.00875823343337789
TRUE,0.661,0.751,"7",-2.909,"1",0.0481,0.0571,0,0.105,0.875,4,0.9991,0.27625269989382,0.514627790228178,0.282933733511448
TRUE,0.629,0.824,"9",-6.53,"1",0.159,0.155,0.000628,0.0651,0.852,4,0.9997,0.360169830039233,0.598913618138179,0.0151194462275117
FALSE,0.39,0.557,"3",-6.344,"1",0.0521,0.452,0,0.125,0.317,4,0.9973,0.348568457106004,0.371203862691064,0.0151194462275117
TRUE,0.785,0.572,"11",-9.383,"1",0.0859,0.00811,0,0.111,0.477,4,-0.9825,0.378471733001381,0.655160313843649,0.0412799338433869
FALSE,0.638,0.53,"5",-6.928,"1",0.063,0.337,0,0.179,0.882,4,0.9883,0.23145661359599,0.709367119403753,0.10502506896133
TRUE,0.719,0.477,"6",-6.439,"0",0.178,0.0326,0,0.218,0.297,4,0.9981,0.291222494491272,0.65567028637999,0.123450900111611
TRUE,0.919,0.506,"1",-7.14,"1",0.304,0.132,0,0.0771,0.273,4,-0.9916,0.319905643522506,0.45600434178453,0.0484655019864333
TRUE,0.652,0.877,"1",-2.986,"1",0.0465,0.0227,0,0.0789,0.486,4,0.9991,0.290661817146559,0.554377576180072,0.210533734668031
FALSE,0.557,0.428,"5",-11.306,"1",0.136,0.0673,0.0019,0.144,0.0996,4,0.9972,0.549928608053128,0.481942761431105,0.587373570895717
FALSE,0.553,0.892,"4",-4.039,"1",0.0667,0.0639,0,0.426,0.479,4,0.8853,0.247143958992117,0.360302614895877,0.0254940060026717
TRUE,0.717,0.544,"7",-6.598,"1",0.0371,0.445,5.16e-06,0.0973,0.641,4,0.9992,0.35513390166068,0.654818772603714,0.352396731493208
FALSE,0.367,0.665,"1",-2.821,"1",0.0465,0.145,0,0.113,0.31,4,-0.9717,0.332843345878368,0.696711378937666,0.148733829507931
FALSE,0.694,0.351,"9",-10.92,"1",0.0382,0.813,0.00165,0.097,0.691,4,0.9998,0.363035675637988,0.682647365687738,0.122263955633432
FALSE,0.541,0.401,"0",-10.499,"1",0.0365,0.576,0,0.164,0.24,3,0.977,0.420014147661496,0.715566326840931,0.00535209312815531
FALSE,0.713,0.411,"8",-8.24,"1",0.0355,0.3,7.19e-05,0.0763,0.626,4,0.9368,0.371672430797745,0.6269714649312,0.0631653973155682
TRUE,0.722,0.821,"1",-3.856,"0",0.165,0.073,0,0.631,0.721,4,0.9883,0.305457307906277,0.598604827428101,0.0657460256877338
FALSE,0.532,0.98,"9",-8.464,"0",0.0539,0.0569,0.0383,0.334,0.81,4,0.9043,0.329313693164239,0.617735815511587,0.00279315070869693
TRUE,0.565,0.654,"1",-6.826,"0",0.0335,0.0542,1.8e-06,0.122,0.235,4,-0.8176,0.385541206153507,0.523858761000669,0.195858850471019
FALSE,0.267,0.146,"3",-16.143,"1",0.0287,0.923,8.19e-06,0.114,0.0528,4,-0.0455,0.385230364309546,0.378544660026107,0.0270900921219271
TRUE,0.572,0.529,"0",-6.897,"1",0.0282,0.146,0,0.335,0.321,4,0.98,0.347891577202801,0.654430444892555,0.26291037051173
FALSE,0.564,0.816,"4",-3.134,"1",0.0466,0.0236,2.33e-05,0.194,0.567,4,0.9775,0.312914607097362,0.430365355553788,0.00346396951244195
FALSE,0.822,0.502,"7",-7.38,"1",0.148,0.0312,0.000887,0.114,0.525,4,-0.9501,0.305322222432032,0.341555275876428,0.0484655019864333
