"hitness","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","time_signature","sentiment","scaled_duration","scaled_tempo","scaled_popularity"
FALSE,0.524,0.772,"7",-6.696,"0",0.152,0.00273,0.000169,0.224,0.237,4,0.8971,0.290467177861089,0.794691606974927,0.0189144879512847
FALSE,0.498,0.408,"6",-7.946,"1",0.0331,0.644,0,0.0993,0.383,4,0.9659,0.289014645879966,0.36934176113635,0.0029406151871064
FALSE,0.655,0.0645,"4",-14.765,"1",0.0429,0.854,1.11e-05,0.107,0.278,4,-0.67,0.360304915513477,0.60541225899119,0.27176402213702
TRUE,0.536,0.722,"4",-4.163,"1",0.0284,0.312,0,0.117,0.499,4,0.092,0.295289584038417,0.672695883258397,0.0930327371142069
TRUE,0.509,0.637,"4",-4.83,"0",0.0471,0.0717,1.08e-05,0.0789,0.378,3,0.9994,0.325367163771528,0.804755376935205,0.151995396795105
TRUE,0.85,0.405,"7",-7.509,"0",0.225,0.119,0.000118,0.0707,0.344,4,-0.9861,0.27643426639146,0.654898309604795,0.879556218663798
TRUE,0.636,0.63,"0",-7.949,"0",0.0801,0.0838,0,0.345,0.457,4,0.9635,0.396817211922963,0.871318489545563,0.384283756353984
TRUE,0.731,0.445,"0",-8.418,"1",0.0533,0.0586,1.96e-05,0.14,0.106,4,0.9808,0.359007804454335,0.551940001029302,0.245722084395945
TRUE,0.78,0.575,"1",-5.628,"0",0.139,0.106,0,0.129,0.273,4,-0.9952,0.322985011322487,0.381319097769689,0.112312994801155
TRUE,0.511,0.812,"6",-4.763,"0",0.0464,0.0496,1.64e-06,0.0829,0.692,4,0.4599,0.272727404775635,0.383611634859664,0.0528963758435836
FALSE,0.417,0.58,"9",-4.574,"1",0.207,0.0307,1.45e-06,0.179,0.139,5,-0.9959,0.35844567457764,0.320861619654061,0.0744088409291997
TRUE,0.493,0.781,"3",-6.356,"1",0.0449,0.249,0,0.116,0.489,4,0.9964,0.282411435493781,0.832869367493696,0.0413941465276453
FALSE,0.572,0.778,"1",-5.208,"1",0.233,0.00638,0,0.0563,0.54,4,0.9991,0.327575012382835,0.786354257802814,0.121137731822834
FALSE,0.786,0.854,"2",-4.247,"1",0.0523,0.0729,1.63e-06,0.179,0.687,4,0.9603,0.22828718881318,0.491622882327346,0.00229871098697108
FALSE,0.885,0.94,"1",-5.908,"1",0.0913,0.161,0,0.0675,0.773,4,0.9927,0.235814209539359,0.514674576699402,0.130388959247758
FALSE,0.544,0.369,"2",-9.514,"1",0.038,0.969,0.279,0.639,0.102,3,-0.9571,0.30243458885356,0.407089086119858,0.00916448361409413
FALSE,0.624,0.876,"9",-3.374,"1",0.1,0.0735,0,0.327,0.781,4,0.9992,0.248131680739281,0.467598029353832,0.501257785257022
TRUE,0.812,0.522,"2",-5.287,"1",0.257,0.0433,0,0.154,0.38,4,-0.988,0.207576987826329,0.353350145271993,0.109891396748842
TRUE,0.784,0.924,"0",-7.488,"0",0.0475,0.00826,0.0205,0.0686,0.803,4,0.5093,0.345741829870739,0.580096099411894,0.0174962266442289
FALSE,0.633,0.592,"0",-7.245,"0",0.112,0.197,0,0.099,0.679,4,0.968,0.281080916199072,0.421387031725906,0.00320084661959369
FALSE,0.568,0.619,"1",-6.899,"1",0.414,0.138,1.67e-06,0.11,0.293,4,-0.9848,0.36923362960144,0.795908055226751,0.393378844919415
TRUE,0.762,0.576,"1",-4.951,"0",0.0829,0.0556,0,0.0866,0.316,4,0.9974,0.3212681185208,0.664817041504279,0.0729038358113149
FALSE,0.67,0.7,"1",-7.893,"1",0.196,0.576,5.34e-06,0.226,0.648,4,-0.9437,0.232830708850132,0.327439797508153,0.393378844919415
FALSE,0.427,0.262,"7",-8.541,"1",0.0276,0.746,0,0.068,0.228,4,0.9952,0.326626508999162,0.486976985734805,0.0441482625214691
FALSE,0.415,0.369,"8",-10.044,"1",0.0741,0.0303,7.64e-06,0.383,0.0913,4,-0.9902,0.365199948289861,0.447961747381127,0.211242865321559
TRUE,0.67,0.838,"0",-4.031,"1",0.0362,0.0605,0.000611,0.159,0.716,4,0.9819,0.322521653620509,0.491257947851799,0.00288856890060894
TRUE,0.785,0.737,"5",-7.094,"1",0.268,0.271,0,0.0391,0.69,4,0.9969,0.239474590131788,0.632721522244628,0.00207317707881543
TRUE,0.555,0.662,"11",-4.952,"0",0.0827,0.125,0,0.111,0.356,4,0.9996,0.303191358015725,0.693038640946584,0.219314376919207
FALSE,0.504,0.655,"0",-8.644,"0",0.0542,0.604,0.00193,0.364,0.262,4,0.9963,0.383564310127198,0.467780496591606,0.397121840356691
FALSE,0.746,0.798,"0",-8.382,"1",0.349,0.137,0,0.139,0.553,4,0.931,0.312043087908688,0.514501466755873,0.393378844919415
FALSE,0.665,0.535,"4",-7.056,"0",0.0572,0.0786,1.68e-05,0.154,0.37,4,0.998,0.39981378540002,0.649592723767995,0.393378844919415
FALSE,0.678,0.562,"3",-9.197,"0",0.508,0.193,0,0.104,0.566,4,-0.3395,0.447205546348117,0.440920383461918,0.393378844919415
FALSE,0.748,0.627,"7",-6.029,"1",0.0639,0.131,0,0.0852,0.524,4,0.9969,0.273789205653835,0.56594319186664,0.0306899602713346
FALSE,0.594,0.721,"2",-7.812,"1",0.0957,0.0209,8.55e-06,0.0879,0.253,4,0.9396,0.340840986966431,0.603274117256254,0.0537117676653771
FALSE,0.695,0.818,"5",-5.379,"0",0.0334,0.00647,4.87e-06,0.0219,0.916,4,0.7137,0.265367425227285,0.561273902038487,0.0228656685345501
FALSE,0.588,0.479,"1",-7.039,"1",0.281,0.604,7.2e-06,0.527,0.434,4,-0.9998,0.668997012141715,0.703734028268386,0.393378844919415
FALSE,0.867,0.558,"1",-6.975,"1",0.258,0.0884,4.05e-06,0.541,0.432,4,-0.52,0.395746695852876,0.6506173474878,0.879556218663798
FALSE,0.706,0.557,"0",-5.8,"1",0.0813,0.0347,0,0.276,0.205,4,0.9932,0.361429175266866,0.622166494336498,0.393378844919415
TRUE,0.657,0.421,"9",-11.378,"1",0.412,0.352,0.000218,0.187,0.181,4,-0.9831,0.384553484406343,0.814379354065978,0.302472776900702
FALSE,0.357,0.238,"8",-16.78,"0",0.265,0.142,0.0859,0.55,0.494,4,-0.9834,0.171496093415237,0.734112484034117,0.393378844919415
TRUE,0.683,0.796,"11",-4.179,"1",0.0285,0.111,0,0.197,0.531,4,0.1862,0.293256039264845,0.421223279076622,0.100588123037421
FALSE,0.552,0.731,"7",-6.873,"1",0.615,0.0536,0,0.258,0.632,4,-0.9821,0.361118333422906,0.816498781212425,0.393378844919415
TRUE,0.548,0.901,"0",-2.637,"0",0.0453,0.2,0,0.1,0.557,4,0.9918,0.299530977423295,0.682862583455368,0.224245762564841
FALSE,0.611,0.867,"1",-5.298,"1",0.0896,0.11,0.000105,0.346,0.336,4,0.9864,0.481175911790638,0.655160313843649,0.130388959247758
TRUE,0.928,0.481,"9",-9.35,"0",0.287,0.105,0,0.176,0.613,4,0.989,0.30639273850212,0.6269714649312,0.789756134233156
TRUE,0.783,0.61,"7",-6.124,"1",0.0696,0.343,0,0.0983,0.418,4,0.9988,0.311226764935297,0.468084608654561,0.370806659611503
TRUE,0.392,0.825,"0",-2.068,"0",0.0535,0.0231,2.25e-06,0.0972,0.482,4,0.9888,0.353332762004087,0.462994240585392,0.0150269194959606
FALSE,0.736,0.491,"10",-6.892,"0",0.439,0.0681,0,0.571,0.203,4,0.9981,0.317630978440068,0.664269639790958,0.879556218663798
FALSE,0.613,0.879,"0",-4.672,"1",0.0349,0.0657,0,0.266,0.275,4,0.848,0.315566930494892,0.528588873241414,0.0031227771898475
FALSE,0.76,0.303,"2",-11.362,"1",0.0284,0.238,8.09e-06,0.294,0.15,4,0.0392,0.257930461483936,0.467822604415707,0.18214899116948
FALSE,0.804,0.456,"8",-7.44,"1",0.0468,0.000668,0,0.31,0.165,4,-0.9987,0.327015787570103,0.608289626971465,0.211242865321559
FALSE,0.726,0.535,"7",-7.804,"0",0.0476,0.0533,1.38e-05,0.0984,0.375,4,0.9018,0.314557420768012,0.458820887352213,0.879556218663798
TRUE,0.522,0.805,"9",-4.482,"1",0.0289,0.124,0.000219,0.33,0.528,4,0.9968,0.257079277742998,0.664213496025489,0.00384275081972901
FALSE,0.766,0.283,"8",-10.33,"0",0.0846,0.111,0.0172,0.115,0.144,4,0.9971,0.319109655996851,0.45401591675751,0.879556218663798
FALSE,0.529,0.8,"2",-3.726,"1",0.031,0.00541,0,0.104,0.687,4,-0.4141,0.301120047410644,0.468028464889093,0.0505586301417394
TRUE,0.309,0.544,"9",-9.621,"1",0.352,0.155,0.000265,0.0727,0.16,4,0.9361,0.254944055730747,0.846736877564484,0.0835921190356402
TRUE,0.666,0.423,"0",-8.012,"1",0.043,0.494,0,0.106,0.154,4,0.9926,0.298175765084908,0.607709474728288,0.0920843381158091
TRUE,0.59,0.833,"5",-6.503,"0",0.0615,0.0142,5.4e-06,0.105,0.538,4,0.9985,0.349245337009208,0.44429836668429,0.351076056973335
TRUE,0.697,0.691,"2",-4.757,"1",0.146,0.214,0,0.185,0.305,4,0,0.347580735358841,0.644965541763944,0.0673262087750039
FALSE,0.466,0.504,"1",-7.456,"1",0.0396,0.641,0,0.226,0.222,3,0.9746,0.337219824737491,0.709839662763115,0.0208315261706077
FALSE,0.425,0.372,"0",-10.92,"1",0.03,0.861,0.0148,0.0733,0.292,4,-0.458,0.376612492065544,0.371746585757262,0.0376641626619941
FALSE,0.669,0.434,"9",-15.218,"0",0.714,0.501,0.000125,0.271,0.55,4,0.9758,0.419135365812917,0.605070717751255,0.393378844919415
FALSE,0.903,0.439,"8",-11.813,"1",0.397,0.0407,0,0.138,0.532,4,0.9995,0.446788669669534,0.650855958491043,0.879556218663798
FALSE,0.666,0.693,"1",-3.638,"1",0.199,0.047,0,0.115,0.132,4,-0.9932,0.31919971297968,0.748452537464267,0.211242865321559
FALSE,0.784,0.728,"0",-4.549,"0",0.0539,0.34,0,0.222,0.713,4,0.9977,0.332862228794122,0.515423160238985,0.170260751895352
FALSE,0.781,0.721,"5",-9.133,"0",0.0514,0.0945,0.391,0.104,0.849,4,-0.2457,0.363622498558362,0.575525061173311,0.879556218663798
FALSE,0.913,0.608,"10",-6.839,"0",0.234,0.0671,0,0.533,0.578,4,0.9946,0.21725375588457,0.454123525641326,0.879556218663798
FALSE,0.609,0.229,"11",-12.36,"0",0.0333,0.558,0.0413,0.113,0.19,4,-0.8573,0.270596540359327,0.523479790583755,0.879556218663798
FALSE,0.735,0.373,"11",-10.478,"1",0.104,0.762,0.00202,0.288,0.237,4,0.8685,0.156398476003445,0.575852566471879,0.879556218663798
FALSE,0.839,0.521,"7",-10.45,"1",0.166,0.245,0.00545,0.607,0.33,4,0.9954,0.298005818843116,0.495899165797218,0.879556218663798
FALSE,0.813,0.551,"6",-7.605,"0",0.353,0.08,0,0.386,0.598,4,0.9974,0.364251444906188,0.584629708473498,0.879556218663798
FALSE,0.618,0.693,"7",-5.943,"0",0.45,0.246,0,0.112,0.454,4,0.9659,0.411866895779378,0.79996444228187,0.879556218663798
FALSE,0.637,0.733,"7",-4.387,"0",0.0553,0.0152,0,0.162,0.432,4,-0.9708,0.283011331201985,0.612926166269761,0.211242865321559
FALSE,0.627,0.8,"1",-8.279,"0",0.07,0.0414,0,0.612,0.785,4,-0.4886,0.275381180705146,0.462362623223869,0.879556218663798
TRUE,0.573,0.63,"1",-8.389,"1",0.105,0.189,2.31e-05,0.259,0.218,4,0.9543,0.36198985261158,0.362712118163912,0.384283756353984
FALSE,0.766,0.234,"11",-7.544,"0",0.159,0.332,0.00156,0.358,0.256,4,0.8372,0.223290478798117,0.453276690512172,0.879556218663798
TRUE,0.433,0.82,"0",-2.84,"0",0.0924,0.0209,0,0.292,0.536,4,0.9956,0.254193096696507,0.954294296261293,0.162664885527084
FALSE,0.526,0.583,"4",-9.172,"1",0.376,0.699,0,0.372,0.378,4,0.9734,0.443565501203423,0.420315621534877,0.879556218663798
FALSE,0.468,0.266,"0",-11.121,"1",0.13,0.348,9.55e-06,0.209,0.222,4,0.931,0.534584060204546,0.717208531980893,0.879556218663798
FALSE,0.745,0.822,"7",-6.354,"1",0.252,0.0103,4.2e-06,0.155,0.415,5,-0.996,0.208022915144534,0.405793100866953,0.879556218663798
TRUE,0.651,0.732,"2",-8.037,"1",0.0381,0.0164,1.58e-06,0.0925,0.638,4,-0.9975,0.289363253555435,0.397792614287653,0.0957998646796551
FALSE,0.729,0.838,"8",-4.476,"0",0.313,0.00612,0,0.0721,0.349,4,-0.9999,0.400492117835204,0.640361752995504,0.0353047310074426
TRUE,0.732,0.396,"4",-9.348,"0",0.0286,0.0841,3.58e-05,0.105,0.548,4,0.9927,0.284580065741597,0.421190528546765,0.276253014347426
TRUE,0.94,0.335,"5",-10.179,"0",0.505,0.17,0,0.262,0.707,4,-0.9972,0.304508804522604,0.561624800572667,0.0200493861429653
FALSE,0.77,0.477,"0",-10.972,"0",0.0802,0.749,0.208,0.166,0.248,4,-0.9792,0.333462124502326,0.496535461805864,0.0574027168161552
TRUE,0.514,0.836,"5",-3.663,"1",0.0381,0.112,0,0.0878,0.501,4,0.9993,0.382190214873056,0.673201177147616,0.0235017898139634
FALSE,0.807,0.64,"11",-8.329,"0",0.399,0.628,0,0.115,0.649,4,-0.9984,0.429445437814927,0.673631612682877,0.0574027168161552
FALSE,0.776,0.503,"0",-5.732,"0",0.237,0.874,0,0.112,0.473,4,0.9748,0.305445687650428,0.515278122178191,0.109683211602852
FALSE,0.587,0.229,"10",-11.254,"0",0.128,0.92,0,0.1,0.379,4,0.9574,0.249440412054272,0.354033227751863,0.0537117676653771
FALSE,0.606,0.887,"9",-4.782,"0",0.052,0.0498,3.47e-06,0.0958,0.349,4,0.9572,0.278576751063617,0.458376415875585,0.0669315244357315
FALSE,0.761,0.386,"4",-6.158,"1",0.0399,0.355,0,0.0953,0.526,3,-0.89,0.346341725578943,0.631350678637765,0.501257785257022
FALSE,0.477,0.672,"1",-5.234,"1",0.0306,0.049,0,0.355,0.263,4,-0.9178,0.28260462224727,0.654374301127086,0.0281700525667494
FALSE,0.347,0.632,"2",-6.998,"1",0.0381,0.539,0.00226,0.121,0.285,3,0.9687,0.333120779486762,0.347422299367915,0.00603303204316372
TRUE,0.638,0.6,"1",-5.84,"0",0.0438,0.114,0,0.187,0.0399,4,-0.9913,0.356747664691707,0.477133112189279,0.0363369823563089
FALSE,0.522,0.385,"0",-7.355,"1",0.0288,0.536,0,0.135,0.236,4,0.998,0.301429436722623,0.420105082414369,0.501257785257022
FALSE,0.628,0.481,"1",-7.775,"1",0.475,0.29,0,0.118,0.33,5,0.9987,0.369480560038231,0.508854339679138,0.397121840356691
TRUE,0.852,0.773,"8",-2.921,"0",0.0776,0.187,3.05e-05,0.159,0.907,4,-0.969,0.284463863183108,0.477381080486766,0.0126298988567166
TRUE,0.617,0.567,"0",-4.188,"1",0.0828,0.0584,0,0.0933,0.505,4,-0.9999,0.316075316688285,0.422229188207938,0.0385258178495631
TRUE,0.65,0.736,"6",-5.84,"0",0.229,0.0513,0,0.235,0.612,4,0,0.328504632850754,0.744718977060593,0.163613284525483
FALSE,0.78,0.745,"7",-3.97,"1",0.145,0.0559,0,0.0595,0.862,4,0.9981,0.274935253386941,0.439914474330603,0.501257785257022
FALSE,0.589,0.242,"6",-10.517,"1",0.0442,0.914,0,0.0887,0.257,4,0.9979,0.32116498875014,0.419903900588106,0.501257785257022
FALSE,0.838,0.492,"1",-5.69,"0",0.038,0.251,0,0.262,0.895,4,0.9989,0.34473377267584,0.538474854611041,0.501257785257022
FALSE,0.617,0.439,"9",-5.63,"1",0.0269,0.424,0,0.127,0.242,4,0.998,0.407483154260349,0.654912345546162,0.501257785257022
FALSE,0.64,0.812,"8",-5.647,"0",0.0834,0.086,0,0.0509,0.914,4,0.9936,0.330344990870837,0.402424474938827,0.501257785257022
TRUE,0.618,0.727,"3",-7.224,"0",0.208,0.0312,0,0.196,0.401,4,0.9529,0.262211073232305,0.771939346018705,0.789756134233156
FALSE,0.604,0.366,"7",-7.881,"1",0.0267,0.719,0,0.162,0.181,3,0.9992,0.360827827026682,0.492086068392464,0.501257785257022
FALSE,0.747,0.76,"1",-4.294,"1",0.187,0.448,0,0.153,0.682,4,0.9771,0.277647130595698,0.467747746061749,0.501257785257022
TRUE,0.696,0.641,"7",-5.807,"1",0.0261,0.142,0,0.132,0.664,4,0.9931,0.26523233975304,0.477133112189279,0.182581264493445
TRUE,0.552,0.893,"0",-4.593,"1",0.0383,0.0158,0,0.105,0.777,4,0.9923,0.275206876867411,0.767054838422922,0.183335935647658
TRUE,0.444,0.819,"10",-4.078,"0",0.341,0.106,0,0.107,0.747,4,0.9937,0.273036794087614,0.38690072378671,0.219314376919207
FALSE,0.981,0.417,"11",-10.732,"0",0.134,0.0471,0.359,0.103,0.262,4,0.8708,0.187934397845605,0.571000809405952,0.000520462864974584
FALSE,0.534,0.452,"9",-10.732,"0",0.0359,0.895,0.00165,0.125,0.175,4,0.862,0.317070301095354,0.608102481086569,0.146505959299804
TRUE,0.906,0.444,"4",-8.692,"0",0.384,0.136,6.44e-05,0.173,0.678,4,-0.9992,0.341403116843125,0.655305351904443,0.118662641753844
FALSE,0.971,0.548,"11",-6.82,"1",0.154,0.00529,0.00155,0.11,0.183,4,0.9987,0.438747452622038,0.608196054029017,0.0729038358113149
TRUE,0.495,0.762,"8",-3.842,"1",0.0862,0.591,0,0.0763,0.708,4,0.9997,0.305457307906277,0.579651627935266,0.0670674230726971
FALSE,0.598,0.496,"0",-9.309,"1",0.0804,0.0253,0.00132,0.12,0.725,4,-0.8322,0.294371583826347,0.599147550494299,0.0306899602713346
TRUE,0.677,0.401,"9",-8.467,"1",0.0308,0.712,0,0.116,0.195,4,0.9139,0.338224976868428,0.523189714462166,0.0342551308964105
FALSE,0.694,0.493,"1",-8.581,"1",0.373,0.0331,2.04e-06,0.431,0.313,4,-0.9994,0.385452601702658,0.778793564053018,0.211242865321559
FALSE,0.69,0.663,"8",-5.248,"0",0.0352,0.106,0,0.0659,0.285,4,0.9976,0.310398821706057,0.570986773464585,0.00205582831664961
FALSE,0.651,0.808,"1",-4.731,"0",0.0435,0.054,0,0.0482,0.858,4,0.0772,0.283088315396984,0.47251060883235,0.0302519040266477
FALSE,0.816,0.414,"1",-7.953,"1",0.119,0.423,0,0.125,0.197,4,0.9967,0.334269732283831,0.701834497536692,0.211242865321559
FALSE,0.681,0.174,"1",-8.745,"1",0.0315,0.837,3.35e-05,0.0983,0.231,4,0.9796,0.378072286706573,0.527152528574837,0.00367360038861227
FALSE,0.482,0.781,"11",-5.334,"1",0.411,0.629,2.87e-06,0.413,0.336,5,-0.9987,0.473293020729084,0.27120713774405,0.575566870803768
FALSE,0.852,0.438,"9",-7.673,"1",0.426,0.0145,0,0.263,0.627,4,0.9949,0.404427026972066,0.706218389890379,0.211242865321559
FALSE,0.42,0.396,"4",-6.678,"1",0.0296,0.551,0,0.0708,0.132,4,0.9988,0.366502869476929,0.640268180053056,0.0491577175968495
FALSE,0.799,0.655,"1",-6.34,"1",0.0485,0.659,0,0.135,0.82,4,0.7174,0.348352029840817,0.599044620257606,0.0121267847539078
FALSE,0.489,0.505,"10",-8.022,"0",0.117,0.579,0.000333,0.104,0.337,4,0.9659,0.31041625208983,0.7638125359671,0.02662167554345
FALSE,0.517,0.609,"1",-6.373,"1",0.371,0.153,0,0.416,0.162,4,0.9413,0.271032299953664,0.633905219966595,0.147607605697333
TRUE,0.518,0.686,"9",-4.911,"1",0.0313,0.114,0,0.114,0.334,4,0.6124,0.343127272304718,0.67402929768828,0.0374559775160042
TRUE,0.58,0.532,"1",-5.668,"0",0.0424,0.294,0,0.0948,0.39,4,0.9959,0.299802600903765,0.524237731417583,0.151995396795105
FALSE,0.634,0.525,"0",-8.968,"1",0.47,0.0705,0,0.0729,0.49,4,0.9796,0.323140432244467,0.609492039281921,0.121137731822834
TRUE,0.592,0.788,"6",-4.924,"0",0.201,0.0599,2.54e-06,0.125,0.755,4,0.9994,0.326083262038222,0.420839630012586,0.100619929101392
TRUE,0.61,0.509,"11",-10.972,"1",0.0896,0.0862,0.000487,0.117,0.325,4,0.9863,0.303284320062517,0.374352592204438,0.00136187783001683
TRUE,0.668,0.725,"1",-6.127,"1",0.266,0.0102,0.000479,0.0561,0.729,4,0.9999,0.305361440795523,0.898038243261579,0.370806659611503
TRUE,0.696,0.921,"0",-3.755,"1",0.0363,0.00314,5.24e-05,0.0842,0.714,4,0.999,0.427876703275314,0.556763686212495,0.14491613801133
TRUE,0.636,0.836,"8",-3.004,"1",0.0427,0.00609,0.000157,0.0828,0.715,4,0.8887,0.280706162947943,0.654804736662347,0.0218290799951423
FALSE,0.779,0.56,"10",-7.564,"0",0.253,0.258,0,0.241,0.421,4,0.9964,0.41734148881623,0.664517608088445,0.171570583438872
FALSE,0.525,0.804,"8",-6.453,"1",0.25,0.329,0,0.228,0.143,4,0.7404,0.335476786360144,0.585149038304084,0.109891396748842
FALSE,0.747,0.704,"1",-6.743,"1",0.0986,0.136,0,0.131,0.494,4,0.9929,0.310395916642095,0.640675222352705,0.109891396748842
FALSE,0.62,0.609,"8",-8.831,"1",0.145,0.44,0,0.115,0.404,4,0.5136,0.394642771547223,0.664564394559669,0.109891396748842
FALSE,0.489,0.54,"6",-7.046,"1",0.0288,0.126,0,0.103,0.27,4,0.9741,0.331072709393379,0.380841875763204,0.170260751895352
FALSE,0.524,0.816,"1",-5.872,"1",0.37,0.383,0,0.349,0.789,4,0.9986,0.414998554730679,0.935874462540412,0.0273546607449558
TRUE,0.485,0.834,"9",-5.413,"1",0.0715,0.0665,0,0.28,0.659,4,0.9451,0.307598340046452,0.425443418781025,0.0747673820139599
FALSE,0.743,0.651,"6",-5.974,"1",0.0646,0.0143,0,0.079,0.467,4,-0.0516,0.318848200240249,0.383751994273336,0.00216859527072743
FALSE,0.505,0.611,"7",-5.976,"0",0.0648,0.826,0,0.108,0.176,4,-0.9218,0.305768149750237,0.402101648287381,0.109891396748842
FALSE,0.745,0.686,"4",-5.7,"0",0.0313,0.528,0,0.176,0.437,4,0.9987,0.528625774017979,0.570692018695874,0.178674901545775
TRUE,0.69,0.416,"7",-7.865,"1",0.0335,0.617,1.37e-06,0.102,0.479,3,0.9864,0.334953874846939,0.385754455241722,0.106654406874736
TRUE,0.835,0.413,"1",-9.81,"1",0.396,0.373,0.00133,0.101,0.111,4,-0.9995,0.376031479273095,0.697137135825805,0.210050137922659
FALSE,0.852,0.727,"1",-4.851,"1",0.267,0.0962,0,0.154,0.496,4,-0.9372,0.338011454667203,0.608294305618587,0.171570583438872
FALSE,0.803,0.743,"1",-3.602,"0",0.0681,0.105,2.12e-06,0.099,0.674,4,0.9679,0.29512544792455,0.505317282454605,0.0574027168161552
FALSE,0.95,0.743,"10",-5.861,"0",0.238,0.0646,1.11e-05,0.103,0.619,4,-0.9958,0.374093801610277,0.640895118767457,0.171570583438872
FALSE,0.528,0.928,"3",-5.743,"1",0.0456,0.0252,2.88e-06,0.0467,0.885,4,0.9954,0.247065522265136,0.758263660479936,0.000958519109661526
TRUE,0.456,0.874,"10",-4.129,"0",0.114,0.0595,1.12e-05,0.111,0.5,4,-0.9413,0.296451609623315,0.936566902314527,0.141320125142405
TRUE,0.828,0.56,"0",-6.685,"1",0.0327,0.548,3.66e-05,0.15,0.872,4,0.9973,0.287602784794314,0.571047595877176,0.0177477836956333
FALSE,0.825,0.7,"11",-5.099,"0",0.243,0.0379,0,0.139,0.317,4,-0.998,0.223047905957269,0.622231995396211,0.171570583438872
TRUE,0.608,0.798,"6",-5.092,"0",0.0432,0.0736,0,0.156,0.501,4,0.909,0.269229707765091,0.434847499497045,0.162664885527084
FALSE,0.718,0.583,"7",-7.884,"1",0.0288,0.623,0.000681,0.0612,0.422,4,0.9976,0.308401590232013,0.561301973921221,0.0260968754879339
TRUE,0.806,0.558,"8",-6.538,"1",0.172,0.00496,1.45e-06,0.16,0.26,4,-0.9983,0.36506922041156,0.397736470522184,0.789756134233156
TRUE,0.498,0.804,"11",-3.995,"1",0.0332,0.125,0,0.167,0.697,4,0.9955,0.278634852342861,0.776908069262692,0.0885798881583135
FALSE,0.581,0.531,"3",-6.829,"0",0.0322,0.0731,3.27e-06,0.0616,0.273,4,0.9796,0.381320148216363,0.352091589196068,0.0330190315920959
FALSE,0.816,0.245,"0",-15.617,"0",0.414,0.616,0.000813,0.127,0.187,4,-0.9963,0.20180898332929,0.655197743020628,0.009802050623688
FALSE,0.587,0.671,"2",-4.48,"1",0.144,0.0823,0,0.161,0.1,4,0.6594,0.312817287454627,0.594810444611836,0.0345890945681026
TRUE,0.843,0.36,"0",-7.414,"1",0.465,0.0673,0,0.12,0.153,4,0.9989,0.238133903113212,0.383588241624052,0.151879738380667
TRUE,0.501,0.519,"4",-5.88,"0",0.0409,0.109,0,0.454,0.168,4,0.9954,0.284270676429618,0.62689192793012,0.0481341406290661
FALSE,0.547,0.734,"5",-6.991,"0",0.0654,0.00346,4.62e-05,0.136,0.42,4,0.9959,0.329434253318672,0.617553348273813,0.217792023039156
FALSE,0.703,0.709,"9",-6.452,"1",0.402,0.00908,0,0.127,0.569,4,-0.9999,0.237256573796614,0.659679886963885,0.16136951128537
FALSE,0.898,0.283,"6",-12.335,"0",0.356,0.319,0.000383,0.11,0.469,4,-0.9852,0.314502224552729,0.650191590599662,0.302472776900702
FALSE,0.585,0.759,"5",-6.194,"0",0.501,0.238,2.35e-05,0.0742,0.298,4,-0.4729,0.267265884526613,0.84171668920215,0.0822981905241061
FALSE,0.642,0.762,"6",-7.411,"1",0.0296,0.00967,5.72e-05,0.182,0.605,4,-0.1371,0.367781097620317,0.528864913421635,0.219915800674288
TRUE,0.662,0.586,"0",-8.821,"1",0.0307,0.097,0.00272,0.115,0.296,4,-0.8103,0.281907406896331,0.421078241015828,0.150899533318298
FALSE,0.647,0.932,"11",-3.515,"1",0.0824,0.00383,1.5e-06,0.0574,0.374,4,0.9777,0.288725592015722,0.538002311251679,0.000234208289238563
FALSE,0.743,0.571,"7",-6.054,"0",0.145,0.24,0,0.291,0.495,4,-0.9216,0.310642847078886,0.557011654509982,0.178674901545775
FALSE,0.812,0.621,"5",-8.3,"1",0.0515,0.244,0,0.099,0.847,4,-0.9929,0.186152141104767,0.364925118252806,0.0593414409881855
TRUE,0.635,0.847,"7",-3.152,"1",0.447,0.533,0,0.154,0.568,4,-0.9989,0.340836629370487,0.776992284910895,0.00708696934473725
TRUE,0.454,0.305,"6",-13.937,"0",0.0847,0.836,5.58e-05,0.0954,0.356,4,0.9308,0.328288205585566,0.85950958420863,0.00136187783001683
TRUE,0.514,0.918,"7",-4.306,"1",0.0365,0.0409,0,0.342,0.64,4,0.9933,0.328523515766508,0.701951463714752,0.251019239777242
TRUE,0.626,0.707,"5",-5.755,"0",0.0425,0.0169,0,0.0772,0.653,4,0.9821,0.272804388970634,0.414261452158494,0.0817242356424536
FALSE,0.359,0.394,"1",-9.971,"1",0.0774,0.754,0,0.0964,0.132,5,0.9957,0.337375245659471,0.82718013259286,0.174745406915217
FALSE,0.744,0.43,"3",-10.604,"0",0.309,0.455,2.73e-06,0.126,0.266,4,-0.9949,0.292927767037111,0.430618002498398,0.302472776900702
FALSE,0.71,0.404,"1",-10.04,"0",0.379,0.484,0,0.0953,0.398,4,0.9942,0.240906786665175,0.65291924187202,0.0634733378440115
TRUE,0.389,0.665,"0",-6.169,"1",0.0644,0.178,0.000732,0.116,0.199,4,0.8931,0.281133207350393,0.547659038912308,0.0769417602054093
